dataset,granularity,family,model,fold,method,ece,auc,n_test,n_students
assist2009,concept,deep,simplekt,3,isotonic,0.01293019119429182,0.8319104056102216,61904,770
assist2009,concept,deep,simplekt,3,temperature,0.013156532927669199,0.8320636628636588,61904,770
assist2009,concept,deep,simplekt,4,none,0.08653906019980608,0.8319096524129499,61904,770
assist2009,concept,deep,simplekt,4,platt,0.008719092166905402,0.8319096524129498,61904,770
assist2009,concept,deep,simplekt,4,isotonic,0.007397662706468434,0.831714981759107,61904,770
assist2009,concept,deep,simplekt,4,temperature,0.012471222868183808,0.8319096524129498,61904,770
assist2009,question,deep,dkt,0,none,0.009353178704023097,0.7499495411890569,52254,770
assist2009,question,deep,dkt,0,platt,0.011849112771167111,0.7499495411890569,52254,770
assist2009,question,deep,dkt,0,isotonic,0.011967688904565404,0.7495469861732935,52254,770
assist2009,question,deep,dkt,0,temperature,0.005372816486357153,0.7499495411890569,52254,770
assist2009,question,deep,dkt,1,none,0.008750863091820481,0.748007439669236,52254,770
assist2009,question,deep,dkt,1,platt,0.015137436368822659,0.748007439669236,52254,770
assist2009,question,deep,dkt,1,isotonic,0.015119137649297726,0.7478243227411095,52254,770
assist2009,question,deep,dkt,1,temperature,0.00886008575060767,0.748007439669236,52254,770
assist2009,question,deep,dkt,2,none,0.011353559536112005,0.7513523232255738,52254,770
assist2009,question,deep,dkt,2,platt,0.013860738111534598,0.7513523232255738,52254,770
assist2009,question,deep,dkt,2,isotonic,0.013669099759398588,0.7509751865066038,52254,770
assist2009,question,deep,dkt,2,temperature,0.008059082870173392,0.7513523232255738,52254,770
assist2009,question,deep,dkt,3,none,0.013117269491331013,0.7517081158210368,52254,770
assist2009,question,deep,dkt,3,platt,0.013098877995793392,0.7517081158210368,52254,770
assist2009,question,deep,dkt,3,isotonic,0.014107965306521099,0.751547995567204,52254,770
assist2009,question,deep,dkt,3,temperature,0.0041669095931617765,0.7517081158210368,52254,770
assist2009,question,deep,dkt,4,none,0.01750907490335706,0.7524662576579104,52254,770
assist2009,question,deep,dkt,4,platt,0.008555661616429915,0.7524662576579104,52254,770
assist2009,question,deep,dkt,4,isotonic,0.006879966818793548,0.752133819259748,52254,770
assist2009,question,deep,dkt,4,temperature,0.006456197985949169,0.7524662576579104,52254,770
assist2009,question,deep,sakt,0,none,0.04485981551651553,0.72862278456082,52254,770
assist2009,question,deep,sakt,0,platt,0.013042891159063204,0.72862278456082,52254,770
assist2009,question,deep,sakt,0,isotonic,0.013431905710181184,0.728351171949055,52254,770
assist2009,question,deep,sakt,0,temperature,0.013458807548733577,0.72862278456082,52254,770
assist2009,question,deep,sakt,1,none,0.04601402954797733,0.7315115521824953,52254,770
assist2009,question,deep,sakt,1,platt,0.01153048187675425,0.7315115521824953,52254,770
assist2009,question,deep,sakt,1,isotonic,0.011223355233209316,0.7313093816615921,52254,770
assist2009,question,deep,sakt,1,temperature,0.007715698232563059,0.7315115521824953,52254,770
assist2009,question,deep,sakt,2,none,0.04174694951582612,0.7297053944162906,52254,770
assist2009,question,deep,sakt,2,platt,0.014381905581567116,0.7297053944162906,52254,770
assist2009,question,deep,sakt,2,isotonic,0.015240506607162824,0.7293963149824025,52254,770
assist2009,question,deep,sakt,2,temperature,0.006322848983381692,0.7297053944162906,52254,770
assist2009,question,deep,sakt,3,none,0.04857096872966642,0.7291433563321421,52254,770
assist2009,question,deep,sakt,3,platt,0.011410609519939472,0.7291433563321421,52254,770
assist2009,question,deep,sakt,3,isotonic,0.0144541839922199,0.7290613365819008,52254,770
assist2009,question,deep,sakt,3,temperature,0.010138285781413322,0.7291433563321421,52254,770
assist2009,question,deep,sakt,4,none,0.037117009224173984,0.7285756066193361,52254,770
assist2009,question,deep,sakt,4,platt,0.010167532948825782,0.7285756066193361,52254,770
assist2009,question,deep,sakt,4,isotonic,0.01102664777935845,0.7281562853635442,52254,770
assist2009,question,deep,sakt,4,temperature,0.0075853255952431625,0.7285756066193361,52254,770
assist2009,question,deep,akt,0,none,0.022128878172005702,0.7615317357545422,52254,770
assist2009,question,deep,akt,0,platt,0.012379491386301178,0.7615317357545422,52254,770
assist2009,question,deep,akt,0,isotonic,0.010828724115282276,0.7613066948841408,52254,770
assist2009,question,deep,akt,0,temperature,0.007884017843735165,0.7615317357545422,52254,770
assist2009,question,deep,akt,1,none,0.0168642611091979,0.7586001773959243,52254,770
assist2009,question,deep,akt,1,platt,0.014141267101871713,0.7586001773959243,52254,770
assist2009,question,deep,akt,1,isotonic,0.01298766452296114,0.7581088136652679,52254,770
assist2009,question,deep,akt,1,temperature,0.005211433924377969,0.7586001773959243,52254,770
assist2009,question,deep,akt,2,none,0.01870813143491422,0.7605576484325606,52254,770
assist2009,question,deep,akt,2,platt,0.014653087733599399,0.7605576484325606,52254,770
assist2009,question,deep,akt,2,isotonic,0.013573417923260046,0.7601862543275757,52254,770
assist2009,question,deep,akt,2,temperature,0.006607801273302733,0.7605576484325606,52254,770
assist2009,question,deep,akt,3,none,0.0189458491215981,0.7583367623894581,52254,770
assist2009,question,deep,akt,3,platt,0.01428296633068283,0.7583367623894581,52254,770
assist2009,question,deep,akt,3,isotonic,0.013989774837396511,0.7580742634363848,52254,770
assist2009,question,deep,akt,3,temperature,0.00702242208868947,0.7583367623894581,52254,770
assist2009,question,deep,akt,4,none,0.02866362192368073,0.7590837336186076,52254,770
assist2009,question,deep,akt,4,platt,0.010999248337076042,0.7590837336186076,52254,770
assist2009,question,deep,akt,4,isotonic,0.007859862834236378,0.7587192095168226,52254,770
assist2009,question,deep,akt,4,temperature,0.010795859924292394,0.7590837336186076,52254,770
assist2009,question,deep,simplekt,0,none,0.0797480231178476,0.7635746643237543,52254,770
assist2009,question,deep,simplekt,0,platt,0.014284561245991447,0.7635746643237543,52254,770
assist2009,question,deep,simplekt,0,isotonic,0.010529476326666915,0.7633223293525171,52254,770
assist2009,question,deep,simplekt,0,temperature,0.010038345102244977,0.7635746643237543,52254,770
assist2009,question,deep,simplekt,1,none,0.12644144945841507,0.7606758677844898,52254,770
assist2009,question,deep,simplekt,1,platt,0.01700033057556475,0.7606758677844898,52254,770
assist2009,question,deep,simplekt,1,isotonic,0.015658279292490248,0.7605213177391035,52254,770
assist2009,question,deep,simplekt,1,temperature,0.04744100496974309,0.7606758677844898,52254,770
assist2009,question,deep,simplekt,2,none,0.02520281126803681,0.7591040528428283,52254,770
assist2009,question,deep,simplekt,2,platt,0.018652505247033588,0.7591040528428283,52254,770
assist2009,question,deep,simplekt,2,isotonic,0.017391643073966262,0.7588625738590692,52254,770
assist2009,question,deep,simplekt,2,temperature,0.013967617726896852,0.7591040528428283,52254,770
assist2009,question,deep,simplekt,3,none,0.05708103877215112,0.7674237109343925,52254,770
assist2009,question,deep,simplekt,3,platt,0.01600245887617726,0.7674237109343925,52254,770
assist2009,question,deep,simplekt,3,isotonic,0.015927181770673034,0.7670852780671493,52254,770
assist2009,question,deep,simplekt,3,temperature,0.02080434853241807,0.7674237109343925,52254,770
assist2009,question,deep,simplekt,4,none,0.11281384391625562,0.7661351328691908,52254,770
assist2009,question,deep,simplekt,4,platt,0.01175669602779302,0.7661351328691908,52254,770
assist2009,question,deep,simplekt,4,isotonic,0.008853975863846675,0.7658034627482456,52254,770
assist2009,question,deep,simplekt,4,temperature,0.009984010196616062,0.7661351328691908,52254,770
assist2009,question,classical,bkt,0,none,0.02015164326334691,0.7252393093831357,53148,770
assist2009,question,classical,bkt,0,platt,0.015003496848048994,0.7252392963467778,53148,770
assist2009,question,classical,bkt,0,isotonic,0.012387144260026744,0.7256187923978309,53148,770
assist2009,question,classical,bkt,0,temperature,0.02024248923577706,0.725239290212021,53148,770
assist2009,question,classical,bkt,1,none,0.019434666712362852,0.7252759760572407,53148,770
assist2009,question,classical,bkt,1,platt,0.019705775649154655,0.7252759829588421,53148,770
assist2009,question,classical,bkt,1,isotonic,0.016625732633153697,0.7257232128589041,53148,770
assist2009,question,classical,bkt,1,temperature,0.01919255117072736,0.7252759883267542,53148,770
assist2009,question,classical,bkt,2,none,0.018572046994744115,0.7258104414310979,53148,770
assist2009,question,classical,bkt,2,platt,0.01714260030921733,0.7258103586118821,53148,770
assist2009,question,classical,bkt,2,isotonic,0.01747055422405169,0.7258999782055098,53148,770
assist2009,question,classical,bkt,2,temperature,0.019137294678862438,0.7258104475658548,53148,770
assist2009,question,classical,bkt,3,none,0.02067086820016402,0.7266318861235169,53148,770
assist2009,question,classical,bkt,3,platt,0.018412837351718354,0.7266321683223264,53148,770
assist2009,question,classical,bkt,3,isotonic,0.01847258800317541,0.7266764144883661,53148,770
assist2009,question,classical,bkt,3,temperature,0.019866565697998464,0.7266321798249951,53148,770
assist2009,question,classical,bkt,4,none,0.020264398007528793,0.7259941083790202,53148,770
assist2009,question,classical,bkt,4,platt,0.01328488361373362,0.7259941635918308,53148,770
assist2009,question,classical,bkt,4,isotonic,0.008813978312509543,0.7260785471705931,53148,770
assist2009,question,classical,bkt,4,temperature,0.020227061580778864,0.7259941030111081,53148,770
assist2009,question,classical,pfa,0,none,0.02798754298572232,0.7083857155287694,53148,770
assist2009,question,classical,pfa,0,platt,0.03811320908207314,0.7083857155287694,53148,770
assist2009,question,classical,pfa,0,isotonic,0.015262536408612252,0.7084628646956629,53148,770
assist2009,question,classical,pfa,0,temperature,0.033795320909558293,0.7083857155287694,53148,770
assist2009,question,classical,pfa,1,none,0.026091539713845133,0.7086361961121914,53148,770
assist2009,question,classical,pfa,1,platt,0.03268391593007362,0.7086361961121914,53148,770
assist2009,question,classical,pfa,1,isotonic,0.014316639902458418,0.7089013602358367,53148,770
assist2009,question,classical,pfa,1,temperature,0.03204696701277589,0.7086361961121914,53148,770
assist2009,question,classical,pfa,2,none,0.025470043423602914,0.7100830094699403,53148,770
assist2009,question,classical,pfa,2,platt,0.04413148323945859,0.7100830094699403,53148,770
assist2009,question,classical,pfa,2,isotonic,0.020853404139425345,0.7102489262661212,53148,770
assist2009,question,classical,pfa,2,temperature,0.040534400873084124,0.7100830094699403,53148,770
assist2009,question,classical,pfa,3,none,0.026009163760780874,0.7086862219859115,53148,770
assist2009,question,classical,pfa,3,platt,0.038149730576707834,0.7086862219859115,53148,770
assist2009,question,classical,pfa,3,isotonic,0.020403680984440675,0.7089903027056907,53148,770
assist2009,question,classical,pfa,3,temperature,0.0355969562757848,0.7086862219859115,53148,770
assist2009,question,classical,pfa,4,none,0.026110675794539327,0.7090013475683308,53148,770
assist2009,question,classical,pfa,4,platt,0.037187812300051235,0.7090013475683308,53148,770
assist2009,question,classical,pfa,4,isotonic,0.01138255360476118,0.7093539082031352,53148,770
assist2009,question,classical,pfa,4,temperature,0.037477960421992175,0.7090013475683308,53148,770
assist2009,question,classical,pfa_recency,0,none,0.022275299452902724,0.7188404383440118,53148,770
assist2009,question,classical,pfa_recency,0,platt,0.03420058595739078,0.7188404383440118,53148,770
assist2009,question,classical,pfa_recency,0,isotonic,0.011194740907493232,0.718744693962638,53148,770
assist2009,question,classical,pfa_recency,0,temperature,0.029838830733064457,0.7188404383440118,53148,770
assist2009,question,classical,pfa_recency,1,none,0.02129856307032397,0.7182416891549595,53148,770
assist2009,question,classical,pfa_recency,1,platt,0.03096064846154325,0.7182416891549595,53148,770
assist2009,question,classical,pfa_recency,1,isotonic,0.011447581519598167,0.718054901149553,53148,770
assist2009,question,classical,pfa_recency,1,temperature,0.026452932179180967,0.7182416891549595,53148,770
assist2009,question,classical,pfa_recency,2,none,0.022785973036810247,0.7190953083458711,53148,770
assist2009,question,classical,pfa_recency,2,platt,0.03685738089006109,0.7190953083458711,53148,770
assist2009,question,classical,pfa_recency,2,isotonic,0.017666543130706768,0.7188756012358745,53148,770
assist2009,question,classical,pfa_recency,2,temperature,0.03300366184960174,0.7190953083458711,53148,770
assist2009,question,classical,pfa_recency,3,none,0.01964588596911202,0.7185381374705273,53148,770
assist2009,question,classical,pfa_recency,3,platt,0.03324713535054156,0.7185381374705273,53148,770
assist2009,question,classical,pfa_recency,3,isotonic,0.015726125194359078,0.7182835619369908,53148,770
assist2009,question,classical,pfa_recency,3,temperature,0.02872859377636306,0.7185381374705273,53148,770
assist2009,question,classical,pfa_recency,4,none,0.020478428936349848,0.7183525258047231,53148,770
assist2009,question,classical,pfa_recency,4,platt,0.03230163229547986,0.7183525258047231,53148,770
assist2009,question,classical,pfa_recency,4,isotonic,0.009563379112358312,0.7180312946056724,53148,770
assist2009,question,classical,pfa_recency,4,temperature,0.028680243134744834,0.7183525258047231,53148,770
assist2009,question,classical,elorasch,0,none,0.06463177057865391,0.7107321104416634,53148,770
assist2009,question,classical,elorasch,0,platt,0.009612672571154062,0.7107321104416634,53148,770
assist2009,question,classical,elorasch,0,isotonic,0.007594704742551078,0.710361366387924,53148,770
assist2009,question,classical,elorasch,0,temperature,0.02572584178497345,0.7107321104416634,53148,770
assist2009,question,classical,elorasch,1,none,0.061891128855077936,0.7101210871380922,53148,770
assist2009,question,classical,elorasch,1,platt,0.007201805217282465,0.7101210871380922,53148,770
assist2009,question,classical,elorasch,1,isotonic,0.0057941857425661755,0.709900987403665,53148,770
assist2009,question,classical,elorasch,1,temperature,0.02562157983831,0.7101210871380922,53148,770
assist2009,question,classical,elorasch,2,none,0.062393522142799134,0.7110591727269819,53148,770
assist2009,question,classical,elorasch,2,platt,0.006294274959158302,0.7110591727269819,53148,770
assist2009,question,classical,elorasch,2,isotonic,0.008985303105518582,0.7107059242325797,53148,770
assist2009,question,classical,elorasch,2,temperature,0.026116958328879874,0.7110591727269819,53148,770
assist2009,question,classical,elorasch,3,none,0.06341872480208628,0.7108119665699623,53148,770
assist2009,question,classical,elorasch,3,platt,0.010567237710625281,0.7108119665699623,53148,770
assist2009,question,classical,elorasch,3,isotonic,0.008998661779268575,0.7105546050900277,53148,770
assist2009,question,classical,elorasch,3,temperature,0.026668071376665707,0.7108119665699623,53148,770
assist2009,question,classical,elorasch,4,none,0.06250959716589143,0.710534213925516,53148,770
assist2009,question,classical,elorasch,4,platt,0.007226356411974962,0.710534213925516,53148,770
assist2009,question,classical,elorasch,4,isotonic,0.01280538834804331,0.7101519587676253,53148,770
assist2009,question,classical,elorasch,4,temperature,0.026611393333166315,0.710534213925516,53148,770
assist2012,concept,deep,dkt,0,none,0.00733443958922635,0.729250779733342,536087,5497
assist2012,concept,deep,dkt,0,platt,0.0014745746934751354,0.729250779733342,536087,5497
assist2012,concept,deep,dkt,0,isotonic,0.0018169537277223755,0.7292020078977924,536087,5497
assist2012,concept,deep,dkt,0,temperature,0.003900915422952877,0.729250779733342,536087,5497
assist2012,concept,deep,dkt,1,none,0.004062615311561589,0.7293054060276506,536087,5497
assist2012,concept,deep,dkt,1,platt,0.0023714329165505314,0.7293054060276506,536087,5497
assist2012,concept,deep,dkt,1,isotonic,0.0023389932651084896,0.7292410958390737,536087,5497
assist2012,concept,deep,dkt,1,temperature,0.003366175249995555,0.7293054060276506,536087,5497
assist2012,concept,deep,dkt,2,none,0.003411174189277672,0.7289268868490864,536087,5497
assist2012,concept,deep,dkt,2,platt,0.0026035753058658733,0.7289268868490864,536087,5497
assist2012,concept,deep,dkt,2,isotonic,0.00205412019124708,0.7288742836622455,536087,5497
assist2012,concept,deep,dkt,2,temperature,0.0028100908667433996,0.7289268868490864,536087,5497
assist2012,concept,deep,dkt,3,none,0.0027990982008084305,0.7301084325883058,536087,5497
assist2012,concept,deep,dkt,3,platt,0.002824361602418297,0.7301084325883058,536087,5497
assist2012,concept,deep,dkt,3,isotonic,0.0019205243690118088,0.7300465408244006,536087,5497
assist2012,concept,deep,dkt,3,temperature,0.0024720370061368222,0.7301084325883058,536087,5497
assist2012,concept,deep,dkt,4,none,0.010044976934628259,0.730273224312832,536087,5497
assist2012,concept,deep,dkt,4,platt,0.0012198512727260625,0.730273224312832,536087,5497
assist2012,concept,deep,dkt,4,isotonic,0.002033991872261407,0.7302433030045347,536087,5497
assist2012,concept,deep,dkt,4,temperature,0.003555836577730091,0.730273224312832,536087,5497
assist2012,concept,deep,sakt,0,none,0.007014077722941315,0.7073372892923611,536087,5497
assist2012,concept,deep,sakt,0,platt,0.0033214177078866977,0.7073372892923611,536087,5497
assist2012,concept,deep,sakt,0,isotonic,0.0014683367936787607,0.7072857863731413,536087,5497
assist2012,concept,deep,sakt,0,temperature,0.007857236515999733,0.7073372892923611,536087,5497
assist2012,concept,deep,sakt,1,none,0.012012684953517152,0.7068584803041013,536087,5497
assist2012,concept,deep,sakt,1,platt,0.004432183880056274,0.7068584803041013,536087,5497
assist2012,concept,deep,sakt,1,isotonic,0.0031506238818682386,0.7067370052695787,536087,5497
assist2012,concept,deep,sakt,1,temperature,0.005228355597519534,0.7068584803041013,536087,5497
assist2012,concept,deep,sakt,2,none,0.00930167440183071,0.7066781261024874,536087,5497
assist2012,concept,deep,sakt,2,platt,0.005456971719979631,0.7066781261024874,536087,5497
assist2012,concept,deep,sakt,2,isotonic,0.003691685417274694,0.7065939976451443,536087,5497
assist2012,concept,deep,sakt,2,temperature,0.006613776415687303,0.7066781261024874,536087,5497
assist2012,concept,deep,sakt,3,none,0.007886583676008288,0.7064940605696581,536087,5497
assist2012,concept,deep,sakt,3,platt,0.00571450675407381,0.7064940605696581,536087,5497
assist2012,concept,deep,sakt,3,isotonic,0.0036388544452540398,0.7064445230953187,536087,5497
assist2012,concept,deep,sakt,3,temperature,0.007238225754028336,0.7064940605696581,536087,5497
assist2012,concept,deep,sakt,4,none,0.025628893930610058,0.7078600415301806,536087,5497
assist2012,concept,deep,sakt,4,platt,0.004084308677190616,0.7078600415301806,536087,5497
assist2012,concept,deep,sakt,4,isotonic,0.0014704403236961716,0.7077918640920009,536087,5497
assist2012,concept,deep,sakt,4,temperature,0.005563026280813438,0.7078600415301806,536087,5497
assist2012,concept,deep,akt,0,none,0.014982328060999452,0.7729085339364316,536087,5497
assist2012,concept,deep,akt,0,platt,0.001525833427794468,0.7729085339364316,536087,5497
assist2012,concept,deep,akt,0,isotonic,0.001851211951803164,0.7728454666138297,536087,5497
assist2012,concept,deep,akt,0,temperature,0.0048090854176744595,0.7729085339364316,536087,5497
assist2012,concept,deep,akt,1,none,0.014893701045132421,0.7727723830785789,536087,5497
assist2012,concept,deep,akt,1,platt,0.0019974084116476105,0.7727723830785789,536087,5497
assist2012,concept,deep,akt,1,isotonic,0.002768246083518108,0.772733618904546,536087,5497
assist2012,concept,deep,akt,1,temperature,0.004180233917740877,0.7727723830785789,536087,5497
assist2012,concept,deep,akt,2,none,0.014594792535657547,0.7717344022345106,536087,5497
assist2012,concept,deep,akt,2,platt,0.002428562311073722,0.7717344022345106,536087,5497
assist2012,concept,deep,akt,2,isotonic,0.002125104448225432,0.7716713579095213,536087,5497
assist2012,concept,deep,akt,2,temperature,0.0026110229342572104,0.7717344022345106,536087,5497
assist2012,concept,deep,akt,3,none,0.01399390726731168,0.7715088903005438,536087,5497
assist2012,concept,deep,akt,3,platt,0.0020187438307270617,0.7715088903005438,536087,5497
assist2012,concept,deep,akt,3,isotonic,0.00219695868553471,0.7714242392785698,536087,5497
assist2012,concept,deep,akt,3,temperature,0.002191131267664149,0.7715088903005438,536087,5497
assist2012,concept,deep,akt,4,none,0.012408899082193591,0.7724924363298898,536087,5497
assist2012,concept,deep,akt,4,platt,0.0005990677770281811,0.7724924363298898,536087,5497
assist2012,concept,deep,akt,4,isotonic,0.0018666050303576297,0.7724448912611643,536087,5497
assist2012,concept,deep,akt,4,temperature,0.004283971151737808,0.7724924363298898,536087,5497
assist2012,concept,deep,simplekt,0,none,0.017429344812549437,0.7691880159104891,536087,5497
assist2012,concept,deep,simplekt,0,platt,0.00296305909383362,0.7691880159104891,536087,5497
assist2012,concept,deep,simplekt,0,isotonic,0.0017542852221148894,0.7691254935581292,536087,5497
assist2012,concept,deep,simplekt,0,temperature,0.017176576498775655,0.7691880159104891,536087,5497
assist2012,concept,deep,simplekt,1,none,0.01906458293118119,0.7702729523295967,536087,5497
assist2012,concept,deep,simplekt,1,platt,0.0015780055334167395,0.7702729523295967,536087,5497
assist2012,concept,deep,simplekt,1,isotonic,0.0015184862394203315,0.7702079450675111,536087,5497
assist2012,concept,deep,simplekt,1,temperature,0.018955002352448267,0.7702729523295967,536087,5497
assist2012,concept,deep,simplekt,2,none,0.00825049529158506,0.7709999248560694,536087,5497
assist2012,concept,deep,simplekt,2,platt,0.0053377362974783476,0.7709999248560694,536087,5497
assist2012,concept,deep,simplekt,2,isotonic,0.001990736129650325,0.7709533545259866,536087,5497
assist2012,concept,deep,simplekt,2,temperature,0.005918801409969062,0.7709999248560694,536087,5497
assist2012,concept,deep,simplekt,3,none,0.015161573310168748,0.7702070093351875,536087,5497
assist2012,concept,deep,simplekt,3,platt,0.0031544134723212546,0.7702070093351875,536087,5497
assist2012,concept,deep,simplekt,3,isotonic,0.0026113698856726447,0.7701576368648134,536087,5497
assist2012,concept,deep,simplekt,3,temperature,0.014954729997339296,0.7702070093351875,536087,5497
assist2012,concept,deep,simplekt,4,none,0.01586400027242074,0.7706973372907168,536087,5497
assist2012,concept,deep,simplekt,4,platt,0.005426315539568498,0.7706973372907168,536087,5497
assist2012,concept,deep,simplekt,4,isotonic,0.001384523705459907,0.7706299184859765,536087,5497
assist2012,concept,deep,simplekt,4,temperature,0.011036451060208046,0.7706973372907168,536087,5497
assist2012,question,deep,dkt,0,none,0.007334638034498787,0.7292508551806404,536087,5497
assist2012,question,deep,dkt,0,platt,0.001480894172796246,0.7292508551806404,536087,5497
assist2012,question,deep,dkt,0,isotonic,0.001882218936421094,0.7291956037574461,536087,5497
assist2012,question,deep,dkt,0,temperature,0.003890551738021839,0.7292508551806404,536087,5497
assist2012,question,deep,dkt,1,none,0.004071635014464362,0.7293053046556213,536087,5497
assist2012,question,deep,dkt,1,platt,0.002386991240121594,0.7293053046556213,536087,5497
assist2012,question,deep,dkt,1,isotonic,0.0023431039466191416,0.7292379290423214,536087,5497
assist2012,question,deep,dkt,1,temperature,0.0033612260386068145,0.7293053046556213,536087,5497
assist2012,question,deep,dkt,2,none,0.0034123983607158266,0.7289270221954223,536087,5497
assist2012,question,deep,dkt,2,platt,0.0026029264147804333,0.7289270221954223,536087,5497
assist2012,question,deep,dkt,2,isotonic,0.002028849484316957,0.7288771023950225,536087,5497
assist2012,question,deep,dkt,2,temperature,0.002800887393813081,0.7289270221954223,536087,5497
assist2012,question,deep,dkt,3,none,0.002799101078743443,0.7301083797028411,536087,5497
assist2012,question,deep,dkt,3,platt,0.00281459321092685,0.7301083797028411,536087,5497
assist2012,question,deep,dkt,3,isotonic,0.0019038974930571252,0.7300485282473357,536087,5497
assist2012,question,deep,dkt,3,temperature,0.002471988232466199,0.7301083797028411,536087,5497
assist2012,question,deep,dkt,4,none,0.010044972737632428,0.7302730727440112,536087,5497
assist2012,question,deep,dkt,4,platt,0.0012045871482757441,0.7302730727440112,536087,5497
assist2012,question,deep,dkt,4,isotonic,0.002043531612645796,0.7302420206964618,536087,5497
assist2012,question,deep,dkt,4,temperature,0.003549446665979618,0.7302730727440112,536087,5497
assist2012,question,deep,sakt,0,none,0.0070240975811770206,0.7073374782148303,536087,5497
assist2012,question,deep,sakt,0,platt,0.0033198687172426304,0.7073374782148303,536087,5497
assist2012,question,deep,sakt,0,isotonic,0.001471787841390351,0.7072906757790599,536087,5497
assist2012,question,deep,sakt,0,temperature,0.007857277967548345,0.7073374782148303,536087,5497
assist2012,question,deep,sakt,1,none,0.012004608766860162,0.7068585781570108,536087,5497
assist2012,question,deep,sakt,1,platt,0.0044284085881253045,0.7068585781570108,536087,5497
assist2012,question,deep,sakt,1,isotonic,0.0031809003730559307,0.7067360261567028,536087,5497
assist2012,question,deep,sakt,1,temperature,0.005231743363758817,0.7068585781570108,536087,5497
assist2012,question,deep,sakt,2,none,0.009292452157952068,0.7066779231939835,536087,5497
assist2012,question,deep,sakt,2,platt,0.0054487190041070015,0.7066779231939835,536087,5497
assist2012,question,deep,sakt,2,isotonic,0.003684489707029367,0.706580689764544,536087,5497
assist2012,question,deep,sakt,2,temperature,0.006616021288404559,0.7066779231939835,536087,5497
assist2012,question,deep,sakt,3,none,0.007879482621289723,0.7064940496751866,536087,5497
assist2012,question,deep,sakt,3,platt,0.005703230962405455,0.7064940496751866,536087,5497
assist2012,question,deep,sakt,3,isotonic,0.0035961631956297445,0.7064436476567004,536087,5497
assist2012,question,deep,sakt,3,temperature,0.007231067377073109,0.7064940496751866,536087,5497
assist2012,question,deep,sakt,4,none,0.025632309308004777,0.7078597504381243,536087,5497
assist2012,question,deep,sakt,4,platt,0.0040820768612005835,0.7078597504381243,536087,5497
assist2012,question,deep,sakt,4,isotonic,0.0013729054773294672,0.707791364812761,536087,5497
assist2012,question,deep,sakt,4,temperature,0.0055532770898595015,0.7078597504381243,536087,5497
assist2012,question,deep,akt,0,none,0.014994977494324442,0.7729085308037571,536087,5497
assist2012,question,deep,akt,0,platt,0.001521877509248502,0.7729085308037571,536087,5497
assist2012,question,deep,akt,0,isotonic,0.001847153612434447,0.7728514193366107,536087,5497
assist2012,question,deep,akt,0,temperature,0.004804895151115772,0.7729085308037571,536087,5497
assist2012,question,deep,akt,1,none,0.014901956212330947,0.7727722884734549,536087,5497
assist2012,question,deep,akt,1,platt,0.002010390491820786,0.7727722884734549,536087,5497
assist2012,question,deep,akt,1,isotonic,0.0027338404316571913,0.772734211341795,536087,5497
assist2012,question,deep,akt,1,temperature,0.004195209874156271,0.7727722884734549,536087,5497
assist2012,question,deep,akt,2,none,0.014592956740231451,0.7717345451946434,536087,5497
assist2012,question,deep,akt,2,platt,0.002406040254656773,0.7717345451946434,536087,5497
assist2012,question,deep,akt,2,isotonic,0.002122681980783147,0.7716835925819012,536087,5497
assist2012,question,deep,akt,2,temperature,0.002619030509063254,0.7717345451946434,536087,5497
assist2012,question,deep,akt,3,none,0.014001369367284787,0.7715087229614617,536087,5497
assist2012,question,deep,akt,3,platt,0.0020207078387291673,0.7715087229614617,536087,5497
assist2012,question,deep,akt,3,isotonic,0.002215162813011216,0.7714319427223648,536087,5497
assist2012,question,deep,akt,3,temperature,0.0021856281064016633,0.7715087229614617,536087,5497
assist2012,question,deep,akt,4,none,0.012414885083951504,0.7724924247200833,536087,5497
assist2012,question,deep,akt,4,platt,0.0005830923339792169,0.7724924247200833,536087,5497
assist2012,question,deep,akt,4,isotonic,0.0018426502845407154,0.7724395840419861,536087,5497
assist2012,question,deep,akt,4,temperature,0.004293165360929831,0.7724924247200833,536087,5497
assist2012,question,deep,simplekt,0,none,0.01743641162721648,0.7691879900433138,536087,5497
assist2012,question,deep,simplekt,0,platt,0.0029623073003907847,0.7691879900433138,536087,5497
assist2012,question,deep,simplekt,0,isotonic,0.001782743790492161,0.7691261729702609,536087,5497
assist2012,question,deep,simplekt,0,temperature,0.01716950424317908,0.7691879900433138,536087,5497
assist2012,question,deep,simplekt,1,none,0.019074716417297872,0.7702729383928955,536087,5497
assist2012,question,deep,simplekt,1,platt,0.0015951305336626938,0.7702729383928955,536087,5497
assist2012,question,deep,simplekt,1,isotonic,0.0014993504645697084,0.7702157496695574,536087,5497
assist2012,question,deep,simplekt,1,temperature,0.01895473480904086,0.7702729383928955,536087,5497
assist2012,question,deep,simplekt,2,none,0.00825488418857309,0.7709999003537864,536087,5497
assist2012,question,deep,simplekt,2,platt,0.005328788126794586,0.7709999003537864,536087,5497
assist2012,question,deep,simplekt,2,isotonic,0.0019473050027715994,0.7709510595665102,536087,5497
assist2012,question,deep,simplekt,2,temperature,0.005922478362593447,0.7709999003537864,536087,5497
assist2012,question,deep,simplekt,3,none,0.015157823450299536,0.7702069133898382,536087,5497
assist2012,question,deep,simplekt,3,platt,0.003155915175022478,0.7702069133898382,536087,5497
