dataset,granularity,model,fold,method,ece,best_lambda,n_concepts,n_concepts_fitted,share_rows_with_own_curve,n_test
assist2012,concept,akt,3,difficulty_bucket,0.0022179891429836194,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,akt,4,none,0.012408899082193591,5000.0,261,209,0.9988304137201611,536087
assist2012,concept,akt,4,isotonic,0.0018666050305055535,5000.0,261,209,0.9988304137201611,536087
assist2012,concept,akt,4,concept_aware_lambda0,0.00458786539246196,5000.0,261,209,0.9988304137201611,536087
assist2012,concept,akt,4,concept_aware_eb,0.002054549193653195,5000.0,261,209,0.9988304137201611,536087
assist2012,concept,akt,4,difficulty_bucket,0.0016967173171025531,5000.0,261,209,0.9988304137201611,536087
assist2012,concept,simplekt,0,none,0.017429344812549437,inf,259,208,0.9986289538824855,536087
assist2012,concept,simplekt,0,isotonic,0.0017542852220211668,inf,259,208,0.9986289538824855,536087
assist2012,concept,simplekt,0,concept_aware_lambda0,0.0042268253688210414,inf,259,208,0.9986289538824855,536087
assist2012,concept,simplekt,0,concept_aware_eb,0.0017542852220211668,inf,259,208,0.9986289538824855,536087
assist2012,concept,simplekt,0,difficulty_bucket,0.0017020896473742705,inf,259,208,0.9986289538824855,536087
assist2012,concept,simplekt,1,none,0.01906458293118119,inf,263,207,0.9985375508079846,536087
assist2012,concept,simplekt,1,isotonic,0.0015184862392519788,inf,263,207,0.9985375508079846,536087
assist2012,concept,simplekt,1,concept_aware_lambda0,0.005296758165432112,inf,263,207,0.9985375508079846,536087
assist2012,concept,simplekt,1,concept_aware_eb,0.0015184862392519788,inf,263,207,0.9985375508079846,536087
assist2012,concept,simplekt,1,difficulty_bucket,0.0015263659355519803,inf,263,207,0.9985375508079846,536087
assist2012,concept,simplekt,2,none,0.00825049529158506,5000.0,261,208,0.9987072993749149,536087
assist2012,concept,simplekt,2,isotonic,0.0019907361296521656,5000.0,261,208,0.9987072993749149,536087
assist2012,concept,simplekt,2,concept_aware_lambda0,0.005234064268287462,5000.0,261,208,0.9987072993749149,536087
assist2012,concept,simplekt,2,concept_aware_eb,0.002395063010609937,5000.0,261,208,0.9987072993749149,536087
assist2012,concept,simplekt,2,difficulty_bucket,0.001995579228039475,5000.0,261,208,0.9987072993749149,536087
assist2012,concept,simplekt,3,none,0.015161573310168748,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,simplekt,3,isotonic,0.0026113698857011805,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,simplekt,3,concept_aware_lambda0,0.006084895957241366,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,simplekt,3,concept_aware_eb,0.002800990460018737,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,simplekt,3,difficulty_bucket,0.002663746169394504,100000.0,257,205,0.9985319547013825,536087
assist2012,concept,simplekt,4,none,0.01586400027242074,inf,261,209,0.9988304137201611,536087
assist2012,concept,simplekt,4,isotonic,0.0013845237055863803,inf,261,209,0.9988304137201611,536087
assist2012,concept,simplekt,4,concept_aware_lambda0,0.005196615573527998,inf,261,209,0.9988304137201611,536087
assist2012,concept,simplekt,4,concept_aware_eb,0.0013845237055863803,inf,261,209,0.9988304137201611,536087
assist2012,concept,simplekt,4,difficulty_bucket,0.0014477019157778364,inf,261,209,0.9988304137201611,536087
assist2015,concept,dkt,0,none,0.010169932583917777,100000.0,100,100,1.0,134592
assist2015,concept,dkt,0,isotonic,0.003941079160420799,100000.0,100,100,1.0,134592
assist2015,concept,dkt,0,concept_aware_lambda0,0.01196173772096043,100000.0,100,100,1.0,134592
assist2015,concept,dkt,0,concept_aware_eb,0.004459623106201077,100000.0,100,100,1.0,134592
assist2015,concept,dkt,0,difficulty_bucket,0.004187774992710018,100000.0,100,100,1.0,134592
assist2015,concept,dkt,1,none,0.00846752448836041,inf,100,100,1.0,134592
assist2015,concept,dkt,1,isotonic,0.0038106940958449365,inf,100,100,1.0,134592
assist2015,concept,dkt,1,concept_aware_lambda0,0.01272480781358399,inf,100,100,1.0,134592
assist2015,concept,dkt,1,concept_aware_eb,0.0038106940958449365,inf,100,100,1.0,134592
assist2015,concept,dkt,1,difficulty_bucket,0.0038439960915507554,inf,100,100,1.0,134592
assist2015,concept,dkt,2,none,0.009897714989708024,inf,100,99,0.9998514027579648,134592
assist2015,concept,dkt,2,isotonic,0.004840115329491388,inf,100,99,0.9998514027579648,134592
assist2015,concept,dkt,2,concept_aware_lambda0,0.01108115977140577,inf,100,99,0.9998514027579648,134592
assist2015,concept,dkt,2,concept_aware_eb,0.004840115329491388,inf,100,99,0.9998514027579648,134592
assist2015,concept,dkt,2,difficulty_bucket,0.004868052304035432,inf,100,99,0.9998514027579648,134592
assist2015,concept,dkt,3,none,0.009877009624176886,inf,100,100,1.0,134592
assist2015,concept,dkt,3,isotonic,0.002230945009466037,inf,100,100,1.0,134592
assist2015,concept,dkt,3,concept_aware_lambda0,0.011298253150456666,inf,100,100,1.0,134592
assist2015,concept,dkt,3,concept_aware_eb,0.002230945009466037,inf,100,100,1.0,134592
assist2015,concept,dkt,3,difficulty_bucket,0.0022657372588823802,inf,100,100,1.0,134592
assist2015,concept,dkt,4,none,0.0060607287765950466,inf,100,100,1.0,134592
assist2015,concept,dkt,4,isotonic,0.004265828009563784,inf,100,100,1.0,134592
assist2015,concept,dkt,4,concept_aware_lambda0,0.012845639121010449,inf,100,100,1.0,134592
assist2015,concept,dkt,4,concept_aware_eb,0.004265828009563784,inf,100,100,1.0,134592
assist2015,concept,dkt,4,difficulty_bucket,0.004449030890275126,inf,100,100,1.0,134592
assist2015,concept,sakt,0,none,0.01793081436119796,inf,100,100,1.0,134592
assist2015,concept,sakt,0,isotonic,0.004992105592457777,inf,100,100,1.0,134592
assist2015,concept,sakt,0,concept_aware_lambda0,0.011929519120323409,inf,100,100,1.0,134592
assist2015,concept,sakt,0,concept_aware_eb,0.004992105592457777,inf,100,100,1.0,134592
assist2015,concept,sakt,0,difficulty_bucket,0.005055005483287821,inf,100,100,1.0,134592
assist2015,concept,sakt,1,none,0.016210547701291333,inf,100,100,1.0,134592
assist2015,concept,sakt,1,isotonic,0.00490122102729757,inf,100,100,1.0,134592
assist2015,concept,sakt,1,concept_aware_lambda0,0.01360590658057073,inf,100,100,1.0,134592
assist2015,concept,sakt,1,concept_aware_eb,0.00490122102729757,inf,100,100,1.0,134592
assist2015,concept,sakt,1,difficulty_bucket,0.005012702113204988,inf,100,100,1.0,134592
assist2015,concept,sakt,2,none,0.023231919908354035,inf,100,99,0.9998514027579648,134592
assist2015,concept,sakt,2,isotonic,0.00632746451935342,inf,100,99,0.9998514027579648,134592
assist2015,concept,sakt,2,concept_aware_lambda0,0.011866667665435683,inf,100,99,0.9998514027579648,134592
assist2015,concept,sakt,2,concept_aware_eb,0.00632746451935342,inf,100,99,0.9998514027579648,134592
assist2015,concept,sakt,2,difficulty_bucket,0.006394050830977701,inf,100,99,0.9998514027579648,134592
assist2015,concept,sakt,3,none,0.024044089229820407,inf,100,100,1.0,134592
assist2015,concept,sakt,3,isotonic,0.004115739244315528,inf,100,100,1.0,134592
assist2015,concept,sakt,3,concept_aware_lambda0,0.012090348190123007,inf,100,100,1.0,134592
assist2015,concept,sakt,3,concept_aware_eb,0.004115739244315528,inf,100,100,1.0,134592
assist2015,concept,sakt,3,difficulty_bucket,0.004167690874416516,inf,100,100,1.0,134592
assist2015,concept,sakt,4,none,0.018366832611838805,100000.0,100,100,1.0,134592
assist2015,concept,sakt,4,isotonic,0.005595101316356484,100000.0,100,100,1.0,134592
assist2015,concept,sakt,4,concept_aware_lambda0,0.014006827743053098,100000.0,100,100,1.0,134592
assist2015,concept,sakt,4,concept_aware_eb,0.005693924972643102,100000.0,100,100,1.0,134592
assist2015,concept,sakt,4,difficulty_bucket,0.005682266961361317,100000.0,100,100,1.0,134592
assist2015,concept,akt,0,none,0.010453263580218078,inf,100,100,1.0,134592
assist2015,concept,akt,0,isotonic,0.003575796890524312,inf,100,100,1.0,134592
assist2015,concept,akt,0,concept_aware_lambda0,0.011698756121500162,inf,100,100,1.0,134592
assist2015,concept,akt,0,concept_aware_eb,0.003575796890524312,inf,100,100,1.0,134592
assist2015,concept,akt,0,difficulty_bucket,0.0035351728444800615,inf,100,100,1.0,134592
assist2015,concept,akt,1,none,0.009313152256533374,100000.0,100,100,1.0,134592
assist2015,concept,akt,1,isotonic,0.004962094318974671,100000.0,100,100,1.0,134592
assist2015,concept,akt,1,concept_aware_lambda0,0.012827556173356507,100000.0,100,100,1.0,134592
assist2015,concept,akt,1,concept_aware_eb,0.0050003248937329995,100000.0,100,100,1.0,134592
assist2015,concept,akt,1,difficulty_bucket,0.00501655511124319,100000.0,100,100,1.0,134592
assist2015,concept,akt,2,none,0.00801587417889812,inf,100,99,0.9998514027579648,134592
assist2015,concept,akt,2,isotonic,0.004086796732327326,inf,100,99,0.9998514027579648,134592
assist2015,concept,akt,2,concept_aware_lambda0,0.010394184029979442,inf,100,99,0.9998514027579648,134592
assist2015,concept,akt,2,concept_aware_eb,0.004086796732327326,inf,100,99,0.9998514027579648,134592
assist2015,concept,akt,2,difficulty_bucket,0.004205141933996667,inf,100,99,0.9998514027579648,134592
assist2015,concept,akt,3,none,0.009175667836781682,5000.0,100,100,1.0,134592
assist2015,concept,akt,3,isotonic,0.0034056637078967076,5000.0,100,100,1.0,134592
assist2015,concept,akt,3,concept_aware_lambda0,0.010736499077777024,5000.0,100,100,1.0,134592
assist2015,concept,akt,3,concept_aware_eb,0.0035311302770052663,5000.0,100,100,1.0,134592
assist2015,concept,akt,3,difficulty_bucket,0.00331909878649461,5000.0,100,100,1.0,134592
assist2015,concept,akt,4,none,0.009275667007387687,5000.0,100,100,1.0,134592
assist2015,concept,akt,4,isotonic,0.0047793539078852055,5000.0,100,100,1.0,134592
assist2015,concept,akt,4,concept_aware_lambda0,0.012552835552593197,5000.0,100,100,1.0,134592
assist2015,concept,akt,4,concept_aware_eb,0.005613437870668715,5000.0,100,100,1.0,134592
assist2015,concept,akt,4,difficulty_bucket,0.005011238800099174,5000.0,100,100,1.0,134592
assist2015,concept,simplekt,0,none,0.027523242638697033,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,0,isotonic,0.005541672413057536,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,0,concept_aware_lambda0,0.010055388511490954,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,0,concept_aware_eb,0.005573525591342313,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,0,difficulty_bucket,0.006031851537462421,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,1,none,0.014416878456007339,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,1,isotonic,0.003962887467237946,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,1,concept_aware_lambda0,0.01052632024551844,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,1,concept_aware_eb,0.003919342260821849,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,1,difficulty_bucket,0.003999927465236369,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,2,none,0.01449465256038645,inf,100,99,0.9998514027579648,134592
assist2015,concept,simplekt,2,isotonic,0.005517623009469341,inf,100,99,0.9998514027579648,134592
assist2015,concept,simplekt,2,concept_aware_lambda0,0.01136072379529175,inf,100,99,0.9998514027579648,134592
assist2015,concept,simplekt,2,concept_aware_eb,0.005517623009469341,inf,100,99,0.9998514027579648,134592
assist2015,concept,simplekt,2,difficulty_bucket,0.00590875719525635,inf,100,99,0.9998514027579648,134592
assist2015,concept,simplekt,3,none,0.012932458691519533,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,3,isotonic,0.006178570437219537,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,3,concept_aware_lambda0,0.00822549025022841,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,3,concept_aware_eb,0.006230180871865992,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,3,difficulty_bucket,0.005781689358647761,100000.0,100,100,1.0,134592
assist2015,concept,simplekt,4,none,0.031623344135553066,1000.0,100,100,1.0,134592
assist2015,concept,simplekt,4,isotonic,0.004736402789360831,1000.0,100,100,1.0,134592
assist2015,concept,simplekt,4,concept_aware_lambda0,0.012532008314063973,1000.0,100,100,1.0,134592
assist2015,concept,simplekt,4,concept_aware_eb,0.0061373282773503094,1000.0,100,100,1.0,134592
assist2015,concept,simplekt,4,difficulty_bucket,0.004807593440274547,1000.0,100,100,1.0,134592
assist2017,concept,dkt,0,none,0.013527226616023756,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,dkt,0,isotonic,0.005650577503862355,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,dkt,0,concept_aware_lambda0,0.008541341879947434,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,dkt,0,concept_aware_eb,0.00602017302572658,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,dkt,0,difficulty_bucket,0.005579288683914931,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,dkt,1,none,0.022192921308553284,inf,92,88,0.9993530857808255,177767
assist2017,concept,dkt,1,isotonic,0.004962733832808126,inf,92,88,0.9993530857808255,177767
assist2017,concept,dkt,1,concept_aware_lambda0,0.007976347337094975,inf,92,88,0.9993530857808255,177767
assist2017,concept,dkt,1,concept_aware_eb,0.004962733832808126,inf,92,88,0.9993530857808255,177767
assist2017,concept,dkt,1,difficulty_bucket,0.004993093923029503,inf,92,88,0.9993530857808255,177767
assist2017,concept,dkt,2,none,0.011072484730536371,inf,92,89,0.9995443473760597,177767
assist2017,concept,dkt,2,isotonic,0.005030126013931569,inf,92,89,0.9995443473760597,177767
assist2017,concept,dkt,2,concept_aware_lambda0,0.008923636996418759,inf,92,89,0.9995443473760597,177767
assist2017,concept,dkt,2,concept_aware_eb,0.005030126013931569,inf,92,89,0.9995443473760597,177767
assist2017,concept,dkt,2,difficulty_bucket,0.005042433026046234,inf,92,89,0.9995443473760597,177767
assist2017,concept,dkt,3,none,0.01539663047488877,inf,93,91,1.0,177767
assist2017,concept,dkt,3,isotonic,0.003423997559951315,inf,93,91,1.0,177767
assist2017,concept,dkt,3,concept_aware_lambda0,0.008107152007023414,inf,93,91,1.0,177767
assist2017,concept,dkt,3,concept_aware_eb,0.003423997559951315,inf,93,91,1.0,177767
assist2017,concept,dkt,3,difficulty_bucket,0.0035002663174112754,inf,93,91,1.0,177767
assist2017,concept,dkt,4,none,0.02314868153095154,100000.0,92,90,0.9998537411330561,177767
assist2017,concept,dkt,4,isotonic,0.0056791463172782344,100000.0,92,90,0.9998537411330561,177767
assist2017,concept,dkt,4,concept_aware_lambda0,0.007490649441087567,100000.0,92,90,0.9998537411330561,177767
assist2017,concept,dkt,4,concept_aware_eb,0.0057849965078772565,100000.0,92,90,0.9998537411330561,177767
assist2017,concept,dkt,4,difficulty_bucket,0.005625884464336185,100000.0,92,90,0.9998537411330561,177767
assist2017,concept,sakt,0,none,0.010704804440548076,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,sakt,0,isotonic,0.00375373684844019,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,sakt,0,concept_aware_lambda0,0.007410439719004404,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,sakt,0,concept_aware_eb,0.0024201025658966142,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,sakt,0,difficulty_bucket,0.003651795598404105,5000.0,100,90,0.9998424904509836,177767
assist2017,concept,sakt,1,none,0.011052150103483385,inf,92,88,0.9993530857808255,177767
assist2017,concept,sakt,1,isotonic,0.003162277420020943,inf,92,88,0.9993530857808255,177767
assist2017,concept,sakt,1,concept_aware_lambda0,0.010542011634740023,inf,92,88,0.9993530857808255,177767
assist2017,concept,sakt,1,concept_aware_eb,0.003162277420020943,inf,92,88,0.9993530857808255,177767
assist2017,concept,sakt,1,difficulty_bucket,0.003014821098090716,inf,92,88,0.9993530857808255,177767
assist2017,concept,sakt,2,none,0.012639141051346399,100000.0,92,89,0.9995443473760597,177767
assist2017,concept,sakt,2,isotonic,0.003839658476382558,100000.0,92,89,0.9995443473760597,177767
assist2017,concept,sakt,2,concept_aware_lambda0,0.010169813265827892,100000.0,92,89,0.9995443473760597,177767
assist2017,concept,sakt,2,concept_aware_eb,0.0037277943746540183,100000.0,92,89,0.9995443473760597,177767
assist2017,concept,sakt,2,difficulty_bucket,0.0037715331004604213,100000.0,92,89,0.9995443473760597,177767
assist2017,concept,sakt,3,none,0.008514041947696982,100000.0,93,91,1.0,177767
assist2017,concept,sakt,3,isotonic,0.003690997996613757,100000.0,93,91,1.0,177767
assist2017,concept,sakt,3,concept_aware_lambda0,0.007081116015412633,100000.0,93,91,1.0,177767
assist2017,concept,sakt,3,concept_aware_eb,0.003589204403024144,100000.0,93,91,1.0,177767
assist2017,concept,sakt,3,difficulty_bucket,0.0033489670264765952,100000.0,93,91,1.0,177767
assist2017,concept,sakt,4,none,0.010438134159968216,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,sakt,4,isotonic,0.005563333287673671,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,sakt,4,concept_aware_lambda0,0.011053776120658143,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,sakt,4,concept_aware_eb,0.005807065766350745,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,sakt,4,difficulty_bucket,0.005610103283787263,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,akt,0,none,0.015605454268369156,100000.0,100,90,0.9998424904509836,177767
assist2017,concept,akt,0,isotonic,0.00397693566964833,100000.0,100,90,0.9998424904509836,177767
assist2017,concept,akt,0,concept_aware_lambda0,0.008499187746205327,100000.0,100,90,0.9998424904509836,177767
assist2017,concept,akt,0,concept_aware_eb,0.003834983052397916,100000.0,100,90,0.9998424904509836,177767
assist2017,concept,akt,0,difficulty_bucket,0.003965253797415955,100000.0,100,90,0.9998424904509836,177767
assist2017,concept,akt,1,none,0.015451008298344417,5000.0,92,88,0.9993530857808255,177767
assist2017,concept,akt,1,isotonic,0.004745765694838805,5000.0,92,88,0.9993530857808255,177767
assist2017,concept,akt,1,concept_aware_lambda0,0.007959671223543028,5000.0,92,88,0.9993530857808255,177767
assist2017,concept,akt,1,concept_aware_eb,0.003859584380161398,5000.0,92,88,0.9993530857808255,177767
assist2017,concept,akt,1,difficulty_bucket,0.004831524714124097,5000.0,92,88,0.9993530857808255,177767
assist2017,concept,akt,2,none,0.017773417654023436,inf,92,89,0.9995443473760597,177767
assist2017,concept,akt,2,isotonic,0.0049387860115607495,inf,92,89,0.9995443473760597,177767
assist2017,concept,akt,2,concept_aware_lambda0,0.009051580416549982,inf,92,89,0.9995443473760597,177767
assist2017,concept,akt,2,concept_aware_eb,0.0049387860115607495,inf,92,89,0.9995443473760597,177767
assist2017,concept,akt,2,difficulty_bucket,0.004955154131429444,inf,92,89,0.9995443473760597,177767
assist2017,concept,akt,3,none,0.017107542544003942,inf,93,91,1.0,177767
assist2017,concept,akt,3,isotonic,0.005612331219034952,inf,93,91,1.0,177767
assist2017,concept,akt,3,concept_aware_lambda0,0.011050315764166515,inf,93,91,1.0,177767
assist2017,concept,akt,3,concept_aware_eb,0.005612331219034952,inf,93,91,1.0,177767
assist2017,concept,akt,3,difficulty_bucket,0.005079075770942061,inf,93,91,1.0,177767
assist2017,concept,akt,4,none,0.021251231974563713,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,akt,4,isotonic,0.005803040279666558,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,akt,4,concept_aware_lambda0,0.009274097565394646,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,akt,4,concept_aware_eb,0.005458045115228834,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,akt,4,difficulty_bucket,0.005806881375318693,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,simplekt,0,none,0.02814247960317303,inf,100,90,0.9998424904509836,177767
assist2017,concept,simplekt,0,isotonic,0.0035288128544853697,inf,100,90,0.9998424904509836,177767
assist2017,concept,simplekt,0,concept_aware_lambda0,0.008111037289811631,inf,100,90,0.9998424904509836,177767
assist2017,concept,simplekt,0,concept_aware_eb,0.0035288128544853697,inf,100,90,0.9998424904509836,177767
assist2017,concept,simplekt,0,difficulty_bucket,0.003508000535283833,inf,100,90,0.9998424904509836,177767
assist2017,concept,simplekt,1,none,0.02095656718060297,inf,92,88,0.9993530857808255,177767
assist2017,concept,simplekt,1,isotonic,0.00392481166327593,inf,92,88,0.9993530857808255,177767
assist2017,concept,simplekt,1,concept_aware_lambda0,0.009850875245796609,inf,92,88,0.9993530857808255,177767
assist2017,concept,simplekt,1,concept_aware_eb,0.00392481166327593,inf,92,88,0.9993530857808255,177767
assist2017,concept,simplekt,1,difficulty_bucket,0.003929236023438339,inf,92,88,0.9993530857808255,177767
assist2017,concept,simplekt,2,none,0.019639859795918316,5000.0,92,89,0.9995443473760597,177767
assist2017,concept,simplekt,2,isotonic,0.006651053189374093,5000.0,92,89,0.9995443473760597,177767
assist2017,concept,simplekt,2,concept_aware_lambda0,0.009183142150025891,5000.0,92,89,0.9995443473760597,177767
assist2017,concept,simplekt,2,concept_aware_eb,0.005685561963361134,5000.0,92,89,0.9995443473760597,177767
assist2017,concept,simplekt,2,difficulty_bucket,0.0066630057985608195,5000.0,92,89,0.9995443473760597,177767
assist2017,concept,simplekt,3,none,0.016694348248345526,inf,93,91,1.0,177767
assist2017,concept,simplekt,3,isotonic,0.003901163624664641,inf,93,91,1.0,177767
assist2017,concept,simplekt,3,concept_aware_lambda0,0.008350220157815216,inf,93,91,1.0,177767
assist2017,concept,simplekt,3,concept_aware_eb,0.003901163624664641,inf,93,91,1.0,177767
assist2017,concept,simplekt,3,difficulty_bucket,0.0039088076167641,inf,93,91,1.0,177767
assist2017,concept,simplekt,4,none,0.03020499858410498,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,simplekt,4,isotonic,0.002443447608072307,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,simplekt,4,concept_aware_lambda0,0.008092421519510616,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,simplekt,4,concept_aware_eb,0.002465693717575417,5000.0,92,90,0.9998537411330561,177767
assist2017,concept,simplekt,4,difficulty_bucket,0.002459915028887707,5000.0,92,90,0.9998537411330561,177767
bridge2algebra2006,concept,dkt,0,none,0.006761580731020383,5000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,dkt,0,isotonic,0.0031651615478459558,5000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,dkt,0,concept_aware_lambda0,0.008480961979501376,5000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,dkt,0,concept_aware_eb,0.004269940401617406,5000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,dkt,0,difficulty_bucket,0.003190916558191863,5000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,dkt,1,none,0.006635081625735952,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,dkt,1,isotonic,0.003054140352286165,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,dkt,1,concept_aware_lambda0,0.009401127613587313,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,dkt,1,concept_aware_eb,0.0032337264808607407,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,dkt,1,difficulty_bucket,0.003218036246164874,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,dkt,2,none,0.004558214192591886,inf,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,dkt,2,isotonic,0.003389632531262611,inf,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,dkt,2,concept_aware_lambda0,0.0084143319455088,inf,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,dkt,2,concept_aware_eb,0.003389632531262611,inf,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,dkt,2,difficulty_bucket,0.003388166821748446,inf,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,dkt,3,none,0.006199228763091935,inf,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,dkt,3,isotonic,0.004780393710300093,inf,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,dkt,3,concept_aware_lambda0,0.0079795283875111,inf,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,dkt,3,concept_aware_eb,0.004780393710300093,inf,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,dkt,3,difficulty_bucket,0.004775738006102501,inf,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,dkt,4,none,0.004964129909091338,5000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,dkt,4,isotonic,0.0023611981349997164,5000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,dkt,4,concept_aware_lambda0,0.007825581438134258,5000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,dkt,4,concept_aware_eb,0.0015171809803255136,5000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,dkt,4,difficulty_bucket,0.002361115786652589,5000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,sakt,0,none,0.014437186731399458,100000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,sakt,0,isotonic,0.001953266337681295,100000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,sakt,0,concept_aware_lambda0,0.008808588776994607,100000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,sakt,0,concept_aware_eb,0.0016135160501459286,100000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,sakt,0,difficulty_bucket,0.001951991611410607,100000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,sakt,1,none,0.012355029991690901,5000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,sakt,1,isotonic,0.002335086040603622,5000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,sakt,1,concept_aware_lambda0,0.00972753531192071,5000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,sakt,1,concept_aware_eb,0.0032905509056217193,5000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,sakt,1,difficulty_bucket,0.002278574451035417,5000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,sakt,2,none,0.01393281647838285,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,sakt,2,isotonic,0.0033995788639618763,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,sakt,2,concept_aware_lambda0,0.007036293470279674,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,sakt,2,concept_aware_eb,0.003134365167407959,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,sakt,2,difficulty_bucket,0.0033933173304652835,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,sakt,3,none,0.01188629075368337,1000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,sakt,3,isotonic,0.0043354742504960395,1000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,sakt,3,concept_aware_lambda0,0.00951165657046328,1000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,sakt,3,concept_aware_eb,0.0031917999079952583,1000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,sakt,3,difficulty_bucket,0.0043337240286892235,1000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,sakt,4,none,0.018230350742104457,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,sakt,4,isotonic,0.00311494737943093,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,sakt,4,concept_aware_lambda0,0.00832036171078351,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,sakt,4,concept_aware_eb,0.00311494737943093,inf,479,369,0.9957271845511282,353631
