dataset,granularity,model,fold,method,ece,best_lambda,n_concepts,n_concepts_fitted,share_rows_with_own_curve,n_test
bridge2algebra2006,concept,sakt,4,difficulty_bucket,0.003234036911496452,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,akt,0,none,0.006051513949150985,1000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,akt,0,isotonic,0.0021906298246760097,1000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,akt,0,concept_aware_lambda0,0.007891385560146158,1000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,akt,0,concept_aware_eb,0.0027433901572895656,1000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,akt,0,difficulty_bucket,0.002288660297155771,1000.0,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,akt,1,none,0.006429393982417059,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,akt,1,isotonic,0.0022825143252562115,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,akt,1,concept_aware_lambda0,0.00901905635170425,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,akt,1,concept_aware_eb,0.002240783644247566,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,akt,1,difficulty_bucket,0.002310830933410504,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,akt,2,none,0.007232700376614015,5000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,akt,2,isotonic,0.0026921142615031492,5000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,akt,2,concept_aware_lambda0,0.00748080425433066,5000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,akt,2,concept_aware_eb,0.0017543487162669136,5000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,akt,2,difficulty_bucket,0.002665300599654212,5000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,akt,3,none,0.006270554731012391,5000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,akt,3,isotonic,0.003962007178105647,5000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,akt,3,concept_aware_lambda0,0.00773136577450299,5000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,akt,3,concept_aware_eb,0.0029050262205315256,5000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,akt,3,difficulty_bucket,0.0039551109272003716,5000.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,akt,4,none,0.008949604482249152,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,akt,4,isotonic,0.0023211518759223794,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,akt,4,concept_aware_lambda0,0.007034541210176927,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,akt,4,concept_aware_eb,0.0023211518759223794,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,akt,4,difficulty_bucket,0.0022760893927638135,inf,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,simplekt,0,none,0.006857957417849884,inf,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,simplekt,0,isotonic,0.001966161160496727,inf,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,simplekt,0,concept_aware_lambda0,0.007551544555838133,inf,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,simplekt,0,concept_aware_eb,0.001966161160496727,inf,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,simplekt,0,difficulty_bucket,0.0019809008349614414,inf,413,346,0.9911998665275386,353631
bridge2algebra2006,concept,simplekt,1,none,0.012604301835641672,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,simplekt,1,isotonic,0.002886153837378595,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,simplekt,1,concept_aware_lambda0,0.008032170614265591,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,simplekt,1,concept_aware_eb,0.003046165792073812,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,simplekt,1,difficulty_bucket,0.0029308058279231396,100000.0,407,364,0.9929898679697199,353631
bridge2algebra2006,concept,simplekt,2,none,0.018963254434421147,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,simplekt,2,isotonic,0.0025381184057517553,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,simplekt,2,concept_aware_lambda0,0.00812298327585488,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,simplekt,2,concept_aware_eb,0.002353014593453029,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,simplekt,2,difficulty_bucket,0.002534380257308111,100000.0,420,373,0.9962927458282786,353631
bridge2algebra2006,concept,simplekt,3,none,0.029777768356392155,500.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,simplekt,3,isotonic,0.004675632873497448,500.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,simplekt,3,concept_aware_lambda0,0.00808237901077588,500.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,simplekt,3,concept_aware_eb,0.00516504125860211,500.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,simplekt,3,difficulty_bucket,0.004674408999997444,500.0,457,376,0.9958176743554722,353631
bridge2algebra2006,concept,simplekt,4,none,0.027680635515835095,100000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,simplekt,4,isotonic,0.003121219175740484,100000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,simplekt,4,concept_aware_lambda0,0.0069369531280721155,100000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,simplekt,4,concept_aware_eb,0.0036699185666442353,100000.0,479,369,0.9957271845511282,353631
bridge2algebra2006,concept,simplekt,4,difficulty_bucket,0.0031250031396918144,100000.0,479,369,0.9957271845511282,353631
ednet,concept,dkt,0,none,0.009849706467740596,5000.0,188,185,0.9998009105026346,301372
ednet,concept,dkt,0,isotonic,0.0018369696838323208,5000.0,188,185,0.9998009105026346,301372
ednet,concept,dkt,0,concept_aware_lambda0,0.01016125187108808,5000.0,188,185,0.9998009105026346,301372
ednet,concept,dkt,0,concept_aware_eb,0.0019028933975864173,5000.0,188,185,0.9998009105026346,301372
ednet,concept,dkt,0,difficulty_bucket,0.0018467574906016956,5000.0,188,185,0.9998009105026346,301372
ednet,concept,dkt,1,none,0.00951852281463831,5000.0,188,184,0.9997610926031616,301372
ednet,concept,dkt,1,isotonic,0.011274832545710859,5000.0,188,184,0.9997610926031616,301372
ednet,concept,dkt,1,concept_aware_lambda0,0.013124379258692897,5000.0,188,184,0.9997610926031616,301372
ednet,concept,dkt,1,concept_aware_eb,0.011082901362362342,5000.0,188,184,0.9997610926031616,301372
ednet,concept,dkt,1,difficulty_bucket,0.011267776451795945,5000.0,188,184,0.9997610926031616,301372
ednet,concept,dkt,2,none,0.010165024317318487,5000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,2,isotonic,0.003914295618960021,5000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,2,concept_aware_lambda0,0.009288435308547111,5000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,2,concept_aware_eb,0.003956444022195806,5000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,2,difficulty_bucket,0.003936911183609389,5000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,3,none,0.009153744619078944,100000.0,188,185,0.9999104097261856,301372
ednet,concept,dkt,3,isotonic,0.008757829669715323,100000.0,188,185,0.9999104097261856,301372
ednet,concept,dkt,3,concept_aware_lambda0,0.01062994004053595,100000.0,188,185,0.9999104097261856,301372
ednet,concept,dkt,3,concept_aware_eb,0.008753462449070092,100000.0,188,185,0.9999104097261856,301372
ednet,concept,dkt,3,difficulty_bucket,0.008748307833771498,100000.0,188,185,0.9999104097261856,301372
ednet,concept,dkt,4,none,0.00899190504171857,100000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,4,isotonic,0.0028837467999104104,100000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,4,concept_aware_lambda0,0.009110933138908501,100000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,4,concept_aware_eb,0.0026959353875363103,100000.0,187,184,0.9997610926031616,301372
ednet,concept,dkt,4,difficulty_bucket,0.002888663666230517,100000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,0,none,0.022107731149056148,5000.0,188,185,0.9998009105026346,301372
ednet,concept,sakt,0,isotonic,0.0022950971737941564,5000.0,188,185,0.9998009105026346,301372
ednet,concept,sakt,0,concept_aware_lambda0,0.010780149618752205,5000.0,188,185,0.9998009105026346,301372
ednet,concept,sakt,0,concept_aware_eb,0.00233869064146462,5000.0,188,185,0.9998009105026346,301372
ednet,concept,sakt,0,difficulty_bucket,0.0024641662105678807,5000.0,188,185,0.9998009105026346,301372
ednet,concept,sakt,1,none,0.030000731789846677,100000.0,188,184,0.9997610926031616,301372
ednet,concept,sakt,1,isotonic,0.010802616328181988,100000.0,188,184,0.9997610926031616,301372
ednet,concept,sakt,1,concept_aware_lambda0,0.012983538758904097,100000.0,188,184,0.9997610926031616,301372
ednet,concept,sakt,1,concept_aware_eb,0.010741531263332469,100000.0,188,184,0.9997610926031616,301372
ednet,concept,sakt,1,difficulty_bucket,0.010780290368534203,100000.0,188,184,0.9997610926031616,301372
ednet,concept,sakt,2,none,0.017771093862790237,5000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,2,isotonic,0.002514430315583374,5000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,2,concept_aware_lambda0,0.011234362388285506,5000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,2,concept_aware_eb,0.0037313050089088674,5000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,2,difficulty_bucket,0.0026248509607415555,5000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,3,none,0.01620315238169681,100000.0,188,185,0.9999104097261856,301372
ednet,concept,sakt,3,isotonic,0.0075220295444973495,100000.0,188,185,0.9999104097261856,301372
ednet,concept,sakt,3,concept_aware_lambda0,0.010497714605446129,100000.0,188,185,0.9999104097261856,301372
ednet,concept,sakt,3,concept_aware_eb,0.007505907607866828,100000.0,188,185,0.9999104097261856,301372
ednet,concept,sakt,3,difficulty_bucket,0.007512961133944195,100000.0,188,185,0.9999104097261856,301372
ednet,concept,sakt,4,none,0.013136369845166395,100000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,4,isotonic,0.0010084767981105253,100000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,4,concept_aware_lambda0,0.007076705507973212,100000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,4,concept_aware_eb,0.0009408006515651523,100000.0,187,184,0.9997610926031616,301372
ednet,concept,sakt,4,difficulty_bucket,0.0011106205023114005,100000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,0,none,0.0038764627404491298,1000.0,188,185,0.9998009105026346,301372
ednet,concept,akt,0,isotonic,0.002542124349823638,1000.0,188,185,0.9998009105026346,301372
ednet,concept,akt,0,concept_aware_lambda0,0.01103377475647723,1000.0,188,185,0.9998009105026346,301372
ednet,concept,akt,0,concept_aware_eb,0.0049894596100571184,1000.0,188,185,0.9998009105026346,301372
ednet,concept,akt,0,difficulty_bucket,0.0025145886158566303,1000.0,188,185,0.9998009105026346,301372
ednet,concept,akt,1,none,0.0027033965110097495,5000.0,188,184,0.9997610926031616,301372
ednet,concept,akt,1,isotonic,0.00925790197228487,5000.0,188,184,0.9997610926031616,301372
ednet,concept,akt,1,concept_aware_lambda0,0.010094206233437658,5000.0,188,184,0.9997610926031616,301372
ednet,concept,akt,1,concept_aware_eb,0.00909895704434184,5000.0,188,184,0.9997610926031616,301372
ednet,concept,akt,1,difficulty_bucket,0.009245701588611587,5000.0,188,184,0.9997610926031616,301372
ednet,concept,akt,2,none,0.0023721344792033364,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,2,isotonic,0.005096803283418817,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,2,concept_aware_lambda0,0.009505596180384273,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,2,concept_aware_eb,0.00474094103044578,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,2,difficulty_bucket,0.004985864169529817,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,3,none,0.0030752033198877793,100000.0,188,185,0.9999104097261856,301372
ednet,concept,akt,3,isotonic,0.0072080674241216,100000.0,188,185,0.9999104097261856,301372
ednet,concept,akt,3,concept_aware_lambda0,0.009209862695514194,100000.0,188,185,0.9999104097261856,301372
ednet,concept,akt,3,concept_aware_eb,0.007168931431298639,100000.0,188,185,0.9999104097261856,301372
ednet,concept,akt,3,difficulty_bucket,0.0072063741129064236,100000.0,188,185,0.9999104097261856,301372
ednet,concept,akt,4,none,0.004775786064855771,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,4,isotonic,0.0021131437566381805,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,4,concept_aware_lambda0,0.008064069753314319,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,4,concept_aware_eb,0.002428134284919149,5000.0,187,184,0.9997610926031616,301372
ednet,concept,akt,4,difficulty_bucket,0.0021254349471214982,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,0,none,0.02157612218570566,5000.0,188,185,0.9998009105026346,301372
ednet,concept,simplekt,0,isotonic,0.0023007895283413955,5000.0,188,185,0.9998009105026346,301372
ednet,concept,simplekt,0,concept_aware_lambda0,0.008743829986253396,5000.0,188,185,0.9998009105026346,301372
ednet,concept,simplekt,0,concept_aware_eb,0.002315711880328276,5000.0,188,185,0.9998009105026346,301372
ednet,concept,simplekt,0,difficulty_bucket,0.002319567748468445,5000.0,188,185,0.9998009105026346,301372
ednet,concept,simplekt,1,none,0.013841951968152195,5000.0,188,184,0.9997610926031616,301372
ednet,concept,simplekt,1,isotonic,0.009618704738760761,5000.0,188,184,0.9997610926031616,301372
ednet,concept,simplekt,1,concept_aware_lambda0,0.009983344478407463,5000.0,188,184,0.9997610926031616,301372
ednet,concept,simplekt,1,concept_aware_eb,0.009032571715959795,5000.0,188,184,0.9997610926031616,301372
ednet,concept,simplekt,1,difficulty_bucket,0.009618790623964254,5000.0,188,184,0.9997610926031616,301372
ednet,concept,simplekt,2,none,0.020684868006620435,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,2,isotonic,0.0038440864548334266,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,2,concept_aware_lambda0,0.0066189799217503285,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,2,concept_aware_eb,0.003895904406204437,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,2,difficulty_bucket,0.00403335013145136,5000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,3,none,0.019687309464630702,100000.0,188,185,0.9999104097261856,301372
ednet,concept,simplekt,3,isotonic,0.008249321061150793,100000.0,188,185,0.9999104097261856,301372
ednet,concept,simplekt,3,concept_aware_lambda0,0.010035047770621816,100000.0,188,185,0.9999104097261856,301372
ednet,concept,simplekt,3,concept_aware_eb,0.008195170495058227,100000.0,188,185,0.9999104097261856,301372
ednet,concept,simplekt,3,difficulty_bucket,0.00824613315911163,100000.0,188,185,0.9999104097261856,301372
ednet,concept,simplekt,4,none,0.021461773818945675,1000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,4,isotonic,0.0026910486801747274,1000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,4,concept_aware_lambda0,0.00614151540587925,1000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,4,concept_aware_eb,0.003292053544523945,1000.0,187,184,0.9997610926031616,301372
ednet,concept,simplekt,4,difficulty_bucket,0.0026910087498849804,1000.0,187,184,0.9997610926031616,301372
