dataset,granularity,family,model,fold,method,axis,quartile,ece,n_rows,n_students,ece_overall,selected_on_outcome
algebra2005,question,classical,bkt,3,none,ability_prefix20,0,0.02291005375971177,38144,45,0.010405036565034534,False
algebra2005,question,classical,bkt,3,none,ability_prefix20,1,0.0170633480059096,53171,66,0.010405036565034534,False
algebra2005,question,classical,bkt,3,platt,ability_prefix20,0,0.027977645393485042,38144,45,0.010835756900618434,False
algebra2005,question,classical,bkt,3,platt,ability_prefix20,1,0.013822178791360924,53171,66,0.010835756900618434,False
algebra2005,question,classical,bkt,3,isotonic,ability_prefix20,0,0.0207511520510768,38144,45,0.00786850079010661,False
algebra2005,question,classical,bkt,3,isotonic,ability_prefix20,1,0.013994461916305417,53171,66,0.00786850079010661,False
algebra2005,question,classical,bkt,3,temperature,ability_prefix20,0,0.028940443440872335,38144,45,0.010603656096029332,False
algebra2005,question,classical,bkt,3,temperature,ability_prefix20,1,0.00992941391709309,53171,66,0.010603656096029332,False
algebra2005,question,classical,bkt,3,none,history,0,0.024791723092397466,12608,57,0.010428814722678977,False
algebra2005,question,classical,bkt,3,none,history,1,0.010273443549620438,79847,57,0.010428814722678977,False
algebra2005,question,classical,bkt,3,platt,history,0,0.02514027534034026,12608,57,0.010821764336350102,False
algebra2005,question,classical,bkt,3,platt,history,1,0.0113370302103071,79847,57,0.010821764336350102,False
algebra2005,question,classical,bkt,3,isotonic,history,0,0.027342361674909273,12608,57,0.008107323961468967,False
algebra2005,question,classical,bkt,3,isotonic,history,1,0.007063647184543579,79847,57,0.008107323961468967,False
algebra2005,question,classical,bkt,3,temperature,history,0,0.018197018731083103,12608,57,0.010287855977041517,False
algebra2005,question,classical,bkt,3,temperature,history,1,0.012759887229025293,79847,57,0.010287855977041517,False
algebra2005,question,classical,bkt,3,none,rt,0,0.014749391323761256,53202,57,0.010428814722678977,False
algebra2005,question,classical,bkt,3,none,rt,1,0.010629505367936876,39253,57,0.010428814722678977,False
algebra2005,question,classical,bkt,3,platt,rt,0,0.009769380381616977,53202,57,0.010821764336350102,False
algebra2005,question,classical,bkt,3,platt,rt,1,0.017003002805770644,39253,57,0.010821764336350102,False
algebra2005,question,classical,bkt,3,isotonic,rt,0,0.009046620101373047,53202,57,0.008107323961468967,False
algebra2005,question,classical,bkt,3,isotonic,rt,1,0.009806412552993386,39253,57,0.008107323961468967,False
algebra2005,question,classical,bkt,3,temperature,rt,0,0.007836881833067959,53202,57,0.010287855977041517,False
algebra2005,question,classical,bkt,3,temperature,rt,1,0.01614852998658542,39253,57,0.010287855977041517,False
algebra2005,question,classical,pfa,3,none,ability_prefix5,0,0.030817015668834553,32095,44,0.0328639816410722,False
algebra2005,question,classical,pfa,3,none,ability_prefix5,1,0.039522609194586854,60930,70,0.0328639816410722,False
algebra2005,question,classical,pfa,3,platt,ability_prefix5,0,0.018727188181679625,32095,44,0.011934040109227778,False
algebra2005,question,classical,pfa,3,platt,ability_prefix5,1,0.016895287523731088,60930,70,0.011934040109227778,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix5,0,0.01815113092887529,32095,44,0.005423553916458292,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix5,1,0.011696983488835758,60930,70,0.005423553916458292,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix5,0,0.028262155666335994,32095,44,0.0438250758796889,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix5,1,0.05279320647098263,60930,70,0.0438250758796889,False
algebra2005,question,classical,pfa,3,none,ability_prefix10,0,0.03203476995098425,35681,47,0.03257200160125586,False
algebra2005,question,classical,pfa,3,none,ability_prefix10,1,0.03965159193015334,56774,67,0.03257200160125586,False
algebra2005,question,classical,pfa,3,platt,ability_prefix10,0,0.019862190138079206,35681,47,0.012032833838864561,False
algebra2005,question,classical,pfa,3,platt,ability_prefix10,1,0.017400499065828506,56774,67,0.012032833838864561,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix10,0,0.018129789888874637,35681,47,0.005404390213213323,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix10,1,0.013011919504051823,56774,67,0.005404390213213323,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix10,0,0.03161355537058428,35681,47,0.04360551868334797,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix10,1,0.05294517411113627,56774,67,0.04360551868334797,False
algebra2005,question,classical,pfa,3,none,ability_all_rows,0,0.0475183125456312,50922,57,0.03257200160125586,True
algebra2005,question,classical,pfa,3,none,ability_all_rows,1,0.06148329307258337,41533,57,0.03257200160125586,True
algebra2005,question,classical,pfa,3,platt,ability_all_rows,0,0.03833747411014536,50922,57,0.012032833838864561,True
algebra2005,question,classical,pfa,3,platt,ability_all_rows,1,0.04796379854116706,41533,57,0.012032833838864561,True
algebra2005,question,classical,pfa,3,isotonic,ability_all_rows,0,0.03492607701560705,50922,57,0.005404390213213323,True
algebra2005,question,classical,pfa,3,isotonic,ability_all_rows,1,0.046857091168226304,41533,57,0.005404390213213323,True
algebra2005,question,classical,pfa,3,temperature,ability_all_rows,0,0.027562852082044325,50922,57,0.04360551868334797,True
algebra2005,question,classical,pfa,3,temperature,ability_all_rows,1,0.08188238981876082,41533,57,0.04360551868334797,True
algebra2005,question,classical,pfa,3,none,ability_prefix20,0,0.03874354951606763,38144,45,0.03230921499145831,False
algebra2005,question,classical,pfa,3,none,ability_prefix20,1,0.041583198338092826,53171,66,0.03230921499145831,False
algebra2005,question,classical,pfa,3,platt,ability_prefix20,0,0.026559531218612396,38144,45,0.012347792004344675,False
algebra2005,question,classical,pfa,3,platt,ability_prefix20,1,0.020301139796641124,53171,66,0.012347792004344675,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix20,0,0.023898795936834565,38144,45,0.0057288327692025815,False
algebra2005,question,classical,pfa,3,isotonic,ability_prefix20,1,0.01937060005763628,53171,66,0.0057288327692025815,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix20,0,0.032553596242821434,38144,45,0.043486133909005735,False
algebra2005,question,classical,pfa,3,temperature,ability_prefix20,1,0.05683492068581365,53171,66,0.043486133909005735,False
algebra2005,question,classical,pfa,3,none,history,0,0.04555928057714394,12608,57,0.03257200160125586,False
algebra2005,question,classical,pfa,3,none,history,1,0.031032450522428895,79847,57,0.03257200160125586,False
algebra2005,question,classical,pfa,3,platt,history,0,0.02095385153810219,12608,57,0.012032833838864561,False
algebra2005,question,classical,pfa,3,platt,history,1,0.012793629035848398,79847,57,0.012032833838864561,False
algebra2005,question,classical,pfa,3,isotonic,history,0,0.021805318828283137,12608,57,0.005404390213213323,False
algebra2005,question,classical,pfa,3,isotonic,history,1,0.005716688871155729,79847,57,0.005404390213213323,False
algebra2005,question,classical,pfa,3,temperature,history,0,0.06282630624206635,12608,57,0.04360551868334797,False
algebra2005,question,classical,pfa,3,temperature,history,1,0.04132809865118228,79847,57,0.04360551868334797,False
algebra2005,question,classical,pfa,3,none,rt,0,0.04046088650456432,53202,57,0.03257200160125586,False
algebra2005,question,classical,pfa,3,none,rt,1,0.032396115757600756,39253,57,0.03257200160125586,False
algebra2005,question,classical,pfa,3,platt,rt,0,0.01968009807743619,53202,57,0.012032833838864561,False
algebra2005,question,classical,pfa,3,platt,rt,1,0.017737885323978256,39253,57,0.012032833838864561,False
algebra2005,question,classical,pfa,3,isotonic,rt,0,0.015007490814402663,53202,57,0.005404390213213323,False
algebra2005,question,classical,pfa,3,isotonic,rt,1,0.014192361093318796,39253,57,0.005404390213213323,False
algebra2005,question,classical,pfa,3,temperature,rt,0,0.052800490528774446,53202,57,0.04360551868334797,False
algebra2005,question,classical,pfa,3,temperature,rt,1,0.03201611632370486,39253,57,0.04360551868334797,False
algebra2005,question,classical,pfa_recency,3,none,ability_prefix5,0,0.03874510286791161,32095,44,0.03694906684482219,False
algebra2005,question,classical,pfa_recency,3,none,ability_prefix5,1,0.04468103114279923,60930,70,0.03694906684482219,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix5,0,0.023734656126360342,32095,44,0.01787408551686461,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix5,1,0.017015083085160476,60930,70,0.01787408551686461,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix5,0,0.01967852434193607,32095,44,0.005536214688030247,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix5,1,0.011752859809266394,60930,70,0.005536214688030247,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix5,0,0.03818541675689745,32095,44,0.055246372343529804,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix5,1,0.06423326499990505,60930,70,0.055246372343529804,False
algebra2005,question,classical,pfa_recency,3,none,ability_prefix10,0,0.038678928471724036,35681,47,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,none,ability_prefix10,1,0.044542525523705905,56774,67,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix10,0,0.02319749650718405,35681,47,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix10,1,0.017962481499148735,56774,67,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix10,0,0.018598013207421635,35681,47,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix10,1,0.012936733906358671,56774,67,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix10,0,0.040505353778061116,35681,47,0.05503972012548718,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix10,1,0.06417419586513026,56774,67,0.05503972012548718,False
algebra2005,question,classical,pfa_recency,3,none,ability_all_rows,0,0.054633027133215634,50922,57,0.036709158846103755,True
algebra2005,question,classical,pfa_recency,3,none,ability_all_rows,1,0.06464132584385085,41533,57,0.036709158846103755,True
algebra2005,question,classical,pfa_recency,3,platt,ability_all_rows,0,0.03942780380337177,50922,57,0.017919226834610773,True
algebra2005,question,classical,pfa_recency,3,platt,ability_all_rows,1,0.04540925699968189,41533,57,0.017919226834610773,True
algebra2005,question,classical,pfa_recency,3,isotonic,ability_all_rows,0,0.03558602294453314,50922,57,0.005475105757434505,True
algebra2005,question,classical,pfa_recency,3,isotonic,ability_all_rows,1,0.04421620986384409,41533,57,0.005475105757434505,True
algebra2005,question,classical,pfa_recency,3,temperature,ability_all_rows,0,0.029648191261100822,50922,57,0.05503972012548718,True
algebra2005,question,classical,pfa_recency,3,temperature,ability_all_rows,1,0.091538083491237,41533,57,0.05503972012548718,True
algebra2005,question,classical,pfa_recency,3,none,ability_prefix20,0,0.04594189136336222,38144,45,0.03659700740087855,False
algebra2005,question,classical,pfa_recency,3,none,ability_prefix20,1,0.04592462249133622,53171,66,0.03659700740087855,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix20,0,0.028708872712704517,38144,45,0.018073708576970507,False
algebra2005,question,classical,pfa_recency,3,platt,ability_prefix20,1,0.02043410447590174,53171,66,0.018073708576970507,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix20,0,0.024346493085171794,38144,45,0.005602098456746732,False
algebra2005,question,classical,pfa_recency,3,isotonic,ability_prefix20,1,0.018363676383700452,53171,66,0.005602098456746732,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix20,0,0.03744054857910105,38144,45,0.05501145254944571,False
algebra2005,question,classical,pfa_recency,3,temperature,ability_prefix20,1,0.06769796071101383,53171,66,0.05501145254944571,False
algebra2005,question,classical,pfa_recency,3,none,history,0,0.0491289507828605,12608,57,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,none,history,1,0.03553131755946984,79847,57,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,platt,history,0,0.018526080020914496,12608,57,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,platt,history,1,0.0189596240822351,79847,57,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,isotonic,history,0,0.020087808924912205,12608,57,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,isotonic,history,1,0.005063280336537574,79847,57,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,temperature,history,0,0.07427299596902655,12608,57,0.05503972012548718,False
algebra2005,question,classical,pfa_recency,3,temperature,history,1,0.05206674018218005,79847,57,0.05503972012548718,False
algebra2005,question,classical,pfa_recency,3,none,rt,0,0.04417342968018914,53202,57,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,none,rt,1,0.040081187037603765,39253,57,0.036709158846103755,False
algebra2005,question,classical,pfa_recency,3,platt,rt,0,0.019073398456699395,53202,57,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,platt,rt,1,0.02346001404610615,39253,57,0.017919226834610773,False
algebra2005,question,classical,pfa_recency,3,isotonic,rt,0,0.014035979382215461,53202,57,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,isotonic,rt,1,0.014078154349090707,39253,57,0.005475105757434505,False
algebra2005,question,classical,pfa_recency,3,temperature,rt,0,0.06374468506897243,53202,57,0.05503972012548718,False
algebra2005,question,classical,pfa_recency,3,temperature,rt,1,0.043241346882083705,39253,57,0.05503972012548718,False
algebra2005,question,classical,elorasch,3,none,ability_prefix5,0,0.073904411062734,32095,44,0.06187703750089492,False
algebra2005,question,classical,elorasch,3,none,ability_prefix5,1,0.056145365585295544,60930,70,0.06187703750089492,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix5,0,0.028419904776342028,32095,44,0.014434809809425806,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix5,1,0.014494786497072773,60930,70,0.014434809809425806,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix5,0,0.026548560878542567,32095,44,0.0068813908758959645,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix5,1,0.00754778770229383,60930,70,0.0068813908758959645,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix5,0,0.023001518001988876,32095,44,0.011534697520753296,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix5,1,0.013817587878950405,60930,70,0.011534697520753296,False
algebra2005,question,classical,elorasch,3,none,ability_prefix10,0,0.07418199719049771,35681,47,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,none,ability_prefix10,1,0.054855960442699,56774,67,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix10,0,0.025823539295099833,35681,47,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix10,1,0.014548571034063235,56774,67,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix10,0,0.024080592766786917,35681,47,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix10,1,0.006779859627813782,56774,67,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix10,0,0.02181148179926546,35681,47,0.011694981495244857,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix10,1,0.013736083171069094,56774,67,0.011694981495244857,False
algebra2005,question,classical,elorasch,3,none,ability_all_rows,0,0.048147927771437296,50922,57,0.06195061590581459,True
algebra2005,question,classical,elorasch,3,none,ability_all_rows,1,0.08097686920263435,41533,57,0.06195061590581459,True
algebra2005,question,classical,elorasch,3,platt,ability_all_rows,0,0.02166899722492497,50922,57,0.013975948514778824,True
algebra2005,question,classical,elorasch,3,platt,ability_all_rows,1,0.023002707431472848,41533,57,0.013975948514778824,True
algebra2005,question,classical,elorasch,3,isotonic,ability_all_rows,0,0.014026562614392422,50922,57,0.006335175923053053,True
algebra2005,question,classical,elorasch,3,isotonic,ability_all_rows,1,0.02298924174205456,41533,57,0.006335175923053053,True
algebra2005,question,classical,elorasch,3,temperature,ability_all_rows,0,0.021414367358889675,50922,57,0.011694981495244857,True
algebra2005,question,classical,elorasch,3,temperature,ability_all_rows,1,0.020773632366687823,41533,57,0.011694981495244857,True
algebra2005,question,classical,elorasch,3,none,ability_prefix20,0,0.06492884229400739,38144,45,0.06179083832651596,False
algebra2005,question,classical,elorasch,3,none,ability_prefix20,1,0.059756219522113296,53171,66,0.06179083832651596,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix20,0,0.020567759180689947,38144,45,0.01368664390286395,False
algebra2005,question,classical,elorasch,3,platt,ability_prefix20,1,0.010793245712557483,53171,66,0.01368664390286395,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix20,0,0.017010346178555708,38144,45,0.0059814266470345585,False
algebra2005,question,classical,elorasch,3,isotonic,ability_prefix20,1,0.006834053884450465,53171,66,0.0059814266470345585,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix20,0,0.01625461253464126,38144,45,0.01209506326171,False
algebra2005,question,classical,elorasch,3,temperature,ability_prefix20,1,0.01043724350982726,53171,66,0.01209506326171,False
algebra2005,question,classical,elorasch,3,none,history,0,0.08664390876420375,12608,57,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,none,history,1,0.060134821850890204,79847,57,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,platt,history,0,0.04078425922066212,12608,57,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,platt,history,1,0.0133452027308545,79847,57,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,isotonic,history,0,0.03789236870989577,12608,57,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,isotonic,history,1,0.004833146915112083,79847,57,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,temperature,history,0,0.035579327812003424,12608,57,0.011694981495244857,False
algebra2005,question,classical,elorasch,3,temperature,history,1,0.013099156200344566,79847,57,0.011694981495244857,False
algebra2005,question,classical,elorasch,3,none,rt,0,0.06464510925329385,53202,57,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,none,rt,1,0.06004098401108851,39253,57,0.06195061590581459,False
algebra2005,question,classical,elorasch,3,platt,rt,0,0.013209094527307976,53202,57,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,platt,rt,1,0.020670489482266154,39253,57,0.013975948514778824,False
algebra2005,question,classical,elorasch,3,isotonic,rt,0,0.008062834935083463,53202,57,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,isotonic,rt,1,0.01236162710377257,39253,57,0.006335175923053053,False
algebra2005,question,classical,elorasch,3,temperature,rt,0,0.011661963891158268,53202,57,0.011694981495244857,False
algebra2005,question,classical,elorasch,3,temperature,rt,1,0.016452241653876813,39253,57,0.011694981495244857,False
algebra2005,concept,deep,dkt,4,none,ability_prefix5,0,0.007057182040548242,71565,52,0.005849025443287252,False
algebra2005,concept,deep,dkt,4,none,ability_prefix5,1,0.006941133442241339,62539,62,0.005849025443287252,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix5,0,0.006204517862719331,71565,52,0.0028736781217026663,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix5,1,0.005560801110064072,62539,62,0.0028736781217026663,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix5,0,0.006141323815927348,71565,52,0.0017888117355609392,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix5,1,0.004729074463651412,62539,62,0.0017888117355609392,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix5,0,0.0054519483369772056,71565,52,0.0034558026171797435,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix5,1,0.007353026684992934,62539,62,0.0034558026171797435,False
algebra2005,concept,deep,dkt,4,none,ability_prefix10,0,0.008802539898325957,64555,51,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,none,ability_prefix10,1,0.007401666273466595,68979,63,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix10,0,0.008083725192730146,64555,51,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix10,1,0.006255625515104095,68979,63,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix10,0,0.008353909998721055,64555,51,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix10,1,0.00530844848068752,68979,63,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix10,0,0.007148306262974477,64555,51,0.0035112526939959643,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix10,1,0.008003919566383084,68979,63,0.0035112526939959643,False
algebra2005,concept,deep,dkt,4,none,ability_all_rows,0,0.01391482802063681,76950,57,0.005885137423098815,True
algebra2005,concept,deep,dkt,4,none,ability_all_rows,1,0.01463353229666299,56584,57,0.005885137423098815,True
algebra2005,concept,deep,dkt,4,platt,ability_all_rows,0,0.013726231223843751,76950,57,0.002994852757993665,True
algebra2005,concept,deep,dkt,4,platt,ability_all_rows,1,0.015537587089558645,56584,57,0.002994852757993665,True
algebra2005,concept,deep,dkt,4,isotonic,ability_all_rows,0,0.014214958077633072,76950,57,0.001944444920752108,True
algebra2005,concept,deep,dkt,4,isotonic,ability_all_rows,1,0.015404976986297616,56584,57,0.001944444920752108,True
algebra2005,concept,deep,dkt,4,temperature,ability_all_rows,0,0.011554218737952423,76950,57,0.0035112526939959643,True
algebra2005,concept,deep,dkt,4,temperature,ability_all_rows,1,0.0168665975118155,56584,57,0.0035112526939959643,True
algebra2005,concept,deep,dkt,4,none,ability_prefix20,0,0.007047131408590537,59776,52,0.005702217439900984,False
algebra2005,concept,deep,dkt,4,none,ability_prefix20,1,0.007941889533284304,72619,61,0.005702217439900984,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix20,0,0.006625301454732568,59776,52,0.0028737288547043033,False
algebra2005,concept,deep,dkt,4,platt,ability_prefix20,1,0.005348052524839397,72619,61,0.0028737288547043033,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix20,0,0.007096749713558117,59776,52,0.002028844161362565,False
algebra2005,concept,deep,dkt,4,isotonic,ability_prefix20,1,0.004238235530578114,72619,61,0.002028844161362565,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix20,0,0.005012668193195974,59776,52,0.0033490567577116816,False
algebra2005,concept,deep,dkt,4,temperature,ability_prefix20,1,0.006934116655457845,72619,61,0.0033490567577116816,False
algebra2005,concept,deep,dkt,4,none,history,0,0.012100661424942373,18246,57,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,none,history,1,0.005111655914263705,115288,57,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,platt,history,0,0.008827131027452223,18246,57,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,platt,history,1,0.003399718516002015,115288,57,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,isotonic,history,0,0.0066357419093025566,18246,57,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,isotonic,history,1,0.002625114669598995,115288,57,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,temperature,history,0,0.00926550852983104,18246,57,0.0035112526939959643,False
algebra2005,concept,deep,dkt,4,temperature,history,1,0.002916157419595701,115288,57,0.0035112526939959643,False
algebra2005,concept,deep,dkt,4,none,rt,0,0.005420049336347013,76153,57,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,none,rt,1,0.007105199246037869,57381,57,0.005885137423098815,False
algebra2005,concept,deep,dkt,4,platt,rt,0,0.003290194230079109,76153,57,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,platt,rt,1,0.005070325809363685,57381,57,0.002994852757993665,False
algebra2005,concept,deep,dkt,4,isotonic,rt,0,0.002436839163949557,76153,57,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,isotonic,rt,1,0.005241674427806062,57381,57,0.001944444920752108,False
algebra2005,concept,deep,dkt,4,temperature,rt,0,0.004842119006693986,76153,57,0.0035112526939959643,False
algebra2005,concept,deep,dkt,4,temperature,rt,1,0.004687279715711505,57381,57,0.0035112526939959643,False
algebra2005,concept,deep,sakt,4,none,ability_prefix5,0,0.023296257959589697,71565,52,0.022672149471625238,False
algebra2005,concept,deep,sakt,4,none,ability_prefix5,1,0.021957965939090728,62539,62,0.022672149471625238,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix5,0,0.006315815174690109,71565,52,0.0036497634587298287,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix5,1,0.00812436764766502,62539,62,0.0036497634587298287,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix5,0,0.006999583037126516,71565,52,0.0023451112503279077,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix5,1,0.006177811685415296,62539,62,0.0023451112503279077,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix5,0,0.003978836696978439,71565,52,0.007830551438632016,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix5,1,0.013979697446455589,62539,62,0.007830551438632016,False
algebra2005,concept,deep,sakt,4,none,ability_prefix10,0,0.02382992981626643,64555,51,0.02275159603722148,False
algebra2005,concept,deep,sakt,4,none,ability_prefix10,1,0.021742421692765235,68979,63,0.02275159603722148,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix10,0,0.008982350919904443,64555,51,0.0036467601736573153,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix10,1,0.008038678311518152,68979,63,0.0036467601736573153,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix10,0,0.009105708922814926,64555,51,0.0023733268149453584,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix10,1,0.005950714064864534,68979,63,0.0023733268149453584,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix10,0,0.004568835687402298,64555,51,0.007714845773800634,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix10,1,0.013985767828576946,68979,63,0.007714845773800634,False
algebra2005,concept,deep,sakt,4,none,ability_all_rows,0,0.02884076346502498,76950,57,0.02275159603722148,True
algebra2005,concept,deep,sakt,4,none,ability_all_rows,1,0.021778869080665172,56584,57,0.02275159603722148,True
algebra2005,concept,deep,sakt,4,platt,ability_all_rows,0,0.015648850269360432,76950,57,0.0036467601736573153,True
algebra2005,concept,deep,sakt,4,platt,ability_all_rows,1,0.018813114122502677,56584,57,0.0036467601736573153,True
algebra2005,concept,deep,sakt,4,isotonic,ability_all_rows,0,0.016078215642404758,76950,57,0.0023733268149453584,True
algebra2005,concept,deep,sakt,4,isotonic,ability_all_rows,1,0.01833445187452491,56584,57,0.0023733268149453584,True
algebra2005,concept,deep,sakt,4,temperature,ability_all_rows,0,0.008651891173184932,76950,57,0.007714845773800634,True
algebra2005,concept,deep,sakt,4,temperature,ability_all_rows,1,0.024010637940916416,56584,57,0.007714845773800634,True
algebra2005,concept,deep,sakt,4,none,ability_prefix20,0,0.022680363942409163,59776,52,0.022687926448405074,False
algebra2005,concept,deep,sakt,4,none,ability_prefix20,1,0.022721029051360697,72619,61,0.022687926448405074,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix20,0,0.008244911626542334,59776,52,0.0036660984822406706,False
algebra2005,concept,deep,sakt,4,platt,ability_prefix20,1,0.007032186535965631,72619,61,0.0036660984822406706,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix20,0,0.008853321260565775,59776,52,0.0025657250087298853,False
algebra2005,concept,deep,sakt,4,isotonic,ability_prefix20,1,0.005799389175072644,72619,61,0.0025657250087298853,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix20,0,0.004154916604702874,59776,52,0.007583123978607292,False
algebra2005,concept,deep,sakt,4,temperature,ability_prefix20,1,0.013058994140785856,72619,61,0.007583123978607292,False
algebra2005,concept,deep,sakt,4,none,history,0,0.025373591784090658,18246,57,0.02275159603722148,False
algebra2005,concept,deep,sakt,4,none,history,1,0.02233662713848636,115288,57,0.02275159603722148,False
algebra2005,concept,deep,sakt,4,platt,history,0,0.009009702092240458,18246,57,0.0036467601736573153,False
algebra2005,concept,deep,sakt,4,platt,history,1,0.004136971520617878,115288,57,0.0036467601736573153,False
algebra2005,concept,deep,sakt,4,isotonic,history,0,0.008631410768736192,18246,57,0.0023733268149453584,False
algebra2005,concept,deep,sakt,4,isotonic,history,1,0.0027719823206550473,115288,57,0.0023733268149453584,False
