dataset,granularity,family,model,fold,method,ece_equal_width,ece_equal_mass,best_equal_width,best_equal_mass
assist2009,concept,deep,akt,1,none,0.006168805380620897,0.006244251869088995,temperature,temperature
assist2009,concept,deep,akt,1,platt,0.010829316918694232,0.010252620757575721,temperature,temperature
assist2009,concept,deep,akt,1,isotonic,0.010009683579694553,0.009946449584810814,temperature,temperature
assist2009,concept,deep,akt,1,temperature,0.003514278877891785,0.003155634020948791,temperature,temperature
assist2009,concept,deep,akt,2,none,0.0074279251457233944,0.007705050413442109,temperature,temperature
assist2009,concept,deep,akt,2,platt,0.011182141564392295,0.010563002194723538,temperature,temperature
assist2009,concept,deep,akt,2,isotonic,0.01103709670912499,0.010664969978522563,temperature,temperature
assist2009,concept,deep,akt,2,temperature,0.006410879677479532,0.006739229287786006,temperature,temperature
assist2009,concept,deep,akt,3,none,0.007119898870692492,0.007159071210968424,temperature,temperature
assist2009,concept,deep,akt,3,platt,0.011303491149705141,0.011240711390557523,temperature,temperature
assist2009,concept,deep,akt,3,isotonic,0.011482638242464968,0.011009851251254017,temperature,temperature
assist2009,concept,deep,akt,3,temperature,0.005098444517861489,0.005117219338104236,temperature,temperature
assist2009,concept,deep,akt,4,none,0.019155259687143166,0.01920677367442673,platt,platt
assist2009,concept,deep,akt,4,platt,0.00595140028157385,0.0064465205183416845,platt,platt
assist2009,concept,deep,akt,4,isotonic,0.006170731862992517,0.00659766872224553,platt,platt
assist2009,concept,deep,akt,4,temperature,0.011930835037558481,0.01224684877105989,platt,platt
assist2009,concept,deep,simplekt,0,none,0.055354763466805575,0.0555316757314243,isotonic,isotonic
assist2009,concept,deep,simplekt,0,platt,0.00920960731855195,0.009296153017329655,isotonic,isotonic
assist2009,concept,deep,simplekt,0,isotonic,0.0089113230670583,0.008182600281741592,isotonic,isotonic
assist2009,concept,deep,simplekt,0,temperature,0.00942013523729188,0.010416951568271094,isotonic,isotonic
assist2009,concept,deep,simplekt,1,none,0.09806807461820578,0.09835183620606722,platt,platt
assist2009,concept,deep,simplekt,1,platt,0.012709493604137527,0.013187489412456347,platt,platt
assist2009,concept,deep,simplekt,1,isotonic,0.014142313464093729,0.013249972297795674,platt,platt
assist2009,concept,deep,simplekt,1,temperature,0.03770854641896975,0.03770854641897,platt,platt
assist2009,concept,deep,simplekt,2,none,0.011859834272036011,0.009912491377528752,temperature,temperature
assist2009,concept,deep,simplekt,2,platt,0.012785487474010454,0.011914244705042583,temperature,temperature
assist2009,concept,deep,simplekt,2,isotonic,0.01310922076198847,0.012697611502233476,temperature,temperature
assist2009,concept,deep,simplekt,2,temperature,0.011758301856333085,0.00945730864249291,temperature,temperature
assist2009,concept,deep,simplekt,3,none,0.03321059344688673,0.03292701410457878,platt,isotonic
assist2009,concept,deep,simplekt,3,platt,0.011650454138134356,0.012457985959433293,platt,isotonic
assist2009,concept,deep,simplekt,3,isotonic,0.01293019119429182,0.0120634356849888,platt,isotonic
assist2009,concept,deep,simplekt,3,temperature,0.013156532927669199,0.013238530926872858,platt,isotonic
assist2009,concept,deep,simplekt,4,none,0.08653906019980608,0.08469362600633391,isotonic,isotonic
assist2009,concept,deep,simplekt,4,platt,0.008719092166905402,0.010076182352781241,isotonic,isotonic
assist2009,concept,deep,simplekt,4,isotonic,0.007397662706468434,0.005904588384143077,isotonic,isotonic
assist2009,concept,deep,simplekt,4,temperature,0.012471222868183808,0.012819073161524185,isotonic,isotonic
assist2009,question,deep,dkt,0,none,0.009353178704023097,0.010547012668886583,temperature,temperature
assist2009,question,deep,dkt,0,platt,0.011849112771167111,0.012899969952242138,temperature,temperature
assist2009,question,deep,dkt,0,isotonic,0.011967688904565404,0.013654230172962049,temperature,temperature
assist2009,question,deep,dkt,0,temperature,0.005372816486357153,0.006493937068094804,temperature,temperature
assist2009,question,deep,dkt,1,none,0.008750863091820481,0.009456853063880293,none,none
assist2009,question,deep,dkt,1,platt,0.015137436368822659,0.015137436368822269,none,none
assist2009,question,deep,dkt,1,isotonic,0.015119137649297726,0.015119137649297525,none,none
assist2009,question,deep,dkt,1,temperature,0.00886008575060767,0.00967280910483252,none,none
assist2009,question,deep,dkt,2,none,0.011353559536112005,0.010700193286638347,temperature,temperature
assist2009,question,deep,dkt,2,platt,0.013860738111534598,0.013860738111534756,temperature,temperature
assist2009,question,deep,dkt,2,isotonic,0.013669099759398588,0.013616552624765191,temperature,temperature
assist2009,question,deep,dkt,2,temperature,0.008059082870173392,0.00855394700245857,temperature,temperature
assist2009,question,deep,dkt,3,none,0.013117269491331013,0.012311042216863766,temperature,temperature
assist2009,question,deep,dkt,3,platt,0.013098877995793392,0.013098877995793465,temperature,temperature
assist2009,question,deep,dkt,3,isotonic,0.014107965306521099,0.01301162817792868,temperature,temperature
assist2009,question,deep,dkt,3,temperature,0.0041669095931617765,0.005367589681845455,temperature,temperature
assist2009,question,deep,dkt,4,none,0.01750907490335706,0.01697566884831786,temperature,isotonic
assist2009,question,deep,dkt,4,platt,0.008555661616429915,0.008327138731325694,temperature,isotonic
assist2009,question,deep,dkt,4,isotonic,0.006879966818793548,0.006892945223006908,temperature,isotonic
assist2009,question,deep,dkt,4,temperature,0.006456197985949169,0.007594820125854558,temperature,isotonic
assist2009,question,deep,sakt,0,none,0.04485981551651553,0.04531055230221606,platt,platt
assist2009,question,deep,sakt,0,platt,0.013042891159063204,0.013042891159063034,platt,platt
assist2009,question,deep,sakt,0,isotonic,0.013431905710181184,0.013391998353647535,platt,platt
assist2009,question,deep,sakt,0,temperature,0.013458807548733577,0.014812563154183547,platt,platt
assist2009,question,deep,sakt,1,none,0.04601402954797733,0.045186667049412474,temperature,temperature
assist2009,question,deep,sakt,1,platt,0.01153048187675425,0.013155177009961197,temperature,temperature
assist2009,question,deep,sakt,1,isotonic,0.011223355233209316,0.011577476056521227,temperature,temperature
assist2009,question,deep,sakt,1,temperature,0.007715698232563059,0.008124649807454358,temperature,temperature
assist2009,question,deep,sakt,2,none,0.04174694951582612,0.04137373406820529,temperature,temperature
assist2009,question,deep,sakt,2,platt,0.014381905581567116,0.014381905581567558,temperature,temperature
assist2009,question,deep,sakt,2,isotonic,0.015240506607162824,0.014550329937924053,temperature,temperature
assist2009,question,deep,sakt,2,temperature,0.006322848983381692,0.007101184559704337,temperature,temperature
assist2009,question,deep,sakt,3,none,0.04857096872966642,0.04797731082787921,temperature,temperature
assist2009,question,deep,sakt,3,platt,0.011410609519939472,0.01173288239831172,temperature,temperature
assist2009,question,deep,sakt,3,isotonic,0.0144541839922199,0.014751189229650572,temperature,temperature
assist2009,question,deep,sakt,3,temperature,0.010138285781413322,0.010878737338897387,temperature,temperature
assist2009,question,deep,sakt,4,none,0.037117009224173984,0.03652333984001223,temperature,temperature
assist2009,question,deep,sakt,4,platt,0.010167532948825782,0.009991680593800815,temperature,temperature
assist2009,question,deep,sakt,4,isotonic,0.01102664777935845,0.01304592862847424,temperature,temperature
assist2009,question,deep,sakt,4,temperature,0.0075853255952431625,0.0068896065826960316,temperature,temperature
assist2009,question,deep,akt,0,none,0.022128878172005702,0.021735660427909795,temperature,temperature
assist2009,question,deep,akt,0,platt,0.012379491386301178,0.01202036455386474,temperature,temperature
assist2009,question,deep,akt,0,isotonic,0.010828724115282276,0.010822321060997484,temperature,temperature
assist2009,question,deep,akt,0,temperature,0.007884017843735165,0.006827328338422806,temperature,temperature
assist2009,question,deep,akt,1,none,0.0168642611091979,0.017052874421096948,temperature,temperature
assist2009,question,deep,akt,1,platt,0.014141267101871713,0.012769141484799917,temperature,temperature
assist2009,question,deep,akt,1,isotonic,0.01298766452296114,0.01298766452296051,temperature,temperature
assist2009,question,deep,akt,1,temperature,0.005211433924377969,0.005349415245830181,temperature,temperature
assist2009,question,deep,akt,2,none,0.01870813143491422,0.018555216825506142,temperature,temperature
assist2009,question,deep,akt,2,platt,0.014653087733599399,0.01362921523477817,temperature,temperature
assist2009,question,deep,akt,2,isotonic,0.013573417923260046,0.013511259896740036,temperature,temperature
assist2009,question,deep,akt,2,temperature,0.006607801273302733,0.005614961221664903,temperature,temperature
assist2009,question,deep,akt,3,none,0.0189458491215981,0.019604041795843356,temperature,temperature
assist2009,question,deep,akt,3,platt,0.01428296633068283,0.013502286212333407,temperature,temperature
assist2009,question,deep,akt,3,isotonic,0.013989774837396511,0.012990236585569574,temperature,temperature
assist2009,question,deep,akt,3,temperature,0.00702242208868947,0.00837887122139858,temperature,temperature
assist2009,question,deep,akt,4,none,0.02866362192368073,0.02709303976729054,isotonic,temperature
assist2009,question,deep,akt,4,platt,0.010999248337076042,0.010620140792355296,isotonic,temperature
assist2009,question,deep,akt,4,isotonic,0.007859862834236378,0.010726701035815014,isotonic,temperature
assist2009,question,deep,akt,4,temperature,0.010795859924292394,0.010342184933563158,isotonic,temperature
assist2009,question,deep,simplekt,0,none,0.0797480231178476,0.08049083706510504,temperature,temperature
assist2009,question,deep,simplekt,0,platt,0.014284561245991447,0.012007500356736575,temperature,temperature
assist2009,question,deep,simplekt,0,isotonic,0.010529476326666915,0.010912330829006067,temperature,temperature
assist2009,question,deep,simplekt,0,temperature,0.010038345102244977,0.007835178721503503,temperature,temperature
assist2009,question,deep,simplekt,1,none,0.12644144945841507,0.12603395146783022,isotonic,isotonic
assist2009,question,deep,simplekt,1,platt,0.01700033057556475,0.016392437575558656,isotonic,isotonic
assist2009,question,deep,simplekt,1,isotonic,0.015658279292490248,0.016367730407926846,isotonic,isotonic
assist2009,question,deep,simplekt,1,temperature,0.04744100496974309,0.046705413574608716,isotonic,isotonic
assist2009,question,deep,simplekt,2,none,0.02520281126803681,0.024650914762506183,temperature,temperature
assist2009,question,deep,simplekt,2,platt,0.018652505247033588,0.016483982146437138,temperature,temperature
assist2009,question,deep,simplekt,2,isotonic,0.017391643073966262,0.01582476015504413,temperature,temperature
assist2009,question,deep,simplekt,2,temperature,0.013967617726896852,0.014392939550206126,temperature,temperature
assist2009,question,deep,simplekt,3,none,0.05708103877215112,0.057252983503655194,isotonic,isotonic
assist2009,question,deep,simplekt,3,platt,0.01600245887617726,0.015174780188959593,isotonic,isotonic
assist2009,question,deep,simplekt,3,isotonic,0.015927181770673034,0.015157768439463475,isotonic,isotonic
assist2009,question,deep,simplekt,3,temperature,0.02080434853241807,0.02049028561128573,isotonic,isotonic
assist2009,question,deep,simplekt,4,none,0.11281384391625562,0.10963582118115356,isotonic,isotonic
assist2009,question,deep,simplekt,4,platt,0.01175669602779302,0.010225289147099298,isotonic,isotonic
assist2009,question,deep,simplekt,4,isotonic,0.008853975863846675,0.008423519438295468,isotonic,isotonic
assist2009,question,deep,simplekt,4,temperature,0.009984010196616062,0.00895601521917016,isotonic,isotonic
assist2009,question,classical,bkt,0,none,0.02015164326334691,0.020236142940127072,isotonic,isotonic
assist2009,question,classical,bkt,0,platt,0.015003496848048994,0.014670212550154877,isotonic,isotonic
assist2009,question,classical,bkt,0,isotonic,0.012387144260026744,0.012511030421572143,isotonic,isotonic
assist2009,question,classical,bkt,0,temperature,0.02024248923577706,0.020288185259379414,isotonic,isotonic
assist2009,question,classical,bkt,1,none,0.019434666712362852,0.019419792537373883,isotonic,isotonic
assist2009,question,classical,bkt,1,platt,0.019705775649154655,0.019601454223077224,isotonic,isotonic
assist2009,question,classical,bkt,1,isotonic,0.016625732633153697,0.015723669727848427,isotonic,isotonic
assist2009,question,classical,bkt,1,temperature,0.01919255117072736,0.019141065660593277,isotonic,isotonic
assist2009,question,classical,bkt,2,none,0.018572046994744115,0.018533918473442143,platt,platt
assist2009,question,classical,bkt,2,platt,0.01714260030921733,0.017531952584482733,platt,platt
assist2009,question,classical,bkt,2,isotonic,0.01747055422405169,0.018386718369153524,platt,platt
assist2009,question,classical,bkt,2,temperature,0.019137294678862438,0.01949613719819976,platt,platt
assist2009,question,classical,bkt,3,none,0.02067086820016402,0.01952490398059634,platt,isotonic
assist2009,question,classical,bkt,3,platt,0.018412837351718354,0.01959551412625594,platt,isotonic
assist2009,question,classical,bkt,3,isotonic,0.01847258800317541,0.018140619096825954,platt,isotonic
assist2009,question,classical,bkt,3,temperature,0.019866565697998464,0.021089943524914834,platt,isotonic
assist2009,question,classical,bkt,4,none,0.020264398007528793,0.021362108371641365,isotonic,isotonic
assist2009,question,classical,bkt,4,platt,0.01328488361373362,0.015820774618298155,isotonic,isotonic
assist2009,question,classical,bkt,4,isotonic,0.008813978312509543,0.010396523746293566,isotonic,isotonic
assist2009,question,classical,bkt,4,temperature,0.020227061580778864,0.02132979423488151,isotonic,isotonic
assist2009,question,classical,pfa,0,none,0.02798754298572232,0.02424663004839055,isotonic,isotonic
assist2009,question,classical,pfa,0,platt,0.03811320908207314,0.0373896817807715,isotonic,isotonic
assist2009,question,classical,pfa,0,isotonic,0.015262536408612252,0.014995140195758027,isotonic,isotonic
assist2009,question,classical,pfa,0,temperature,0.033795320909558293,0.03457666191627848,isotonic,isotonic
assist2009,question,classical,pfa,1,none,0.026091539713845133,0.023635596028956585,isotonic,isotonic
assist2009,question,classical,pfa,1,platt,0.03268391593007362,0.03434594337339668,isotonic,isotonic
assist2009,question,classical,pfa,1,isotonic,0.014316639902458418,0.012311877726743421,isotonic,isotonic
assist2009,question,classical,pfa,1,temperature,0.03204696701277589,0.029894217021117855,isotonic,isotonic
assist2009,question,classical,pfa,2,none,0.025470043423602914,0.024935158394878008,isotonic,isotonic
assist2009,question,classical,pfa,2,platt,0.04413148323945859,0.04693069758263685,isotonic,isotonic
assist2009,question,classical,pfa,2,isotonic,0.020853404139425345,0.020831308364708086,isotonic,isotonic
assist2009,question,classical,pfa,2,temperature,0.040534400873084124,0.036492953104631014,isotonic,isotonic
assist2009,question,classical,pfa,3,none,0.026009163760780874,0.022531748391115394,isotonic,isotonic
assist2009,question,classical,pfa,3,platt,0.038149730576707834,0.03896695044892187,isotonic,isotonic
assist2009,question,classical,pfa,3,isotonic,0.020403680984440675,0.01895188721256904,isotonic,isotonic
assist2009,question,classical,pfa,3,temperature,0.0355969562757848,0.0326935144357941,isotonic,isotonic
assist2009,question,classical,pfa,4,none,0.026110675794539327,0.025017497439174405,isotonic,isotonic
assist2009,question,classical,pfa,4,platt,0.037187812300051235,0.03553768812877479,isotonic,isotonic
assist2009,question,classical,pfa,4,isotonic,0.01138255360476118,0.011918634081795637,isotonic,isotonic
assist2009,question,classical,pfa,4,temperature,0.037477960421992175,0.03320242320730479,isotonic,isotonic
assist2009,question,classical,pfa_recency,0,none,0.022275299452902724,0.02175662743938084,isotonic,isotonic
assist2009,question,classical,pfa_recency,0,platt,0.03420058595739078,0.033147362405075265,isotonic,isotonic
assist2009,question,classical,pfa_recency,0,isotonic,0.011194740907493232,0.011066071825733437,isotonic,isotonic
assist2009,question,classical,pfa_recency,0,temperature,0.029838830733064457,0.02714245789347403,isotonic,isotonic
assist2009,question,classical,pfa_recency,1,none,0.02129856307032397,0.02071464612033507,isotonic,isotonic
assist2009,question,classical,pfa_recency,1,platt,0.03096064846154325,0.02902913157030116,isotonic,isotonic
assist2009,question,classical,pfa_recency,1,isotonic,0.011447581519598167,0.01010823974863109,isotonic,isotonic
assist2009,question,classical,pfa_recency,1,temperature,0.026452932179180967,0.02542563921546826,isotonic,isotonic
assist2009,question,classical,pfa_recency,2,none,0.022785973036810247,0.02172006714536059,isotonic,isotonic
assist2009,question,classical,pfa_recency,2,platt,0.03685738089006109,0.03962510672631596,isotonic,isotonic
assist2009,question,classical,pfa_recency,2,isotonic,0.017666543130706768,0.018560134971230272,isotonic,isotonic
assist2009,question,classical,pfa_recency,2,temperature,0.03300366184960174,0.030261705268563234,isotonic,isotonic
assist2009,question,classical,pfa_recency,3,none,0.01964588596911202,0.019754656264253344,isotonic,isotonic
assist2009,question,classical,pfa_recency,3,platt,0.03324713535054156,0.0345224524456184,isotonic,isotonic
assist2009,question,classical,pfa_recency,3,isotonic,0.015726125194359078,0.015753948023805055,isotonic,isotonic
assist2009,question,classical,pfa_recency,3,temperature,0.02872859377636306,0.027697199894970506,isotonic,isotonic
assist2009,question,classical,pfa_recency,4,none,0.020478428936349848,0.020269196361414343,isotonic,isotonic
assist2009,question,classical,pfa_recency,4,platt,0.03230163229547986,0.029851412045292017,isotonic,isotonic
assist2009,question,classical,pfa_recency,4,isotonic,0.009563379112358312,0.009716997315345253,isotonic,isotonic
assist2009,question,classical,pfa_recency,4,temperature,0.028680243134744834,0.02749515367777709,isotonic,isotonic
assist2009,question,classical,elorasch,0,none,0.06463177057865391,0.06522278278841533,isotonic,platt
assist2009,question,classical,elorasch,0,platt,0.009612672571154062,0.009531039292229556,isotonic,platt
assist2009,question,classical,elorasch,0,isotonic,0.007594704742551078,0.010918875160455834,isotonic,platt
assist2009,question,classical,elorasch,0,temperature,0.02572584178497345,0.02684311521686449,isotonic,platt
assist2009,question,classical,elorasch,1,none,0.061891128855077936,0.06404744664495593,isotonic,isotonic
assist2009,question,classical,elorasch,1,platt,0.007201805217282465,0.00847264290452563,isotonic,isotonic
assist2009,question,classical,elorasch,1,isotonic,0.0057941857425661755,0.0071661344543172715,isotonic,isotonic
assist2009,question,classical,elorasch,1,temperature,0.02562157983831,0.026575120561013212,isotonic,isotonic
assist2009,question,classical,elorasch,2,none,0.062393522142799134,0.06427509421518345,platt,platt
assist2009,question,classical,elorasch,2,platt,0.006294274959158302,0.006433489051211061,platt,platt
assist2009,question,classical,elorasch,2,isotonic,0.008985303105518582,0.007790692997844457,platt,platt
assist2009,question,classical,elorasch,2,temperature,0.026116958328879874,0.02584620035575144,platt,platt
assist2009,question,classical,elorasch,3,none,0.06341872480208628,0.06492795779087372,isotonic,isotonic
assist2009,question,classical,elorasch,3,platt,0.010567237710625281,0.013514230637813568,isotonic,isotonic
assist2009,question,classical,elorasch,3,isotonic,0.008998661779268575,0.009888827826046154,isotonic,isotonic
assist2009,question,classical,elorasch,3,temperature,0.026668071376665707,0.02885553682374363,isotonic,isotonic
assist2009,question,classical,elorasch,4,none,0.06250959716589143,0.064393474353581,platt,platt
assist2009,question,classical,elorasch,4,platt,0.007226356411974962,0.008899330248275023,platt,platt
assist2009,question,classical,elorasch,4,isotonic,0.01280538834804331,0.011561751110250464,platt,platt
assist2009,question,classical,elorasch,4,temperature,0.026611393333166315,0.02764028336743103,platt,platt
assist2012,concept,deep,dkt,0,none,0.00733443958922635,0.007334439589226397,platt,platt
assist2012,concept,deep,dkt,0,platt,0.0014745746934751354,0.0016161404154830532,platt,platt
assist2012,concept,deep,dkt,0,isotonic,0.0018169537277223755,0.0026365887230313362,platt,platt
assist2012,concept,deep,dkt,0,temperature,0.003900915422952877,0.004398698254742032,platt,platt
assist2012,concept,deep,dkt,1,none,0.004062615311561589,0.0037678372706220296,isotonic,platt
assist2012,concept,deep,dkt,1,platt,0.0023714329165505314,0.0023090095275332253,isotonic,platt
assist2012,concept,deep,dkt,1,isotonic,0.0023389932651084896,0.0027739289927456745,isotonic,platt
assist2012,concept,deep,dkt,1,temperature,0.003366175249995555,0.0038142203966487556,isotonic,platt
assist2012,concept,deep,dkt,2,none,0.003411174189277672,0.0031831179684025843,isotonic,platt
assist2012,concept,deep,dkt,2,platt,0.0026035753058658733,0.0021874745178627007,isotonic,platt
assist2012,concept,deep,dkt,2,isotonic,0.00205412019124708,0.002679515455920697,isotonic,platt
assist2012,concept,deep,dkt,2,temperature,0.0028100908667433996,0.002531261244952791,isotonic,platt
assist2012,concept,deep,dkt,3,none,0.0027990982008084305,0.002799098200808447,isotonic,platt
assist2012,concept,deep,dkt,3,platt,0.002824361602418297,0.0024646250963342798,isotonic,platt
assist2012,concept,deep,dkt,3,isotonic,0.0019205243690118088,0.0028487869837938583,isotonic,platt
assist2012,concept,deep,dkt,3,temperature,0.0024720370061368222,0.0024720370061359007,isotonic,platt
assist2012,concept,deep,dkt,4,none,0.010044976934628259,0.010044976934628228,platt,platt
assist2012,concept,deep,dkt,4,platt,0.0012198512727260625,0.0015551250815592258,platt,platt
assist2012,concept,deep,dkt,4,isotonic,0.002033991872261407,0.0019292491492146726,platt,platt
assist2012,concept,deep,dkt,4,temperature,0.003555836577730091,0.0036118707296003217,platt,platt
assist2012,concept,deep,sakt,0,none,0.007014077722941315,0.00707938082223402,isotonic,isotonic
assist2012,concept,deep,sakt,0,platt,0.0033214177078866977,0.0033055684037597262,isotonic,isotonic
assist2012,concept,deep,sakt,0,isotonic,0.0014683367936787607,0.0021169613551379066,isotonic,isotonic
assist2012,concept,deep,sakt,0,temperature,0.007857236515999733,0.007770506353327045,isotonic,isotonic
assist2012,concept,deep,sakt,1,none,0.012012684953517152,0.011791475699119234,isotonic,isotonic
assist2012,concept,deep,sakt,1,platt,0.004432183880056274,0.0044017663631723165,isotonic,isotonic
assist2012,concept,deep,sakt,1,isotonic,0.0031506238818682386,0.0034949449911454798,isotonic,isotonic
assist2012,concept,deep,sakt,1,temperature,0.005228355597519534,0.006036389334393119,isotonic,isotonic
assist2012,concept,deep,sakt,2,none,0.00930167440183071,0.009448310283390035,isotonic,isotonic
assist2012,concept,deep,sakt,2,platt,0.005456971719979631,0.005099419645556326,isotonic,isotonic
assist2012,concept,deep,sakt,2,isotonic,0.003691685417274694,0.0026706963067276383,isotonic,isotonic
assist2012,concept,deep,sakt,2,temperature,0.006613776415687303,0.007117266704109586,isotonic,isotonic
assist2012,concept,deep,sakt,3,none,0.007886583676008288,0.008144570999668772,isotonic,isotonic
assist2012,concept,deep,sakt,3,platt,0.00571450675407381,0.005890694684404816,isotonic,isotonic
assist2012,concept,deep,sakt,3,isotonic,0.0036388544452540398,0.0037075505624875865,isotonic,isotonic
assist2012,concept,deep,sakt,3,temperature,0.007238225754028336,0.007503250772602756,isotonic,isotonic
assist2012,concept,deep,sakt,4,none,0.025628893930610058,0.025467851201921538,isotonic,isotonic
assist2012,concept,deep,sakt,4,platt,0.004084308677190616,0.004047058661041858,isotonic,isotonic
assist2012,concept,deep,sakt,4,isotonic,0.0014704403236961716,0.0015126956261962503,isotonic,isotonic
assist2012,concept,deep,sakt,4,temperature,0.005563026280813438,0.004857116307536164,isotonic,isotonic
assist2012,concept,deep,akt,0,none,0.014982328060999452,0.014942619733217394,platt,platt
assist2012,concept,deep,akt,0,platt,0.001525833427794468,0.0016172327513632246,platt,platt
assist2012,concept,deep,akt,0,isotonic,0.001851211951803164,0.0017364463132303188,platt,platt
assist2012,concept,deep,akt,0,temperature,0.0048090854176744595,0.004552979084552646,platt,platt
assist2012,concept,deep,akt,1,none,0.014893701045132421,0.015017208438643117,platt,platt
assist2012,concept,deep,akt,1,platt,0.0019974084116476105,0.0018638583544875113,platt,platt
assist2012,concept,deep,akt,1,isotonic,0.002768246083518108,0.002868545244391547,platt,platt
assist2012,concept,deep,akt,1,temperature,0.004180233917740877,0.004071437926253601,platt,platt
assist2012,concept,deep,akt,2,none,0.014594792535657547,0.014765491338852622,isotonic,platt
assist2012,concept,deep,akt,2,platt,0.002428562311073722,0.0018035362796666938,isotonic,platt
assist2012,concept,deep,akt,2,isotonic,0.002125104448225432,0.0025890286809523207,isotonic,platt
assist2012,concept,deep,akt,2,temperature,0.0026110229342572104,0.002766226526340198,isotonic,platt
assist2012,concept,deep,akt,3,none,0.01399390726731168,0.014140388800520983,platt,platt
assist2012,concept,deep,akt,3,platt,0.0020187438307270617,0.0016314194382629399,platt,platt
assist2012,concept,deep,akt,3,isotonic,0.00219695868553471,0.002895735956270349,platt,platt
assist2012,concept,deep,akt,3,temperature,0.002191131267664149,0.001898849181501073,platt,platt
assist2012,concept,deep,akt,4,none,0.012408899082193591,0.012387974356343265,platt,platt
assist2012,concept,deep,akt,4,platt,0.0005990677770281811,0.0007482458906541516,platt,platt
assist2012,concept,deep,akt,4,isotonic,0.0018666050303576297,0.001999033268831828,platt,platt
assist2012,concept,deep,akt,4,temperature,0.004283971151737808,0.004307748250332729,platt,platt
assist2012,concept,deep,simplekt,0,none,0.017429344812549437,0.017807443914000395,isotonic,isotonic
assist2012,concept,deep,simplekt,0,platt,0.00296305909383362,0.003147889274445396,isotonic,isotonic
assist2012,concept,deep,simplekt,0,isotonic,0.0017542852221148894,0.00149697289797537,isotonic,isotonic
assist2012,concept,deep,simplekt,0,temperature,0.017176576498775655,0.017532969016299634,isotonic,isotonic
assist2012,concept,deep,simplekt,1,none,0.01906458293118119,0.019255791279848226,isotonic,isotonic
assist2012,concept,deep,simplekt,1,platt,0.0015780055334167395,0.0027956538890207727,isotonic,isotonic
assist2012,concept,deep,simplekt,1,isotonic,0.0015184862394203315,0.0013792740431273413,isotonic,isotonic
assist2012,concept,deep,simplekt,1,temperature,0.018955002352448267,0.019126384070175455,isotonic,isotonic
assist2012,concept,deep,simplekt,2,none,0.00825049529158506,0.008376344797502055,isotonic,isotonic
assist2012,concept,deep,simplekt,2,platt,0.0053377362974783476,0.005262952985931633,isotonic,isotonic
assist2012,concept,deep,simplekt,2,isotonic,0.001990736129650325,0.001401832831026195,isotonic,isotonic
assist2012,concept,deep,simplekt,2,temperature,0.005918801409969062,0.006292838992834406,isotonic,isotonic
assist2012,concept,deep,simplekt,3,none,0.015161573310168748,0.015303317245038353,isotonic,isotonic
assist2012,concept,deep,simplekt,3,platt,0.0031544134723212546,0.003074158650420392,isotonic,isotonic
assist2012,concept,deep,simplekt,3,isotonic,0.0026113698856726447,0.0025881321703404006,isotonic,isotonic
assist2012,concept,deep,simplekt,3,temperature,0.014954729997339296,0.015273987370446175,isotonic,isotonic
assist2012,concept,deep,simplekt,4,none,0.01586400027242074,0.015624346002921577,isotonic,isotonic
assist2012,concept,deep,simplekt,4,platt,0.005426315539568498,0.004988139154274248,isotonic,isotonic
assist2012,concept,deep,simplekt,4,isotonic,0.001384523705459907,0.001674022182877569,isotonic,isotonic
assist2012,concept,deep,simplekt,4,temperature,0.011036451060208046,0.011103960031556883,isotonic,isotonic
assist2012,question,deep,dkt,0,none,0.007334638034498787,0.007334638034498134,platt,platt
assist2012,question,deep,dkt,0,platt,0.001480894172796246,0.0016669023284298246,platt,platt
assist2012,question,deep,dkt,0,isotonic,0.001882218936421094,0.002503362161653876,platt,platt
assist2012,question,deep,dkt,0,temperature,0.003890551738021839,0.00440993672224452,platt,platt
assist2012,question,deep,dkt,1,none,0.004071635014464362,0.0037678802134728075,isotonic,platt
assist2012,question,deep,dkt,1,platt,0.002386991240121594,0.0023088406270041196,isotonic,platt
assist2012,question,deep,dkt,1,isotonic,0.0023431039466191416,0.0028382019140796104,isotonic,platt
assist2012,question,deep,dkt,1,temperature,0.0033612260386068145,0.003803064052757805,isotonic,platt
assist2012,question,deep,dkt,2,none,0.0034123983607158266,0.003186955475510482,isotonic,platt
assist2012,question,deep,dkt,2,platt,0.0026029264147804333,0.0021689463010381256,isotonic,platt
assist2012,question,deep,dkt,2,isotonic,0.002028849484316957,0.0025389140102989294,isotonic,platt
assist2012,question,deep,dkt,2,temperature,0.002800887393813081,0.002535099041853571,isotonic,platt
assist2012,question,deep,dkt,3,none,0.002799101078743443,0.0027991010787428135,isotonic,platt
assist2012,question,deep,dkt,3,platt,0.00281459321092685,0.002442154053069428,isotonic,platt
assist2012,question,deep,dkt,3,isotonic,0.0019038974930571252,0.002801293606905819,isotonic,platt
assist2012,question,deep,dkt,3,temperature,0.002471988232466199,0.002471988232466091,isotonic,platt
assist2012,question,deep,dkt,4,none,0.010044972737632428,0.01004497273763401,platt,platt
assist2012,question,deep,dkt,4,platt,0.0012045871482757441,0.0015588964493867725,platt,platt
assist2012,question,deep,dkt,4,isotonic,0.002043531612645796,0.0021030371102459264,platt,platt
assist2012,question,deep,dkt,4,temperature,0.003549446665979618,0.003603023619267839,platt,platt
assist2012,question,deep,sakt,0,none,0.0070240975811770206,0.007090619619576643,isotonic,isotonic
