dataset,granularity,family,model,fold,method,ece_equal_width,ece_equal_mass,best_equal_width,best_equal_mass
assist2012,question,deep,sakt,0,platt,0.0033198687172426304,0.0033332716484093653,isotonic,isotonic
assist2012,question,deep,sakt,0,isotonic,0.001471787841390351,0.0018408115568971397,isotonic,isotonic
assist2012,question,deep,sakt,0,temperature,0.007857277967548345,0.007770546085713933,isotonic,isotonic
assist2012,question,deep,sakt,1,none,0.012004608766860162,0.011795351687319402,isotonic,isotonic
assist2012,question,deep,sakt,1,platt,0.0044284085881253045,0.004395047995897863,isotonic,isotonic
assist2012,question,deep,sakt,1,isotonic,0.0031809003730559307,0.0034186214449695457,isotonic,isotonic
assist2012,question,deep,sakt,1,temperature,0.005231743363758817,0.006028958487820848,isotonic,isotonic
assist2012,question,deep,sakt,2,none,0.009292452157952068,0.009459606742935445,isotonic,isotonic
assist2012,question,deep,sakt,2,platt,0.0054487190041070015,0.005099425770559747,isotonic,isotonic
assist2012,question,deep,sakt,2,isotonic,0.003684489707029367,0.0028000725272964333,isotonic,isotonic
assist2012,question,deep,sakt,2,temperature,0.006616021288404559,0.007132207585262354,isotonic,isotonic
assist2012,question,deep,sakt,3,none,0.007879482621289723,0.008125958286621384,isotonic,isotonic
assist2012,question,deep,sakt,3,platt,0.005703230962405455,0.005879405603052706,isotonic,isotonic
assist2012,question,deep,sakt,3,isotonic,0.0035961631956297445,0.0038478166931099423,isotonic,isotonic
assist2012,question,deep,sakt,3,temperature,0.007231067377073109,0.007465809121523538,isotonic,isotonic
assist2012,question,deep,sakt,4,none,0.025632309308004777,0.02546789718832951,isotonic,isotonic
assist2012,question,deep,sakt,4,platt,0.0040820768612005835,0.004032031588690199,isotonic,isotonic
assist2012,question,deep,sakt,4,isotonic,0.0013729054773294672,0.001718600048266876,isotonic,isotonic
assist2012,question,deep,sakt,4,temperature,0.0055532770898595015,0.004845827633207133,isotonic,isotonic
assist2012,question,deep,akt,0,none,0.014994977494324442,0.014927675731737571,platt,platt
assist2012,question,deep,akt,0,platt,0.001521877509248502,0.0015948318657710851,platt,platt
assist2012,question,deep,akt,0,isotonic,0.001847153612434447,0.002064320446824603,platt,platt
assist2012,question,deep,akt,0,temperature,0.004804895151115772,0.004553153615810356,platt,platt
assist2012,question,deep,akt,1,none,0.014901956212330947,0.015020981669020151,platt,platt
assist2012,question,deep,akt,1,platt,0.002010390491820786,0.0018596888613522794,platt,platt
assist2012,question,deep,akt,1,isotonic,0.0027338404316571913,0.0027694982567785646,platt,platt
assist2012,question,deep,akt,1,temperature,0.004195209874156271,0.004059985045012531,platt,platt
assist2012,question,deep,akt,2,none,0.014592956740231451,0.01476925499032802,isotonic,platt
assist2012,question,deep,akt,2,platt,0.002406040254656773,0.0018142134628402443,isotonic,platt
assist2012,question,deep,akt,2,isotonic,0.002122681980783147,0.00258489774432208,isotonic,platt
assist2012,question,deep,akt,2,temperature,0.002619030509063254,0.00275138401282157,isotonic,platt
assist2012,question,deep,akt,3,none,0.014001369367284787,0.014136657855907708,platt,platt
assist2012,question,deep,akt,3,platt,0.0020207078387291673,0.0016265483311708156,platt,platt
assist2012,question,deep,akt,3,isotonic,0.002215162813011216,0.0026287958850875147,platt,platt
assist2012,question,deep,akt,3,temperature,0.0021856281064016633,0.001905413972055614,platt,platt
assist2012,question,deep,akt,4,none,0.012414885083951504,0.012410374248955832,platt,platt
assist2012,question,deep,akt,4,platt,0.0005830923339792169,0.0007555960978701653,platt,platt
assist2012,question,deep,akt,4,isotonic,0.0018426502845407154,0.0016946019642884273,platt,platt
assist2012,question,deep,akt,4,temperature,0.004293165360929831,0.004308051944571099,platt,platt
assist2012,question,deep,simplekt,0,none,0.01743641162721648,0.017814897954996092,isotonic,isotonic
assist2012,question,deep,simplekt,0,platt,0.0029623073003907847,0.0031553809720864688,isotonic,isotonic
assist2012,question,deep,simplekt,0,isotonic,0.001782743790492161,0.0013963211632152337,isotonic,isotonic
assist2012,question,deep,simplekt,0,temperature,0.01716950424317908,0.01754046745589502,isotonic,isotonic
assist2012,question,deep,simplekt,1,none,0.019074716417297872,0.01925585492653245,isotonic,isotonic
assist2012,question,deep,simplekt,1,platt,0.0015951305336626938,0.002803140009204272,isotonic,isotonic
assist2012,question,deep,simplekt,1,isotonic,0.0014993504645697084,0.001922432154139091,isotonic,isotonic
assist2012,question,deep,simplekt,1,temperature,0.01895473480904086,0.019126499679700374,isotonic,isotonic
assist2012,question,deep,simplekt,2,none,0.00825488418857309,0.008394900268053496,isotonic,isotonic
assist2012,question,deep,simplekt,2,platt,0.005328788126794586,0.005266697867231069,isotonic,isotonic
assist2012,question,deep,simplekt,2,isotonic,0.0019473050027715994,0.001255462204678246,isotonic,isotonic
assist2012,question,deep,simplekt,2,temperature,0.005922478362593447,0.0062778557595833395,isotonic,isotonic
assist2012,question,deep,simplekt,3,none,0.015157823450299536,0.01529211732424026,isotonic,isotonic
assist2012,question,deep,simplekt,3,platt,0.003155915175022478,0.003059232883506741,isotonic,isotonic
assist2012,question,deep,simplekt,3,isotonic,0.002641907546108689,0.002619083965445635,isotonic,isotonic
assist2012,question,deep,simplekt,3,temperature,0.014940158211925368,0.015262788188311702,isotonic,isotonic
assist2012,question,deep,simplekt,4,none,0.01586541214392443,0.01563176835103254,isotonic,isotonic
assist2012,question,deep,simplekt,4,platt,0.005434112621425569,0.004984360983815801,isotonic,isotonic
assist2012,question,deep,simplekt,4,isotonic,0.001476671828047621,0.0016404048710766301,isotonic,isotonic
assist2012,question,deep,simplekt,4,temperature,0.011029707376120447,0.011096502224501275,isotonic,isotonic
assist2012,question,classical,bkt,0,none,0.007340657323178424,0.007531866911443759,isotonic,isotonic
assist2012,question,classical,bkt,0,platt,0.005249609897270944,0.007252206752611037,isotonic,isotonic
assist2012,question,classical,bkt,0,isotonic,0.002893735586822162,0.0034642985826036942,isotonic,isotonic
assist2012,question,classical,bkt,0,temperature,0.005311990277403342,0.007225691113257601,isotonic,isotonic
assist2012,question,classical,bkt,1,none,0.006948951645808222,0.00649187622318456,isotonic,isotonic
assist2012,question,classical,bkt,1,platt,0.005475004240634651,0.005867656471787308,isotonic,isotonic
assist2012,question,classical,bkt,1,isotonic,0.0025472864324056657,0.0026969571035101664,isotonic,isotonic
assist2012,question,classical,bkt,1,temperature,0.005697026897049316,0.005593319453140745,isotonic,isotonic
assist2012,question,classical,bkt,2,none,0.0066292832858996145,0.0064682783584124335,isotonic,isotonic
assist2012,question,classical,bkt,2,platt,0.0063923169712202,0.0071007443921860414,isotonic,isotonic
assist2012,question,classical,bkt,2,isotonic,0.0033557343887967214,0.003626381271184094,isotonic,isotonic
assist2012,question,classical,bkt,2,temperature,0.006674548712622846,0.0065013313362740814,isotonic,isotonic
assist2012,question,classical,bkt,3,none,0.006461021247174903,0.007254456245492919,isotonic,isotonic
assist2012,question,classical,bkt,3,platt,0.0060193142915585625,0.006579125039276988,isotonic,isotonic
assist2012,question,classical,bkt,3,isotonic,0.0031673869530053893,0.004091030297598919,isotonic,isotonic
assist2012,question,classical,bkt,3,temperature,0.005648115844874902,0.006611588160701076,isotonic,isotonic
assist2012,question,classical,bkt,4,none,0.006844411418062448,0.0071288648150429415,isotonic,isotonic
assist2012,question,classical,bkt,4,platt,0.005275567556958901,0.006227019349023618,isotonic,isotonic
assist2012,question,classical,bkt,4,isotonic,0.0028222701917250594,0.003995632775833011,isotonic,isotonic
assist2012,question,classical,bkt,4,temperature,0.004923656970910359,0.006225072328879226,isotonic,isotonic
assist2012,question,classical,pfa,0,none,0.013489822220156576,0.011281457195206545,isotonic,isotonic
assist2012,question,classical,pfa,0,platt,0.0158315306120221,0.013543632628645346,isotonic,isotonic
assist2012,question,classical,pfa,0,isotonic,0.0014185109745155512,0.0023976982813718193,isotonic,isotonic
assist2012,question,classical,pfa,0,temperature,0.01423744227480683,0.011941705855772363,isotonic,isotonic
assist2012,question,classical,pfa,1,none,0.014454605040885337,0.012674292956296813,isotonic,isotonic
assist2012,question,classical,pfa,1,platt,0.015355859181243292,0.013407487330361064,isotonic,isotonic
assist2012,question,classical,pfa,1,isotonic,0.002247665675317099,0.0027796375678608323,isotonic,isotonic
assist2012,question,classical,pfa,1,temperature,0.014523770076234328,0.012640024578708262,isotonic,isotonic
assist2012,question,classical,pfa,2,none,0.014019052337500316,0.012094306827551578,isotonic,isotonic
assist2012,question,classical,pfa,2,platt,0.014333263980666675,0.012633733295948402,isotonic,isotonic
assist2012,question,classical,pfa,2,isotonic,0.0027083669032475443,0.002503394496863914,isotonic,isotonic
assist2012,question,classical,pfa,2,temperature,0.014063743111618152,0.012037383417567639,isotonic,isotonic
assist2012,question,classical,pfa,3,none,0.014422756525930737,0.012392013979303115,isotonic,isotonic
assist2012,question,classical,pfa,3,platt,0.017182199495380527,0.015004406498895848,isotonic,isotonic
assist2012,question,classical,pfa,3,isotonic,0.0022758797086809483,0.002841136233301712,isotonic,isotonic
assist2012,question,classical,pfa,3,temperature,0.015018773869454933,0.012674784715898132,isotonic,isotonic
assist2012,question,classical,pfa,4,none,0.013770379890415256,0.011966584389448117,isotonic,isotonic
assist2012,question,classical,pfa,4,platt,0.01576992469151665,0.013761478911792274,isotonic,isotonic
assist2012,question,classical,pfa,4,isotonic,0.003376443988336228,0.0037460198487011716,isotonic,isotonic
assist2012,question,classical,pfa,4,temperature,0.015193506783092114,0.013127816886089683,isotonic,isotonic
assist2012,question,classical,pfa_recency,0,none,0.008978607196700876,0.007605207270303853,isotonic,isotonic
assist2012,question,classical,pfa_recency,0,platt,0.01198196427210351,0.01035808061874,isotonic,isotonic
assist2012,question,classical,pfa_recency,0,isotonic,0.0030073593832620218,0.003109776164832218,isotonic,isotonic
assist2012,question,classical,pfa_recency,0,temperature,0.010340096078419165,0.008641272830163612,isotonic,isotonic
assist2012,question,classical,pfa_recency,1,none,0.010376440837476712,0.009496557060455052,isotonic,isotonic
assist2012,question,classical,pfa_recency,1,platt,0.010893712439302027,0.009963964831554512,isotonic,isotonic
assist2012,question,classical,pfa_recency,1,isotonic,0.001698679699654692,0.0019869627045614787,isotonic,isotonic
assist2012,question,classical,pfa_recency,1,temperature,0.010237836729477987,0.009371890194631017,isotonic,isotonic
assist2012,question,classical,pfa_recency,2,none,0.009647792171606289,0.00866025750037748,isotonic,isotonic
assist2012,question,classical,pfa_recency,2,platt,0.010291982523528113,0.008997280416299092,isotonic,isotonic
assist2012,question,classical,pfa_recency,2,isotonic,0.0022049771478214997,0.002314421266962676,isotonic,isotonic
assist2012,question,classical,pfa_recency,2,temperature,0.009447532846318229,0.008393479891065972,isotonic,isotonic
assist2012,question,classical,pfa_recency,3,none,0.009948566632041725,0.008875717730502409,isotonic,isotonic
assist2012,question,classical,pfa_recency,3,platt,0.012340083313997557,0.010964450079864633,isotonic,isotonic
assist2012,question,classical,pfa_recency,3,isotonic,0.0022403351144013174,0.0028314583809023906,isotonic,isotonic
assist2012,question,classical,pfa_recency,3,temperature,0.010510887823067014,0.009372850380675587,isotonic,isotonic
assist2012,question,classical,pfa_recency,4,none,0.009797741977716849,0.009294843148648386,isotonic,isotonic
assist2012,question,classical,pfa_recency,4,platt,0.01104311544629486,0.010483503465312329,isotonic,isotonic
assist2012,question,classical,pfa_recency,4,isotonic,0.003276307705445055,0.004868107940055771,isotonic,isotonic
assist2012,question,classical,pfa_recency,4,temperature,0.01087960979999849,0.010334835570982385,isotonic,isotonic
assist2012,question,classical,elorasch,0,none,0.04803648646244095,0.048544948784555966,isotonic,isotonic
assist2012,question,classical,elorasch,0,platt,0.003843318944610915,0.004555263176871621,isotonic,isotonic
assist2012,question,classical,elorasch,0,isotonic,0.002779557326080999,0.0037651795458871922,isotonic,isotonic
assist2012,question,classical,elorasch,0,temperature,0.007008599541982592,0.007942671726163097,isotonic,isotonic
assist2012,question,classical,elorasch,1,none,0.047326209806491396,0.0476845711220204,isotonic,isotonic
assist2012,question,classical,elorasch,1,platt,0.004559065495995315,0.005740406618580213,isotonic,isotonic
assist2012,question,classical,elorasch,1,isotonic,0.002362972052461364,0.002648170474385398,isotonic,isotonic
assist2012,question,classical,elorasch,1,temperature,0.007289085202195799,0.00794072018340056,isotonic,isotonic
assist2012,question,classical,elorasch,2,none,0.04658045679411992,0.046944276118165276,isotonic,isotonic
assist2012,question,classical,elorasch,2,platt,0.005000030283774465,0.006159503287300873,isotonic,isotonic
assist2012,question,classical,elorasch,2,isotonic,0.0016446149053240436,0.002191392916716899,isotonic,isotonic
assist2012,question,classical,elorasch,2,temperature,0.007430021304271525,0.008181584691475488,isotonic,isotonic
assist2012,question,classical,elorasch,3,none,0.04863166046865498,0.04881437221759355,isotonic,isotonic
assist2012,question,classical,elorasch,3,platt,0.005128276673815171,0.005714178602758812,isotonic,isotonic
assist2012,question,classical,elorasch,3,isotonic,0.0027438219297894985,0.003370582953654239,isotonic,isotonic
assist2012,question,classical,elorasch,3,temperature,0.007354802190336316,0.007674988010376315,isotonic,isotonic
assist2012,question,classical,elorasch,4,none,0.04681261299856168,0.0473007807685696,isotonic,isotonic
assist2012,question,classical,elorasch,4,platt,0.003930598965661587,0.004694963332070188,isotonic,isotonic
assist2012,question,classical,elorasch,4,isotonic,0.0022715455373944022,0.0026307704836366036,isotonic,isotonic
assist2012,question,classical,elorasch,4,temperature,0.007331510089919541,0.008076572062896617,isotonic,isotonic
assist2015,concept,deep,dkt,0,none,0.010169932583917777,0.010349431128132176,isotonic,isotonic
assist2015,concept,deep,dkt,0,platt,0.004076386511636741,0.004758382258932637,isotonic,isotonic
assist2015,concept,deep,dkt,0,isotonic,0.003941079160364768,0.0044557656493018375,isotonic,isotonic
assist2015,concept,deep,dkt,0,temperature,0.010071663574524069,0.010029812202879242,isotonic,isotonic
assist2015,concept,deep,dkt,1,none,0.00846752448836041,0.008253372549905283,isotonic,isotonic
assist2015,concept,deep,dkt,1,platt,0.004182708141298991,0.004652581222142365,isotonic,isotonic
assist2015,concept,deep,dkt,1,isotonic,0.0038106940958486327,0.00330974275470827,isotonic,isotonic
assist2015,concept,deep,dkt,1,temperature,0.005603081663755017,0.005576481819529539,isotonic,isotonic
assist2015,concept,deep,dkt,2,none,0.009897714989708024,0.010430105037511598,platt,platt
assist2015,concept,deep,dkt,2,platt,0.00407677770689845,0.004677753355802492,platt,platt
assist2015,concept,deep,dkt,2,isotonic,0.0048401153294741995,0.005204586852532709,platt,platt
assist2015,concept,deep,dkt,2,temperature,0.00948741742078313,0.009736533309752219,platt,platt
assist2015,concept,deep,dkt,3,none,0.009877009624176886,0.010091660656207648,isotonic,isotonic
assist2015,concept,deep,dkt,3,platt,0.004718396742930133,0.004674473358615246,isotonic,isotonic
assist2015,concept,deep,dkt,3,isotonic,0.002230945009480464,0.0033116599435017175,isotonic,isotonic
assist2015,concept,deep,dkt,3,temperature,0.00930260429431786,0.009339607122613022,isotonic,isotonic
assist2015,concept,deep,dkt,4,none,0.0060607287765950466,0.006303022315024213,temperature,temperature
assist2015,concept,deep,dkt,4,platt,0.005214198094708904,0.0055816386083028515,temperature,temperature
assist2015,concept,deep,dkt,4,isotonic,0.004265828009506384,0.005358662376525265,temperature,temperature
assist2015,concept,deep,dkt,4,temperature,0.002510625399840724,0.002812805477517213,temperature,temperature
assist2015,concept,deep,sakt,0,none,0.01793081436119796,0.018453530809468717,platt,isotonic
assist2015,concept,deep,sakt,0,platt,0.004442332326964232,0.00506588729736684,platt,isotonic
assist2015,concept,deep,sakt,0,isotonic,0.004992105592376062,0.004168119112832521,platt,isotonic
assist2015,concept,deep,sakt,0,temperature,0.004661611374067854,0.0053319887850133306,platt,isotonic
assist2015,concept,deep,sakt,1,none,0.016210547701291333,0.016353182975801538,isotonic,platt
assist2015,concept,deep,sakt,1,platt,0.005158238928638502,0.0045891066801680225,isotonic,platt
assist2015,concept,deep,sakt,1,isotonic,0.004901221027233545,0.005024213240582067,isotonic,platt
assist2015,concept,deep,sakt,1,temperature,0.007287651125735587,0.007524889356527586,isotonic,platt
assist2015,concept,deep,sakt,2,none,0.023231919908354035,0.0229944540797748,platt,platt
assist2015,concept,deep,sakt,2,platt,0.00524121342582212,0.006232785219502775,platt,platt
assist2015,concept,deep,sakt,2,isotonic,0.006327464519325971,0.0062432522246102075,platt,platt
assist2015,concept,deep,sakt,2,temperature,0.007145448465653229,0.007966243240974502,platt,platt
assist2015,concept,deep,sakt,3,none,0.024044089229820407,0.02351894319466881,isotonic,isotonic
assist2015,concept,deep,sakt,3,platt,0.005305106768290673,0.00595181291183358,isotonic,isotonic
assist2015,concept,deep,sakt,3,isotonic,0.004115739244370199,0.004032533685550634,isotonic,isotonic
assist2015,concept,deep,sakt,3,temperature,0.008671051039632179,0.00897518591710435,isotonic,isotonic
assist2015,concept,deep,sakt,4,none,0.018366832611838805,0.017291496999613153,isotonic,isotonic
assist2015,concept,deep,sakt,4,platt,0.008180372823382638,0.008006631571165938,isotonic,isotonic
assist2015,concept,deep,sakt,4,isotonic,0.005595101316318244,0.0056442568991110845,isotonic,isotonic
assist2015,concept,deep,sakt,4,temperature,0.007611949293676335,0.007133830701648591,isotonic,isotonic
assist2015,concept,deep,akt,0,none,0.010453263580218078,0.010453431085646663,isotonic,platt
assist2015,concept,deep,akt,0,platt,0.003830892932980222,0.003204162343117517,isotonic,platt
assist2015,concept,deep,akt,0,isotonic,0.0035757968905397153,0.004845534499906578,isotonic,platt
assist2015,concept,deep,akt,0,temperature,0.00398646214557034,0.004636539809505415,isotonic,platt
assist2015,concept,deep,akt,1,none,0.009313152256533374,0.009251824958939447,platt,platt
assist2015,concept,deep,akt,1,platt,0.003769844670262703,0.003209029531424266,platt,platt
assist2015,concept,deep,akt,1,isotonic,0.0049620943189855535,0.005016315968352221,platt,platt
assist2015,concept,deep,akt,1,temperature,0.0038933843131256987,0.003809066145658618,platt,platt
assist2015,concept,deep,akt,2,none,0.00801587417889812,0.008420097939078873,platt,platt
assist2015,concept,deep,akt,2,platt,0.003055995321078736,0.0027361534085235148,platt,platt
assist2015,concept,deep,akt,2,isotonic,0.00408679673242298,0.004803533358024084,platt,platt
assist2015,concept,deep,akt,2,temperature,0.004210235822928384,0.00384935217059512,platt,platt
assist2015,concept,deep,akt,3,none,0.009175667836781682,0.009285933425624768,platt,platt
assist2015,concept,deep,akt,3,platt,0.0026009370300525214,0.003518768926160564,platt,platt
assist2015,concept,deep,akt,3,isotonic,0.0034056637078867186,0.0035532115054386273,platt,platt
assist2015,concept,deep,akt,3,temperature,0.004075128834290807,0.004538965474634096,platt,platt
assist2015,concept,deep,akt,4,none,0.009275667007387687,0.008466227392332142,temperature,temperature
assist2015,concept,deep,akt,4,platt,0.004629992844073122,0.005395272339171171,temperature,temperature
assist2015,concept,deep,akt,4,isotonic,0.004779353907847751,0.005321594999657177,temperature,temperature
assist2015,concept,deep,akt,4,temperature,0.0042781025504053175,0.003949521359342121,temperature,temperature
assist2015,concept,deep,simplekt,0,none,0.027523242638697033,0.027286620220912095,isotonic,isotonic
assist2015,concept,deep,simplekt,0,platt,0.006709682548844568,0.006958839847758754,isotonic,isotonic
assist2015,concept,deep,simplekt,0,isotonic,0.0055416724130503275,0.004047230043168829,isotonic,isotonic
assist2015,concept,deep,simplekt,0,temperature,0.019135239967884243,0.020337643709004025,isotonic,isotonic
assist2015,concept,deep,simplekt,1,none,0.014416878456007339,0.014328322360736927,isotonic,isotonic
assist2015,concept,deep,simplekt,1,platt,0.004810560490994155,0.004733492148516095,isotonic,isotonic
assist2015,concept,deep,simplekt,1,isotonic,0.003962887467270335,0.0032825303945284807,isotonic,isotonic
assist2015,concept,deep,simplekt,1,temperature,0.009888733396311243,0.010320785155731989,isotonic,isotonic
assist2015,concept,deep,simplekt,2,none,0.01449465256038645,0.015541221679768891,isotonic,platt
assist2015,concept,deep,simplekt,2,platt,0.006126996465878982,0.005122318213545356,isotonic,platt
assist2015,concept,deep,simplekt,2,isotonic,0.005517623009457703,0.005379073866236116,isotonic,platt
assist2015,concept,deep,simplekt,2,temperature,0.014214153721646574,0.015523652232140453,isotonic,platt
assist2015,concept,deep,simplekt,3,none,0.012932458691519533,0.013684394021389655,platt,isotonic
assist2015,concept,deep,simplekt,3,platt,0.005801325392221998,0.007297503033380157,platt,isotonic
assist2015,concept,deep,simplekt,3,isotonic,0.006178570437210883,0.004820653232837367,platt,isotonic
assist2015,concept,deep,simplekt,3,temperature,0.013037214351373023,0.013740423488109405,platt,isotonic
assist2015,concept,deep,simplekt,4,none,0.031623344135553066,0.031170920218377356,isotonic,isotonic
assist2015,concept,deep,simplekt,4,platt,0.005454720548996508,0.005781161182865634,isotonic,isotonic
assist2015,concept,deep,simplekt,4,isotonic,0.004736402789417031,0.004565093790985367,isotonic,isotonic
assist2015,concept,deep,simplekt,4,temperature,0.006942236266752302,0.006762130489677758,isotonic,isotonic
assist2015,question,classical,bkt,0,none,0.005716207338815891,0.006304528882374066,none,none
assist2015,question,classical,bkt,0,platt,0.0065755206715834465,0.006913754512418762,none,none
assist2015,question,classical,bkt,0,isotonic,0.005838374627810417,0.006490728173751098,none,none
assist2015,question,classical,bkt,0,temperature,0.006903461845904277,0.007454292163993582,none,none
assist2015,question,classical,bkt,1,none,0.006237520487691989,0.006033136855111249,none,none
assist2015,question,classical,bkt,1,platt,0.008206390304539821,0.007986662472129263,none,none
assist2015,question,classical,bkt,1,isotonic,0.0066635900724904065,0.006251508978129605,none,none
assist2015,question,classical,bkt,1,temperature,0.008636865365242557,0.008136703060094333,none,none
assist2015,question,classical,bkt,2,none,0.0057266547608667605,0.006185593963170157,none,isotonic
assist2015,question,classical,bkt,2,platt,0.006977172390588345,0.006181229462588004,none,isotonic
assist2015,question,classical,bkt,2,isotonic,0.006274616512985455,0.005397472706051503,none,isotonic
assist2015,question,classical,bkt,2,temperature,0.007010544025822692,0.007358760471615034,none,isotonic
assist2015,question,classical,bkt,3,none,0.0064325425407126,0.007010736503004613,platt,platt
assist2015,question,classical,bkt,3,platt,0.002514081464501798,0.003955965996542057,platt,platt
assist2015,question,classical,bkt,3,isotonic,0.004977654129647792,0.004542365646048419,platt,platt
assist2015,question,classical,bkt,3,temperature,0.0031197647923887424,0.004919475054455991,platt,platt
assist2015,question,classical,bkt,4,none,0.007720536813389386,0.00687655811916528,temperature,temperature
assist2015,question,classical,bkt,4,platt,0.005736563921814491,0.006416999728630137,temperature,temperature
assist2015,question,classical,bkt,4,isotonic,0.006254631406537202,0.006254050057784293,temperature,temperature
assist2015,question,classical,bkt,4,temperature,0.004065224490797282,0.004611526019636115,temperature,temperature
assist2015,question,classical,pfa,0,none,0.007309787155021244,0.006659059251442202,isotonic,isotonic
assist2015,question,classical,pfa,0,platt,0.007994147260495821,0.007339095877904654,isotonic,isotonic
assist2015,question,classical,pfa,0,isotonic,0.0051703422371063654,0.005630431091529131,isotonic,isotonic
assist2015,question,classical,pfa,0,temperature,0.0074786984354260734,0.0064026882003248966,isotonic,isotonic
assist2015,question,classical,pfa,1,none,0.006858981539620096,0.005351776129760917,none,none
assist2015,question,classical,pfa,1,platt,0.00748513642167575,0.005867977041468397,none,none
assist2015,question,classical,pfa,1,isotonic,0.007297196968852417,0.006492287260962869,none,none
assist2015,question,classical,pfa,1,temperature,0.007090946036316816,0.005493327459450113,none,none
assist2015,question,classical,pfa,2,none,0.00763645469487482,0.006932289779089245,isotonic,isotonic
assist2015,question,classical,pfa,2,platt,0.008557384773258446,0.0075296712790455115,isotonic,isotonic
assist2015,question,classical,pfa,2,isotonic,0.006248860019008056,0.0066509020527644154,isotonic,isotonic
assist2015,question,classical,pfa,2,temperature,0.007926279908261826,0.006901979789621864,isotonic,isotonic
assist2015,question,classical,pfa,3,none,0.007842276872282646,0.007554265095967343,isotonic,isotonic
assist2015,question,classical,pfa,3,platt,0.010697727510344498,0.009734752042969677,isotonic,isotonic
assist2015,question,classical,pfa,3,isotonic,0.001162140250450545,0.004142035920767815,isotonic,isotonic
assist2015,question,classical,pfa,3,temperature,0.009211040845455114,0.00843811771380007,isotonic,isotonic
assist2015,question,classical,pfa,4,none,0.00672671491883569,0.007170600571385448,isotonic,isotonic
assist2015,question,classical,pfa,4,platt,0.012441786593640498,0.010502702717141536,isotonic,isotonic
assist2015,question,classical,pfa,4,isotonic,0.005069031500565033,0.006698470132630646,isotonic,isotonic
assist2015,question,classical,pfa,4,temperature,0.01299601650226733,0.009895031501590304,isotonic,isotonic
assist2015,question,classical,pfa_recency,0,none,0.004740188721735252,0.005136327036556534,none,none
assist2015,question,classical,pfa_recency,0,platt,0.005316112995192079,0.005770316785791671,none,none
assist2015,question,classical,pfa_recency,0,isotonic,0.005358144709871532,0.005797345180475095,none,none
assist2015,question,classical,pfa_recency,0,temperature,0.0047409377175846095,0.0051381770853174006,none,none
assist2015,question,classical,pfa_recency,1,none,0.004316367463321091,0.005340856871324761,none,none
assist2015,question,classical,pfa_recency,1,platt,0.005488360859231066,0.006597027436329587,none,none
assist2015,question,classical,pfa_recency,1,isotonic,0.005849521459356602,0.006197725565363524,none,none
assist2015,question,classical,pfa_recency,1,temperature,0.0053200485527106125,0.006626232394689898,none,none
assist2015,question,classical,pfa_recency,2,none,0.004660818578852313,0.004727142837050175,none,none
assist2015,question,classical,pfa_recency,2,platt,0.006063331445008635,0.005478948433968303,none,none
assist2015,question,classical,pfa_recency,2,isotonic,0.0052476748569076715,0.005995868400159621,none,none
assist2015,question,classical,pfa_recency,2,temperature,0.005885293449873637,0.005485099391702712,none,none
assist2015,question,classical,pfa_recency,3,none,0.005196437248591495,0.006726229712271824,isotonic,isotonic
assist2015,question,classical,pfa_recency,3,platt,0.007285739036231058,0.00726371921321669,isotonic,isotonic
assist2015,question,classical,pfa_recency,3,isotonic,0.0021606652330144844,0.004671050750120283,isotonic,isotonic
assist2015,question,classical,pfa_recency,3,temperature,0.005897358442534805,0.006974410157228785,isotonic,isotonic
assist2015,question,classical,pfa_recency,4,none,0.005261441786205747,0.005263163708953003,none,none
assist2015,question,classical,pfa_recency,4,platt,0.008925874529853656,0.006933365169712852,none,none
assist2015,question,classical,pfa_recency,4,isotonic,0.005374657496089437,0.005680875566262896,none,none
assist2015,question,classical,pfa_recency,4,temperature,0.0083925553935546,0.007170716140635372,none,none
assist2015,question,classical,elorasch,0,none,0.06305449333564783,0.0646991623191234,isotonic,isotonic
assist2015,question,classical,elorasch,0,platt,0.012418992510292305,0.012707463213682081,isotonic,isotonic
assist2015,question,classical,elorasch,0,isotonic,0.003795904328289995,0.003661127992001982,isotonic,isotonic
assist2015,question,classical,elorasch,0,temperature,0.02214789554765661,0.022067371149721016,isotonic,isotonic
assist2015,question,classical,elorasch,1,none,0.06344576501934347,0.06505851877733687,isotonic,isotonic
assist2015,question,classical,elorasch,1,platt,0.011213232433130656,0.012948831584059795,isotonic,isotonic
assist2015,question,classical,elorasch,1,isotonic,0.004561310806951563,0.004544581832399865,isotonic,isotonic
assist2015,question,classical,elorasch,1,temperature,0.022202100001039712,0.02283051439731158,isotonic,isotonic
assist2015,question,classical,elorasch,2,none,0.062250018148843365,0.06432603891868605,isotonic,isotonic
assist2015,question,classical,elorasch,2,platt,0.011040500320337423,0.013612771838615438,isotonic,isotonic
assist2015,question,classical,elorasch,2,isotonic,0.0036047127470609053,0.004067272770919898,isotonic,isotonic
assist2015,question,classical,elorasch,2,temperature,0.02270434205586217,0.02368409201651065,isotonic,isotonic
assist2015,question,classical,elorasch,3,none,0.06431216411272028,0.06536293291853555,isotonic,isotonic
assist2015,question,classical,elorasch,3,platt,0.010755175049808571,0.011922614911690266,isotonic,isotonic
assist2015,question,classical,elorasch,3,isotonic,0.004097087310301002,0.005713306163450356,isotonic,isotonic
assist2015,question,classical,elorasch,3,temperature,0.020785766352900983,0.020797590946900466,isotonic,isotonic
