dataset,model,fold,method,ece_none,ece_mismatched_fit,ece_coherent_fit,delta_ece,ratio,ci_low,ci_high,p,n_valid_coherent,n_valid_mismatched,n_test,n_students,family_key,p_holm,reject_holm,family_size
assist2009,sakt,0,platt,0.04485981551651553,0.016478280866971035,0.013042891159063204,0.00343538970790783,1.263391733168045,-0.0013292058246981483,0.010225053816802781,0.1603839616038396,43171,43342,52254,770,platt|f0,1.0,False,23
assist2009,sakt,0,isotonic,0.04485981551651553,0.01653190953358274,0.013431905710181184,0.0031000038234015575,1.2307940429519098,-0.0019443401425451488,0.008547037856134273,0.2233776622337766,43171,43342,52254,770,isotonic|f0,1.0,False,23
assist2009,sakt,0,temperature,0.04485981551651553,0.020202177862016453,0.013458807548733577,0.006743370313282876,1.5010377248404447,-0.0012578856917063973,0.010723067593875797,0.10698930106989302,43171,43342,52254,770,temperature|f0,0.7489251074892511,False,23
assist2009,sakt,1,platt,0.04601402954797733,0.013386324366304679,0.01153048187675425,0.0018558424895504296,1.160950991414492,-0.004871840472252517,0.006795883742573564,0.6939306069393061,43942,44092,52254,770,platt|f1,1.0,False,23
assist2009,sakt,1,isotonic,0.04601402954797733,0.010573001470839543,0.011223355233209316,-0.0006503537623697726,0.9420535348961058,-0.003779810402558179,0.005053804031874518,0.9979002099790021,43942,44092,52254,770,isotonic|f1,1.0,False,23
assist2009,sakt,1,temperature,0.04601402954797733,0.012722312856044344,0.007715698232563059,0.005006614623481285,1.648886785430714,-0.0013578664565822016,0.008681129218362858,0.10838916108389161,43942,44092,52254,770,temperature|f1,1.0,False,23
assist2009,sakt,2,platt,0.04174694951582612,0.018196618382439966,0.014381905581567116,0.0038147128008728503,1.265243905213928,-0.000695865355091999,0.009883393280001512,0.0993900609939006,43884,44044,52254,770,platt|f2,0.993900609939006,False,23
assist2009,sakt,2,isotonic,0.04174694951582612,0.020985207853004156,0.015240506607162824,0.005744701245841331,1.3769363705496116,0.0003671261320856177,0.009411873993330185,0.038396160383961604,43884,44044,52254,770,isotonic|f2,0.4607539246075393,False,23
assist2009,sakt,2,temperature,0.04174694951582612,0.018503058741065635,0.006322848983381692,0.012180209757683944,2.926379989415708,0.005906358868677511,0.012654704561976994,0.0007999200079992001,43884,44044,52254,770,temperature|f2,0.009599040095990401,True,23
assist2009,sakt,3,platt,0.04857096872966642,0.014422455870857519,0.011410609519939472,0.0030118463509180467,1.2639513994107847,-0.0018082719599808452,0.008846905111078135,0.21277872212778723,49836,50010,52254,770,platt|f3,1.0,False,23
assist2009,sakt,3,isotonic,0.04857096872966642,0.015210727377659631,0.0144541839922199,0.0007565433854397306,1.0523407883728992,-0.002330012037268869,0.006560611397243085,0.41535846415358463,49836,50010,52254,770,isotonic|f3,1.0,False,23
assist2009,sakt,3,temperature,0.04857096872966642,0.017867513241989787,0.010138285781413322,0.007729227460576466,1.7623801130903787,0.003789786903777572,0.009771735375961465,0.0007999200079992001,49836,50010,52254,770,temperature|f3,0.009599040095990401,True,23
assist2009,sakt,4,platt,0.037117009224173984,0.013759257561317137,0.010167532948825782,0.0035917246124913555,1.3532542879938396,-0.0020145566608692116,0.007248526993918854,0.24117588241175883,44892,45066,52254,770,platt|f4,1.0,False,23
assist2009,sakt,4,isotonic,0.037117009224173984,0.017985733391544734,0.01102664777935845,0.006959085612186285,1.631115253832038,0.00018467655788517666,0.011098295556537623,0.045995400459954004,44892,45066,52254,770,isotonic|f4,0.551944805519448,False,23
assist2009,sakt,4,temperature,0.037117009224173984,0.012713623897759105,0.0075853255952431625,0.005128298302515943,1.676081499485263,-0.0025681545141184774,0.010005553796969692,0.1887811218878112,44892,45066,52254,770,temperature|f4,1.0,False,23
assist2009,akt,0,platt,0.022128878172005702,0.03997206046608281,0.012379491386301178,0.02759256907978163,3.2288935965749648,0.017510674819978613,0.033290633364960354,0.00019998000199980003,43171,43342,52254,770,platt|f0,0.004599540045995401,True,23
assist2009,akt,0,isotonic,0.022128878172005702,0.0467829490824423,0.010828724115282276,0.035954224967160026,4.320264195891632,0.027909296051538156,0.042129951941987126,0.00019998000199980003,43171,43342,52254,770,isotonic|f0,0.004599540045995401,True,23
assist2009,akt,0,temperature,0.022128878172005702,0.03998988091675976,0.007884017843735165,0.03210586307302459,5.072271741309756,0.020891401521241124,0.037673622762737204,0.00019998000199980003,43171,43342,52254,770,temperature|f0,0.004599540045995401,True,23
assist2009,akt,1,platt,0.0168642611091979,0.0337600422039119,0.014141267101871713,0.019618775102040187,2.38734209323035,0.010459889826372295,0.02689475394140515,0.00019998000199980003,43942,44092,52254,770,platt|f1,0.004599540045995401,True,23
assist2009,akt,1,isotonic,0.0168642611091979,0.03845665808286845,0.01298766452296114,0.02546899355990731,2.9610141234307514,0.017750428865686955,0.03173730864588472,0.00019998000199980003,43942,44092,52254,770,isotonic|f1,0.004599540045995401,True,23
assist2009,akt,1,temperature,0.0168642611091979,0.03355926656753665,0.005211433924377969,0.02834783264315868,6.439545632643178,0.017266841491875552,0.03195908338935412,0.00019998000199980003,43942,44092,52254,770,temperature|f1,0.004599540045995401,True,23
assist2009,akt,2,platt,0.01870813143491422,0.041217261667386804,0.014653087733599399,0.026564173933787405,2.8128721001837715,0.018160321151762925,0.03403771863312414,0.00019998000199980003,43884,44044,52254,770,platt|f2,0.004599540045995401,True,23
assist2009,akt,2,isotonic,0.01870813143491422,0.047980282166715904,0.013573417923260046,0.03440686424345586,3.5348710573844957,0.027506361274367796,0.038592055162293484,0.00019998000199980003,43884,44044,52254,770,isotonic|f2,0.004599540045995401,True,23
assist2009,akt,2,temperature,0.01870813143491422,0.04114264915493166,0.006607801273302733,0.03453484788162893,6.226375075951339,0.02525736242015309,0.03809129437009917,0.00019998000199980003,43884,44044,52254,770,temperature|f2,0.004599540045995401,True,23
assist2009,akt,3,platt,0.0189458491215981,0.037680915264079316,0.01428296633068283,0.023397948933396487,2.6381715388583356,0.01563298388036464,0.02887616397918945,0.00019998000199980003,49836,50010,52254,770,platt|f3,0.004599540045995401,True,23
assist2009,akt,3,isotonic,0.0189458491215981,0.041713101089322586,0.013989774837396511,0.027723326251926077,2.9816849501979097,0.020257075871044198,0.03262941892894121,0.00019998000199980003,49836,50010,52254,770,isotonic|f3,0.004599540045995401,True,23
assist2009,akt,3,temperature,0.0189458491215981,0.037480280588293884,0.00702242208868947,0.030457858499604414,5.337229821126927,0.020315494397812443,0.03402832123811355,0.00019998000199980003,49836,50010,52254,770,temperature|f3,0.004599540045995401,True,23
assist2009,akt,4,platt,0.02866362192368073,0.033910163985801045,0.010999248337076042,0.022910915648725,3.082952847923013,0.01297014096799377,0.02944675385908774,0.00019998000199980003,44892,45066,52254,770,platt|f4,0.004599540045995401,True,23
assist2009,akt,4,isotonic,0.02866362192368073,0.039990713872755386,0.007859862834236378,0.03213085103851901,5.087965873725158,0.023230003988361635,0.036070862881782684,0.00019998000199980003,44892,45066,52254,770,isotonic|f4,0.004599540045995401,True,23
assist2009,akt,4,temperature,0.02866362192368073,0.03823546494418836,0.010795859924292394,0.02743960501989597,3.5416784964162527,0.017722954542164673,0.032528806766020206,0.00019998000199980003,44892,45066,52254,770,temperature|f4,0.004599540045995401,True,23
assist2009,simplekt,0,platt,0.0797480231178476,0.03761693804941031,0.014284561245991447,0.023332376803418865,2.633398212350864,0.013903080229319274,0.030454187996203516,0.00019998000199980003,43171,43342,52254,770,platt|f0,0.004599540045995401,True,23
assist2009,simplekt,0,isotonic,0.0797480231178476,0.054536881319742644,0.010529476326666915,0.04400740499307573,5.179448590584009,0.034453399657007285,0.04756622246993503,0.00019998000199980003,43171,43342,52254,770,isotonic|f0,0.004599540045995401,True,23
