dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
algebra2005,concept,akt,1,difficulty_bucket,isotonic,0.007092299247911663,0.007085577667196234,6.7215807154292e-06,-0.00023187464088808725,0.00022749375606325427,0.6923307669233076,5000.0,114,concept|f1|difficulty_bucket,1.0,False,28
algebra2005,concept,akt,2,none,isotonic,0.007056007288520676,0.004412116345873562,0.0026438909426471134,-0.00698485390760733,0.010176716033864499,0.7055294470552945,inf,114,concept|f2|none,1.0,False,28
algebra2005,concept,akt,2,concept_aware_lambda0,isotonic,0.00598038739177445,0.004412116345873562,0.0015682710459008877,-0.0003124447395636576,0.0032188167411401946,0.0973902609739026,inf,114,concept|f2|concept_aware_lambda0,0.3047695230476952,False,28
algebra2005,concept,akt,2,concept_aware_eb,isotonic,0.004412116345873562,0.004412116345873562,0.0,0.0,0.0,1.0,inf,114,concept|f2|concept_aware_eb,1.0,False,28
algebra2005,concept,akt,2,difficulty_bucket,isotonic,0.004491264627273861,0.004412116345873562,7.914828140029914e-05,-9.734787876470802e-05,0.00013911714668196287,0.7923207679232077,inf,114,concept|f2|difficulty_bucket,1.0,False,28
algebra2005,concept,akt,3,none,isotonic,0.013500967556552739,0.0022850928275744576,0.011215874728978281,0.0024351985149486267,0.012221916517950637,0.0115988401159884,100.0,114,concept|f3|none,0.115988401159884,False,28
algebra2005,concept,akt,3,concept_aware_lambda0,isotonic,0.003683942900341589,0.0022850928275744576,0.0013988500727671314,-0.0009871427744067452,0.002991005200063584,0.3237676232376762,100.0,114,concept|f3|concept_aware_lambda0,0.41315868413158685,False,28
algebra2005,concept,akt,3,concept_aware_eb,isotonic,0.0031542012367257303,0.0022850928275744576,0.0008691084091512727,-0.0012562397340409048,0.002295248849367955,0.6801319868013199,100.0,114,concept|f3|concept_aware_eb,1.0,False,28
algebra2005,concept,akt,3,difficulty_bucket,isotonic,0.002442260739793723,0.0022850928275744576,0.00015716791221926556,-0.00016055460842060777,0.00028710598371112754,0.6399360063993601,100.0,114,concept|f3|difficulty_bucket,1.0,False,28
algebra2005,concept,akt,4,none,isotonic,0.0051571082464536774,0.0028353143054432304,0.002321793941010447,-0.0009767837051147601,0.003784339811724765,0.19818018198180182,5000.0,114,concept|f4|none,0.7927207279272073,False,28
algebra2005,concept,akt,4,concept_aware_lambda0,isotonic,0.0043284521038418206,0.0028353143054432304,0.0014931377983985901,-0.0007284479436157371,0.003595807875093289,0.192980701929807,5000.0,114,concept|f4|concept_aware_lambda0,0.5789421057894211,False,28
algebra2005,concept,akt,4,concept_aware_eb,isotonic,0.0028696707529755005,0.0028353143054432304,3.4356447532270067e-05,-0.00100968243589035,0.0007899330672017413,0.7931206879312068,5000.0,114,concept|f4|concept_aware_eb,1.0,False,28
algebra2005,concept,akt,4,difficulty_bucket,isotonic,0.0029105470391217734,0.0028353143054432304,7.5232733678543e-05,-0.00022411069762824453,0.0002572760510879013,0.8281171882811719,5000.0,114,concept|f4|difficulty_bucket,1.0,False,28
algebra2005,concept,simplekt,0,none,isotonic,0.02371641297142935,0.006008015465649171,0.01770839750578018,0.011958188102804914,0.021566867422771658,0.00019998000199980003,100000.0,114,concept|f0|none,0.005599440055994401,True,28
algebra2005,concept,simplekt,0,concept_aware_lambda0,isotonic,0.006409240686285188,0.006008015465649171,0.00040122522063601625,-0.0012010011051668912,0.0033818684522574816,0.5765423457654234,100000.0,114,concept|f0|concept_aware_lambda0,1.0,False,28
algebra2005,concept,simplekt,0,concept_aware_eb,isotonic,0.006206893684661545,0.006008015465649171,0.00019887821901237376,-0.0002762201083459077,0.0005406737967150295,0.15098490150984903,100000.0,114,concept|f0|concept_aware_eb,1.0,False,28
algebra2005,concept,simplekt,0,difficulty_bucket,isotonic,0.005988020425725464,0.006008015465649171,-1.999503992370765e-05,-0.00030968144959902616,0.00013227162199041907,0.32896710328967105,100000.0,114,concept|f0|difficulty_bucket,1.0,False,28
algebra2005,concept,simplekt,1,none,isotonic,0.013873042681580124,0.0077866608415152186,0.006086381840064906,-0.004660191612739013,0.016804657726243906,0.3127687231276872,100.0,114,concept|f1|none,1.0,False,28
algebra2005,concept,simplekt,1,concept_aware_lambda0,isotonic,0.007218013300943447,0.0077866608415152186,-0.0005686475405717716,-0.003344566343824396,0.004107378316762169,0.9033096690330967,100.0,114,concept|f1|concept_aware_lambda0,1.0,False,28
