dataset,granularity,family,model,fold,method,axis,q_low,q_high,ece_low,ece_high,ece_overall,ratio_low_over_high,ratio_low_over_overall,delta_ece,ci_low,ci_high,p,equalized_ce,n_students_low,n_students_high,n_eval_rows,selected_on_outcome,family_key,p_holm,reject_holm,family_size
algebra2005,concept,deep,dkt,0,isotonic,ability_all_rows,0,1,0.007165965358790106,0.02390814651120492,0.0061061384491119695,0.2997290214626912,1.1735674548670396,-0.016742181152414815,-0.0224938891334038,-0.007487517790720308,0.00039996000399960006,0.01780200806209295,57,57,133534,True,concept|ability_all_rows|isotonic|f0,0.006399360063993601,True,28
algebra2005,concept,deep,dkt,0,temperature,ability_all_rows,0,1,0.004009529543046186,0.026446251286194173,0.01027502228528588,0.1516105061415375,0.39022100699362416,-0.022436721743147987,-0.025639740853158385,-0.014341868742944977,0.00019998000199980003,0.016171229000908293,57,57,133534,True,concept|ability_all_rows|temperature|f0,0.005599440055994401,True,28
algebra2005,concept,deep,dkt,0,none,ability_prefix20,0,1,0.0044194022541517814,0.013780463688157059,0.009256664928085067,0.32070054783060886,0.4774292132734707,-0.009361061434005277,-0.015146762114944527,-0.0011339635011398607,0.027597240275972403,0.004837262673933285,52,61,132395,False,concept|ability_prefix20|none|f0,0.6071392860713929,False,28
algebra2005,concept,deep,dkt,0,platt,ability_prefix20,0,1,0.00424861956983841,0.010931716666175092,0.006999170991704736,0.38865072152706676,0.6070175417737016,-0.0066830970963366815,-0.013653014336164155,0.003100106061551005,0.22877712228777122,0.003932545674470355,52,61,132395,False,concept|ability_prefix20|platt|f0,1.0,False,28
algebra2005,concept,deep,dkt,0,isotonic,ability_prefix20,0,1,0.006069701016096836,0.010100990764763791,0.006091784360680195,0.600901550892446,0.996374897193358,-0.004031289748666955,-0.01220812110456458,0.005139188681922418,0.5413458654134586,0.004009206404083596,52,61,132395,False,concept|ability_prefix20|isotonic|f0,1.0,False,28
algebra2005,concept,deep,dkt,0,temperature,ability_prefix20,0,1,0.006106834824162077,0.01402768533851929,0.010260323110553447,0.43534158892151853,0.5951893286753103,-0.007920850514357213,-0.016519064212489457,0.0031299945842215237,0.17178282171782822,0.004153488286391369,52,61,132395,False,concept|ability_prefix20|temperature|f0,1.0,False,28
algebra2005,concept,deep,dkt,0,none,history,0,1,0.015740699001236952,0.0084326196217259,0.009302690861181863,1.8666440213527988,1.6920586995876128,0.007308079379511051,0.0016066893662429335,0.014673268178947768,0.015198480151984802,0.006438008140055089,57,57,133534,False,concept|history|none|f0,0.25837416258374163,False,28
algebra2005,concept,deep,dkt,0,platt,history,0,1,0.014286041617005456,0.0058607563533583885,0.00701198192078301,2.4375764416173227,2.0373757060985365,0.008425285263647067,-0.0002198399603159169,0.016401173922897055,0.05699430056994301,0.007274059696222446,57,57,133534,False,concept|history|platt|f0,0.5699430056994301,False,28
algebra2005,concept,deep,dkt,0,isotonic,history,0,1,0.013994645868957977,0.005338213210713749,0.0061061384491119695,2.6215973990830563,2.291897896778487,0.008656432658244229,-0.0006302270044696266,0.01578545914448998,0.0673932606739326,0.007888507419846008,57,57,133534,False,concept|history|isotonic|f0,0.7259274072592741,False,28
algebra2005,concept,deep,dkt,0,temperature,history,0,1,0.01779332447915355,0.009134113440248526,0.01027502228528588,1.9480078275302675,1.7317066557251257,0.008659211038905023,-0.000402617281583905,0.018013681630590046,0.059994000599940006,0.0075183021938676695,57,57,133534,False,concept|history|temperature|f0,0.6599340065993401,False,28
algebra2005,concept,deep,dkt,0,none,rt,0,1,0.0104115985542459,0.008299585768568893,0.009302690861181863,1.2544720718081313,1.1192028961954732,0.0021120127856770077,-0.0065541425699481345,0.007406035639991279,0.7441255874412559,0.0011089076930640377,57,57,133534,False,concept|rt|none|f0,1.0,False,20
algebra2005,concept,deep,dkt,0,platt,rt,0,1,0.009061989686016668,0.004473009911826041,0.00701198192078301,2.025926582916344,1.2923578224235837,0.004588979774190627,-0.008268635619586571,0.009544151756298061,0.6773322667733227,0.0025389720089569693,57,57,133534,False,concept|rt|platt|f0,1.0,False,20
algebra2005,concept,deep,dkt,0,isotonic,rt,0,1,0.008586125136993653,0.004233616182809011,0.0061061384491119695,2.0280830302610817,1.4061464882510735,0.004352508954184642,-0.007773582106125175,0.010037168564984005,0.593940605939406,0.002479986687881683,57,57,133534,False,concept|rt|isotonic|f0,1.0,False,20
algebra2005,concept,deep,dkt,0,temperature,rt,0,1,0.012221635006615553,0.007691581798583696,0.01027502228528588,1.5889624951874017,1.1894509488429312,0.004530053208031857,-0.008194484167032102,0.012078054081482532,0.5141485851414859,0.002583440486702184,57,57,133534,False,concept|rt|temperature|f0,1.0,False,20
algebra2005,concept,deep,sakt,0,none,ability_prefix5,0,1,0.03152523181686078,0.028226504225526444,0.029590764319198326,1.1168663170252289,1.0653740294368599,0.003298727591334337,-0.006564675819443625,0.012092905402490457,0.5375462453754625,0.0019344674976624551,52,62,134104,False,concept|ability_prefix5|none|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,platt,ability_prefix5,0,1,0.0038317565032751064,0.012001674194601722,0.007092897618628836,0.31926849880649205,0.540224420159591,-0.008169917691326616,-0.016737266870037487,0.002390883951078189,0.18518148185181482,0.004908776575972887,52,62,134104,False,concept|ability_prefix5|platt|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,isotonic,ability_prefix5,0,1,0.004623453134041439,0.012045101015383185,0.006859331282234969,0.38384511081614664,0.6740384658218438,-0.007421647881341746,-0.016727107545138887,0.002072183510348281,0.1683831616838316,0.005185769733148216,52,62,134104,False,concept|ability_prefix5|isotonic|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,temperature,ability_prefix5,0,1,0.00811734989283329,0.004407457962101431,0.004683883085562307,1.8417305309845815,1.7330385375874064,0.0037098919307318587,-0.0073580677322605485,0.0099975761539898,0.6705329467053295,0.0034334668072709823,52,62,134104,False,concept|ability_prefix5|temperature|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,none,ability_prefix10,0,1,0.03357485386647896,0.02746575651168822,0.029661771553802896,1.2224259634789587,1.1319234188550809,0.006109097354790739,-0.0033311196043114334,0.014766160281818182,0.208979102089791,0.003913082312676064,51,63,133534,False,concept|ability_prefix10|none|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,platt,ability_prefix10,0,1,0.002951172693351486,0.013083368854139051,0.006976402057529526,0.22556672721321727,0.42302216371923834,-0.010132196160787565,-0.016983966745929127,0.001178065755704878,0.10778922107789221,0.006106966796609525,51,63,133534,False,concept|ability_prefix10|platt|f0,1.0,False,28
algebra2005,concept,deep,sakt,0,isotonic,ability_prefix10,0,1,0.0037645311167228248,0.013195678502917736,0.006745029819765655,0.2852851496715715,0.558119269642253,-0.00943114738619491,-0.01707135640175163,0.001100165095888632,0.10138986101389862,0.006450648683152081,51,63,133534,False,concept|ability_prefix10|isotonic|f0,1.0,False,28
