dataset,granularity,family,model,fold,method,axis,q_low,q_high,ece_low,ece_high,ece_overall,ratio_low_over_high,ratio_low_over_overall,delta_ece,ci_low,ci_high,p,equalized_ce,n_students_low,n_students_high,n_eval_rows,selected_on_outcome,family_key,p_holm,reject_holm,family_size
assist2012,question,classical,pfa_recency,0,none,ability_prefix20,0,3,0.056039355778150016,0.03786904888326606,0.007736348496970989,1.479819468159741,7.243644181759792,0.018170306894883956,0.008503205607600914,0.027968541316500443,0.00039996000399960006,0.048303007281179026,819,971,451348,False,question|ability_prefix20|none|f0,0.017998200179982004,True,52
assist2012,question,classical,pfa_recency,0,platt,ability_prefix20,0,3,0.05678360987448493,0.03893525700000702,0.009997895778183979,1.4584110713453025,5.67955609203191,0.017848352874477905,0.008044564200274261,0.02769067765907241,0.0005999400059994001,0.046785714096300945,819,971,451348,False,question|ability_prefix20|platt|f0,0.030596940305969402,True,52
assist2012,question,classical,pfa_recency,0,isotonic,ability_prefix20,0,3,0.05055890969777164,0.036465874929294546,0.0031167746514306634,1.3864718670758005,16.221548027081155,0.014093034768477092,0.004669157837275715,0.023590497024977196,0.0031996800319968005,0.047442135046340976,819,971,451348,False,question|ability_prefix20|isotonic|f0,0.14718528147185284,False,52
assist2012,question,classical,pfa_recency,0,temperature,ability_prefix20,0,3,0.05370611697696808,0.040874838011712634,0.010049696282948608,1.3139163257742736,5.344053737035978,0.012831278965255447,0.0030733165621562183,0.022700932654705692,0.009799020097990201,0.043656420694019475,819,971,451348,False,question|ability_prefix20|temperature|f0,0.37236276372362764,False,52
assist2012,question,classical,pfa_recency,0,none,history,1,3,0.022209412248694837,0.007631520848197513,0.007854582632315575,2.910221001878082,2.8275738238872377,0.014577891400497324,0.007126444009526618,0.021967973309839288,0.00039996000399960006,0.014354829616379261,1341,1374,491372,False,question|history|none|f0,0.017998200179982004,True,52
assist2012,question,classical,pfa_recency,0,platt,history,1,3,0.02576933506576346,0.008644838818385757,0.010658276770297712,2.980892484768773,2.417776871546155,0.017124496247377705,0.009096972994824417,0.024254493902048896,0.00019998000199980003,0.01511105829546575,1341,1374,491372,False,question|history|platt|f0,0.010398960103989602,True,52
assist2012,question,classical,pfa_recency,0,isotonic,history,1,3,0.01586656878641711,0.0037133148311190383,0.0027607036215436032,4.2728854158686,5.747291618919083,0.01215325395529807,0.005281677774493633,0.019151324957538386,0.00019998000199980003,0.015566060126785962,1341,1374,491372,False,question|history|isotonic|f0,0.010398960103989602,True,52
assist2012,question,classical,pfa_recency,0,temperature,history,1,3,0.02319193973976282,0.007998297282055054,0.010041920370192338,2.899609619636939,2.3095124124469244,0.015193642457707764,0.007452336004626424,0.022276304450406903,0.00019998000199980003,0.01315001936957048,1341,1374,491372,False,question|history|temperature|f0,0.010398960103989602,True,52
assist2012,question,classical,pfa_recency,0,none,rt,0,3,0.02742067001437059,0.027508566791133556,0.007854582632315575,0.9968047489558308,3.491041000899983,-8.789677676296695e-05,-0.009737438399206738,0.012027798118327951,0.9271072892710729,0.01965398415881798,900,876,491372,False,question|rt|none|f0,1.0,False,40
assist2012,question,classical,pfa_recency,0,platt,rt,0,3,0.027530259733672915,0.02746937180673241,0.010658276770297712,1.0022165751502763,2.582993510770309,6.088792694050604e-05,-0.008726434344829906,0.011818575123101763,0.8373162683731626,0.016871982963375203,900,876,491372,False,question|rt|platt|f0,1.0,False,40
assist2012,question,classical,pfa_recency,0,isotonic,rt,0,3,0.023854581785371545,0.028691904735012545,0.0027607036215436032,0.831404607176949,8.640761579482277,-0.004837322949640999,-0.014808170831726452,0.0071144141548564205,0.44995500449955006,0.02593120111346894,900,876,491372,False,question|rt|isotonic|f0,1.0,False,40
assist2012,question,classical,pfa_recency,0,temperature,rt,0,3,0.02538951835652248,0.030111000524846734,0.010041920370192338,0.8431974332959072,2.5283528867532916,-0.004721482168324253,-0.013006729002423216,0.007067174706319242,0.5093490650934906,0.020069080154654396,900,876,491372,False,question|rt|temperature|f0,1.0,False,40
assist2012,question,classical,elorasch,0,none,ability_prefix5,0,3,0.0377166164603985,0.05452875951184185,0.04759164666069334,0.6916830090772135,0.7925049689770289,-0.01681214305144335,-0.024702284791996612,-0.009433101985471185,0.00019998000199980003,0.009875030200294843,987,1172,514651,False,question|ability_prefix5|none|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,platt,ability_prefix5,0,3,0.01001068209198475,0.006374123940408677,0.004505702736715731,1.570518895706147,2.2217804140540514,0.0036365581515760727,-0.0015469080364451354,0.009313005459702893,0.15878412158784122,0.005504979355269018,987,1172,514651,False,question|ability_prefix5|platt|f0,1.0,False,52
assist2012,question,classical,elorasch,0,isotonic,ability_prefix5,0,3,0.006950218493998273,0.0035041754895208635,0.0019056750150157743,1.9834105097711865,3.6471163442003474,0.0034460430044774095,-0.0003588039895010174,0.009577425790727678,0.0685931406859314,0.005044543478982499,987,1172,514651,False,question|ability_prefix5|isotonic|f0,1.0,False,52
assist2012,question,classical,elorasch,0,temperature,ability_prefix5,0,3,0.011025928436055024,0.00992062225444372,0.007988521506945272,1.1114150053557585,1.3802214122436813,0.0011053061816113045,-0.003757552503050489,0.00802153920848144,0.49355064493550643,0.003037406929109752,987,1172,514651,False,question|ability_prefix5|temperature|f0,1.0,False,52
assist2012,question,classical,elorasch,0,none,ability_prefix10,0,3,0.038979911887680886,0.05403799049037355,0.04705033518768034,0.7213427356190245,0.8284725652260047,-0.015058078602692662,-0.022085432948666082,-0.008159589924582815,0.00019998000199980003,0.008070423299999456,961,1176,491372,False,question|ability_prefix10|none|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,platt,ability_prefix10,0,3,0.009954129844036095,0.009502750570523301,0.005077870103023793,1.0474998549275758,1.9602962742407621,0.000451379273512794,-0.005047020631450339,0.0068568578850124505,0.7837216278372163,0.004876259741012303,961,1176,491372,False,question|ability_prefix10|platt|f0,1.0,False,52
assist2012,question,classical,elorasch,0,isotonic,ability_prefix10,0,3,0.009232171959993958,0.007294868190969767,0.0017075872521682518,1.2655707708910158,5.406559429552532,0.0019373037690241911,-0.0028537358017455576,0.009040909074885755,0.30416958304169583,0.007524584707825707,961,1176,491372,False,question|ability_prefix10|isotonic|f0,1.0,False,52
assist2012,question,classical,elorasch,0,temperature,ability_prefix10,0,3,0.007331642206860098,0.013060195054218692,0.008471453636236201,0.5613731017357078,0.8654526745562746,-0.005728552847358594,-0.00964996717961948,0.0013037931541615324,0.13018698130186981,0.004588741417982491,961,1176,491372,False,question|ability_prefix10|temperature|f0,1.0,False,52
assist2012,question,classical,elorasch,0,none,ability_all_rows,0,3,0.05086799815271011,0.11827389034468838,0.04705033518768034,0.4300864544530015,1.081139973813181,-0.06740589219197826,-0.07481719647450609,-0.059413087557565684,0.00019998000199980003,0.07122355515700804,1001,1018,491372,True,question|ability_all_rows|none|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,platt,ability_all_rows,0,3,0.059286953055376394,0.05312921539948579,0.005077870103023793,1.1159011592697112,11.675555272686463,0.006157737655890602,-0.001192709161266282,0.015080860893402286,0.09759024097590241,0.054209082952352605,1001,1018,491372,True,question|ability_all_rows|platt|f0,1.0,False,52
assist2012,question,classical,elorasch,0,isotonic,ability_all_rows,0,3,0.06225561552466562,0.05019109782201975,0.0017075872521682518,1.2403716640235143,36.458233947117485,0.012064517702645869,0.004135471198785987,0.02050195720423456,0.0031996800319968005,0.06054802827249736,1001,1018,491372,True,question|ability_all_rows|isotonic|f0,0.07039296070392961,False,52
assist2012,question,classical,elorasch,0,temperature,ability_all_rows,0,3,0.0693487929149422,0.05396708389673891,0.008471453636236201,1.2850201994911339,8.186173931036624,0.015381709018203286,0.007635904985801606,0.023857452730572305,0.00039996000399960006,0.060877339278706,1001,1018,491372,True,question|ability_all_rows|temperature|f0,0.011598840115988402,True,52
assist2012,question,classical,elorasch,0,none,ability_prefix20,0,3,0.037112815932478845,0.05488169590764345,0.046109787153677875,0.6762330376038925,0.8048793590997654,-0.017768879975164603,-0.025599885888740938,-0.010298841608936944,0.00019998000199980003,0.00899697122119903,819,971,451348,False,question|ability_prefix20|none|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,platt,ability_prefix20,0,3,0.012982763898494313,0.010233475770033874,0.005990071403502509,1.2686563383001335,2.1673804908073455,0.0027492881284604392,-0.0030271186940724073,0.009756286551484503,0.3073692630736926,0.0069926924949918045,819,971,451348,False,question|ability_prefix20|platt|f0,1.0,False,52
assist2012,question,classical,elorasch,0,isotonic,ability_prefix20,0,3,0.011934421728451215,0.008191849843090833,0.0028858529831701923,1.4568652938038094,4.135491931865812,0.0037425718853603823,-0.003112560513588539,0.011057229819343583,0.2873712628737126,0.009048568745281023,819,971,451348,False,question|ability_prefix20|isotonic|f0,1.0,False,52
assist2012,question,classical,elorasch,0,temperature,ability_prefix20,0,3,0.00765800713028721,0.013686167813977882,0.008736773273957396,0.5595435650340321,0.8765257939237389,-0.006028160683690672,-0.009726928392644937,0.001375603262247893,0.13758624137586242,0.005090675008157271,819,971,451348,False,question|ability_prefix20|temperature|f0,1.0,False,52
assist2012,question,classical,elorasch,0,none,history,1,3,0.06196641584166844,0.04287251267548355,0.04705033518768034,1.4453646864766956,1.3170238977998552,0.019093903166184888,0.009866849473508224,0.02828871696185973,0.00019998000199980003,0.015952315959990332,1341,1374,491372,False,question|history|none|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,platt,history,1,3,0.020391151973101068,0.007828281906398747,0.005077870103023793,2.604805526540067,4.015689956495432,0.012562870066702321,0.00520340759717549,0.0213082215693627,0.0013998600139986002,0.015313281870077276,1341,1374,491372,False,question|history|platt|f0,0.04339566043395661,True,52
assist2012,question,classical,elorasch,0,isotonic,history,1,3,0.025232425369838014,0.0062187612960501425,0.0017075872521682518,4.05746806616688,14.77665363090437,0.01901366407378787,0.0108799442510385,0.02769655778550892,0.00019998000199980003,0.023524838117669762,1341,1374,491372,False,question|history|isotonic|f0,0.010398960103989602,True,52
assist2012,question,classical,elorasch,0,temperature,history,1,3,0.02174202886643015,0.010193649245230627,0.008471453636236201,2.132899449782691,2.566505088740586,0.011548379621199523,0.003653605584113177,0.020121461633749022,0.0037996200379962005,0.013270575230193949,1341,1374,491372,False,question|history|temperature|f0,0.12918708129187081,False,52
assist2012,question,classical,elorasch,0,none,rt,0,3,0.05052337955120903,0.06460914420970157,0.04705033518768034,0.7819849677504713,1.0738155073640807,-0.014085764658492539,-0.022640776623905772,-0.005594054709719187,0.0015998400159984002,0.017558809022021227,900,876,491372,False,question|rt|none|f0,0.05759424057594241,False,40
assist2012,question,classical,elorasch,0,platt,rt,0,3,0.01979755620118309,0.023479122515267497,0.005077870103023793,0.8431983004607417,3.898791382905591,-0.0036815663140844085,-0.011675873697699174,0.006061666319075067,0.48995100489951005,0.018401252412243704,900,876,491372,False,question|rt|platt|f0,1.0,False,40
assist2012,question,classical,elorasch,0,isotonic,rt,0,3,0.01902931304467264,0.023553654060130515,0.0017075872521682518,0.8079134131838903,11.143976988882818,-0.004524341015457876,-0.012232226990316333,0.005090975822344955,0.38316168383161686,0.021846066807962264,900,876,491372,False,question|rt|isotonic|f0,1.0,False,40
assist2012,question,classical,elorasch,0,temperature,rt,0,3,0.02533386918881237,0.01896586209908142,0.008471453636236201,1.335761541260989,2.990498476016922,0.00636800708973095,-0.002520755072097445,0.01568022972187613,0.1541845815418458,0.01686241555257617,900,876,491372,False,question|rt|temperature|f0,1.0,False,40
assist2012,concept,deep,dkt,1,none,ability_prefix5,0,3,0.006081882443672772,0.008604333642493786,0.0029046108487320622,0.7068394481632474,2.0938716958685433,-0.0025224511988210137,-0.005453693400006844,0.003499497083460275,0.6207379262073792,0.005699722793761724,914,1257,508410,False,concept|ability_prefix5|none|f1,1.0,False,28
assist2012,concept,deep,dkt,1,platt,ability_prefix5,0,3,0.010066555783245792,0.00436176306257143,0.0028870939777902844,2.30790981509921,3.4867433691751537,0.005704792720674362,0.0012333541701552073,0.01048103592681075,0.012598740125987402,0.008590524818530915,914,1257,508410,False,concept|ability_prefix5|platt|f1,0.27717228277172284,False,28
assist2012,concept,deep,dkt,1,isotonic,ability_prefix5,0,3,0.010952027107895298,0.003149097973496866,0.003250357148378438,3.4778299056011246,3.3694842160219607,0.007802929134398432,0.002622769641384954,0.01178509973240959,0.0027997200279972004,0.009265458117565113,914,1257,508410,False,concept|ability_prefix5|isotonic|f1,0.06159384061593841,False,28
assist2012,concept,deep,dkt,1,temperature,ability_prefix5,0,3,0.007957239564430186,0.005702813562215629,0.003336188389129293,1.3953182017296526,2.385128966445128,0.002254426002214557,-0.0010860803740273285,0.007460832809100737,0.15198480151984803,0.006910324685480697,914,1257,508410,False,concept|ability_prefix5|temperature|f1,1.0,False,28
assist2012,concept,deep,dkt,1,none,ability_prefix10,0,3,0.008925240836855076,0.009915625701872228,0.002930531971441101,0.9001187726529298,3.0456043216160693,-0.000990384865017152,-0.005209075318144842,0.004605238192212857,0.8531146885311469,0.0069850937304311266,908,1223,485730,False,concept|ability_prefix10|none|f1,1.0,False,28
assist2012,concept,deep,dkt,1,platt,ability_prefix10,0,3,0.013268946566678949,0.0052251574041896455,0.0032056990460477834,2.5394348036366554,4.13917413209386,0.008043789162489302,0.0033240811782481814,0.012558919128691648,0.0011998800119988001,0.010063247520631166,908,1223,485730,False,concept|ability_prefix10|platt|f1,0.028797120287971205,True,28
assist2012,concept,deep,dkt,1,isotonic,ability_prefix10,0,3,0.014620723254902684,0.0048449615368370965,0.003647641139772783,3.017717095118041,4.008267999689639,0.009775761718065587,0.004827332865307111,0.014334480789412234,0.00019998000199980003,0.0109730821151299,908,1223,485730,False,concept|ability_prefix10|isotonic|f1,0.005599440055994401,True,28
assist2012,concept,deep,dkt,1,temperature,ability_prefix10,0,3,0.011782074670723315,0.0066224263588340005,0.0036718868917270018,1.7791175065324192,3.208724837703768,0.005159648311889315,0.0006703864028199631,0.009568215599382514,0.023397660233976603,0.008110187778996313,908,1223,485730,False,concept|ability_prefix10|temperature|f1,0.49135086491350866,False,28
assist2012,concept,deep,dkt,1,none,ability_all_rows,0,3,0.04934197314336387,0.04896238220800879,0.002930531971441101,1.0077527056126976,16.837206904485587,0.0003795909353550772,-0.00366831996804744,0.004495197776955942,0.8365163483651635,0.046411441171922765,996,996,485730,True,concept|ability_all_rows|none|f1,1.0,False,28
assist2012,concept,deep,dkt,1,platt,ability_all_rows,0,3,0.05361821855997606,0.04414105000077863,0.0032056990460477834,1.214701928455038,16.72590526739572,0.009477168559197433,0.005478270424119539,0.013572458782549765,0.00019998000199980003,0.05041251951392828,996,996,485730,True,concept|ability_all_rows|platt|f1,0.005599440055994401,True,28
assist2012,concept,deep,dkt,1,isotonic,ability_all_rows,0,3,0.05309675921425112,0.044374751409654585,0.003647641139772783,1.1965533896534435,14.556464624576144,0.008722007804596532,0.005040957666968383,0.012927271200450952,0.00019998000199980003,0.04944911807447833,996,996,485730,True,concept|ability_all_rows|isotonic|f1,0.005599440055994401,True,28
assist2012,concept,deep,dkt,1,temperature,ability_all_rows,0,3,0.05028074796785456,0.04472751993333243,0.0036718868917270018,1.1241568511466624,13.693435950094305,0.0055532280345221285,0.0016004995502747128,0.009642767582893738,0.007599240075992401,0.04660886107612756,996,996,485730,True,concept|ability_all_rows|temperature|f1,0.12158784121587841,False,28
assist2012,concept,deep,dkt,1,none,ability_prefix20,0,3,0.010601822384347289,0.012533287890450074,0.0029822721057619827,0.845893150864707,3.554948042421662,-0.001931465506102785,-0.006582871113725651,0.0042431404627252004,0.6475352464753524,0.009551015784688092,772,996,446424,False,concept|ability_prefix20|none|f1,1.0,False,28
assist2012,concept,deep,dkt,1,platt,ability_prefix20,0,3,0.015089481415631052,0.007600106798522829,0.003207727402389277,1.9854301808711257,4.7041034111538425,0.007489374617108223,0.002632009021219171,0.013244565340323032,0.0047995200479952005,0.011881754013241775,772,996,446424,False,concept|ability_prefix20|platt|f1,0.11518848115188482,False,28
assist2012,concept,deep,dkt,1,isotonic,ability_prefix20,0,3,0.01630472817304865,0.007597340816687001,0.0037080158909688138,2.1461098779768455,4.397157038285675,0.008707387356361649,0.0036141604478370434,0.014212207894614508,0.0011998800119988001,0.012596712282079835,772,996,446424,False,concept|ability_prefix20|isotonic|f1,0.029997000299970003,True,28
assist2012,concept,deep,dkt,1,temperature,ability_prefix20,0,3,0.013447731762575315,0.008844655296607561,0.0036395449598427827,1.5204359369135958,3.6948937053812947,0.004603076465967753,-0.0002792169347153913,0.009995714023333692,0.061993800619938005,0.009808186802732531,772,996,446424,False,concept|ability_prefix20|temperature|f1,1.0,False,28
assist2012,concept,deep,dkt,1,none,history,1,3,0.009363044255650613,0.0027896232533248513,0.002930531971441101,3.3563830687499245,3.1949981596843995,0.006573421002325761,0.003987561408594224,0.013898132082595835,0.0005999400059994001,0.006432512284209511,1256,1374,485730,False,concept|history|none|f1,0.0131986801319868,True,28
assist2012,concept,deep,dkt,1,platt,history,1,3,0.009179944884631218,0.004454146510230747,0.0032056990460477834,2.0609885336159834,2.863632784228112,0.0047257983744004705,0.001770573617210862,0.01211064958396268,0.0037996200379962005,0.005974245838583435,1256,1374,485730,False,concept|history|platt|f1,0.06459354064593541,False,28
assist2012,concept,deep,dkt,1,isotonic,history,1,3,0.00828238816957958,0.004752815366833956,0.003647641139772783,1.742627796437381,2.2706148582630314,0.0035295728027456234,0.0010570587946774478,0.01155118753814042,0.016198380161983803,0.004634747029806797,1256,1374,485730,False,concept|history|isotonic|f1,0.22677732226777325,False,28
assist2012,concept,deep,dkt,1,temperature,history,1,3,0.008206297696649581,0.004724557190126423,0.0036718868917270018,1.7369453615249795,2.234899368806512,0.003481740506523158,0.0010717651948657933,0.010780217139823413,0.013798620137986202,0.004534410804922579,1256,1374,485730,False,concept|history|temperature|f1,0.23457654234576542,False,28
assist2012,concept,deep,dkt,1,none,rt,0,3,0.008237391335326865,0.008736877522252134,0.002930531971441101,0.9428301260200664,2.810886015099878,-0.000499486186925269,-0.00487522034808525,0.005009722212162916,0.9365063493650635,0.005806345550811033,867,854,485730,False,concept|rt|none|f1,1.0,False,20
assist2012,concept,deep,dkt,1,platt,rt,0,3,0.010186829625496358,0.0076402365588491145,0.0032056990460477834,1.3333133793740608,3.177724882831847,0.002546593066647243,-0.0032737011713783845,0.008017532590256693,0.44455554444555545,0.0069811305794485745,867,854,485730,False,concept|rt|platt|f1,1.0,False,20
assist2012,concept,deep,dkt,1,isotonic,rt,0,3,0.010510385837231632,0.006421013461051346,0.003647641139772783,1.636873353557915,2.8814199189250123,0.004089372376180286,-0.0020084219305263004,0.008940135496543813,0.23557644235576441,0.006862744697458849,867,854,485730,False,concept|rt|isotonic|f1,1.0,False,20
assist2012,concept,deep,dkt,1,temperature,rt,0,3,0.007841135324610473,0.007988468637532843,0.0036718868917270018,0.9815567514116358,2.135451215089729,-0.0001473333129223698,-0.005577265851058142,0.005109539516797183,0.805919408059194,0.004316581745805841,867,854,485730,False,concept|rt|temperature|f1,1.0,False,20
assist2012,concept,deep,sakt,1,none,ability_prefix5,0,3,0.01747151125909716,0.009918418699323273,0.012329690646983155,1.7615218502813588,1.4170275442694997,0.007553092559773886,0.0029348404041135436,0.01300895919101948,0.0021997800219978004,0.005867759113837481,914,1257,508410,False,concept|ability_prefix5|none|f1,0.05279472052794721,False,28
assist2012,concept,deep,sakt,1,platt,ability_prefix5,0,3,0.013783635715317816,0.005156719050210497,0.005326899114479314,2.6729468061199047,2.58755336249035,0.008626916665107318,0.003286670560005053,0.013532976462824045,0.0011998800119988001,0.008869740655006252,914,1257,508410,False,concept|ability_prefix5|platt|f1,0.028797120287971205,True,28
assist2012,concept,deep,sakt,1,isotonic,ability_prefix5,0,3,0.012338553118324078,0.002597146489909548,0.003814630842772937,4.750811387136579,3.2345339894947527,0.00974140662841453,0.003488991661419257,0.01367249792392021,0.0013998600139986002,0.009212767884152744,914,1257,508410,False,concept|ability_prefix5|isotonic|f1,0.03219678032196781,True,28
assist2012,concept,deep,sakt,1,temperature,ability_prefix5,0,3,0.010690089422333977,0.006895338733311135,0.005291283097184713,1.5503356449612167,2.020320823133005,0.0037947506890228418,-0.0006319356989367935,0.008751090285824572,0.0933906609339066,0.005898792045419634,914,1257,508410,False,concept|ability_prefix5|temperature|f1,1.0,False,28
assist2012,concept,deep,sakt,1,none,ability_prefix10,0,3,0.021410160276604,0.009531382420691762,0.012858782901064143,2.246280689580191,1.6650222996479846,0.011878777855912239,0.0064709510123742795,0.016622136335898766,0.00019998000199980003,0.008551377375539859,908,1223,485730,False,concept|ability_prefix10|none|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,platt,ability_prefix10,0,3,0.01789359010193815,0.006274213537451872,0.006109123832238355,2.8519255832030894,2.928994499589644,0.011619376564486278,0.006496910742176904,0.016125401930210635,0.00019998000199980003,0.011784466269699794,908,1223,485730,False,concept|ability_prefix10|platt|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,isotonic,ability_prefix10,0,3,0.01610790344674371,0.0042042869588770826,0.00457401983676335,3.8313044766682505,3.5216076933636393,0.011903616487866628,0.006555845427760321,0.016416668369778217,0.00019998000199980003,0.011533883609980361,908,1223,485730,False,concept|ability_prefix10|isotonic|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,temperature,ability_prefix10,0,3,0.014965475631030144,0.008546310451800262,0.005762343575488238,1.7511036739693557,2.5971161620230414,0.006419165179229882,0.0011784918177061667,0.011236340516100717,0.0165983401659834,0.009203132055541905,908,1223,485730,False,concept|ability_prefix10|temperature|f1,0.3817618238176182,False,28
assist2012,concept,deep,sakt,1,none,ability_all_rows,0,3,0.06015653479408939,0.04463511402956865,0.012858782901064143,1.3477401391702177,4.678244842994516,0.01552142076452074,0.010798819938007197,0.020512627513877668,0.00019998000199980003,0.04729775189302525,996,996,485730,True,concept|ability_all_rows|none|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,platt,ability_all_rows,0,3,0.064796304254483,0.05151976818173414,0.006109123832238355,1.257697900074324,10.60648073829303,0.013276536072748861,0.008867221424910046,0.018357392308239476,0.00019998000199980003,0.05868718042224465,996,996,485730,True,concept|ability_all_rows|platt|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,isotonic,ability_all_rows,0,3,0.06485816385697589,0.05021965250968679,0.00457401983676335,1.2914896980711983,14.179685740687686,0.0146385113472891,0.010031206540844157,0.019689857330866613,0.00019998000199980003,0.06028414402021254,996,996,485730,True,concept|ability_all_rows|isotonic|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,temperature,ability_all_rows,0,3,0.05590117255533803,0.05314153582346869,0.005762343575488238,1.051929939342299,9.70111757881455,0.0027596367318693388,-0.0018749312571454523,0.007717005875337403,0.23877612238776122,0.050138828979849795,996,996,485730,True,concept|ability_all_rows|temperature|f1,1.0,False,28
assist2012,concept,deep,sakt,1,none,ability_prefix20,0,3,0.02296954801603857,0.008070732919489305,0.013026743702543205,2.846030000642373,1.763260914663903,0.014898815096549264,0.009787739801856784,0.02019553152737566,0.00019998000199980003,0.009942804313495365,772,996,446424,False,concept|ability_prefix20|none|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,platt,ability_prefix20,0,3,0.021122297360545734,0.007487226863457757,0.006602577219553732,2.821110906046597,3.199098875813434,0.013635070497087978,0.007072384227546662,0.01918620675186907,0.00019998000199980003,0.014519720140992003,772,996,446424,False,concept|ability_prefix20|platt|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,isotonic,ability_prefix20,0,3,0.01936004590222214,0.00708469945718801,0.005100929993201109,2.7326559184638075,3.7953953353656336,0.01227534644503413,0.005977247336510828,0.018217262352870224,0.00019998000199980003,0.014259115909021031,772,996,446424,False,concept|ability_prefix20|isotonic|f1,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,temperature,ability_prefix20,0,3,0.016839804299329148,0.011367223374589695,0.0059148379790618,1.4814351530183587,2.847044054112915,0.005472580924739453,-7.488084332456634e-05,0.011980882133402001,0.053594640535946404,0.010924966320267349,772,996,446424,False,concept|ability_prefix20|temperature|f1,1.0,False,28
assist2012,concept,deep,sakt,1,none,history,1,3,0.006420068697414566,0.015127935831410368,0.012858782901064143,0.4243849768376514,0.49927498946134835,-0.008707867133995802,-0.009673259285876082,0.0005846756692913175,0.0831916808319168,0.007540494658735453,1256,1374,485730,False,concept|history|none|f1,1.0,False,28
assist2012,concept,deep,sakt,1,platt,history,1,3,0.00959115652468459,0.007754770159883956,0.006109123832238355,1.236807323355682,1.5699725178381978,0.001836386364800633,-0.0015069535971446784,0.009849433705222125,0.17398260173982602,0.0034820326924462344,1256,1374,485730,False,concept|history|platt|f1,1.0,False,28
assist2012,concept,deep,sakt,1,isotonic,history,1,3,0.010595675675946803,0.0064001741753759575,0.00457401983676335,1.655529269299049,2.316490976008638,0.004195501500570845,0.00019826116825102363,0.011890048465188404,0.0425957404259574,0.006021655839183453,1256,1374,485730,False,concept|history|isotonic|f1,0.425957404259574,False,28
assist2012,concept,deep,sakt,1,temperature,history,1,3,0.012212626207207889,0.008041565059661842,0.005762343575488238,1.518687732624207,2.119385289547426,0.004171061147546047,-1.176235919783646e-05,0.012172561063412446,0.050794920507949204,0.0064502826317196504,1256,1374,485730,False,concept|history|temperature|f1,0.7619238076192381,False,28
assist2012,concept,deep,sakt,1,none,rt,0,3,0.010929611972617282,0.013770766850257474,0.012858782901064143,0.7936821595678188,0.8499725095843084,-0.0028411548776401917,-0.008913309242943358,0.004403881689900569,0.43815618438156184,0.0025932869997043733,867,854,485730,False,concept|rt|none|f1,1.0,False,20
assist2012,concept,deep,sakt,1,platt,rt,0,3,0.014047086851699187,0.006086093167874472,0.006109123832238355,2.308063065128042,2.2993619441091604,0.007960993683824715,0.0008993554125965961,0.012105423329778113,0.020997900209979003,0.007937963019460832,867,854,485730,False,concept|rt|platt|f1,0.33596640335966405,False,20
assist2012,concept,deep,sakt,1,isotonic,rt,0,3,0.012251364072020057,0.007896713090393317,0.00457401983676335,1.5514510824667487,2.678467630059366,0.00435465098162674,-0.001499571997620103,0.010590220111668693,0.1521847815218478,0.007677344235256707,867,854,485730,False,concept|rt|isotonic|f1,1.0,False,20
assist2012,concept,deep,sakt,1,temperature,rt,0,3,0.007206082469142236,0.011173505494305607,0.005762343575488238,0.6449258446970557,1.2505471731667217,-0.003967423025163371,-0.008873219354544666,0.0017540517343255535,0.16598340165983402,0.005411161918817369,867,854,485730,False,concept|rt|temperature|f1,1.0,False,20
assist2012,concept,deep,akt,1,none,ability_prefix5,0,3,0.01728312497952073,0.011048323609435133,0.013837205091057314,1.5643210309988704,1.2490329416805737,0.006234801370085596,0.002581955879736525,0.010705275469826435,0.0011998800119988001,0.004635520636985633,914,1257,508410,False,concept|ability_prefix5|none|f1,0.031196880311968805,True,28
assist2012,concept,deep,akt,1,platt,ability_prefix5,0,3,0.012408444918642469,0.003850416712900296,0.002452113882774557,3.222623898621068,5.060305316897583,0.008558028205742172,0.0031933420162685825,0.013565584333060836,0.0015998400159984002,0.009956331035867912,914,1257,508410,False,concept|ability_prefix5|platt|f1,0.03679632036796321,True,28
assist2012,concept,deep,akt,1,isotonic,ability_prefix5,0,3,0.012391845909137857,0.0037302804223844064,0.003023079523095489,3.321960953599556,4.099080363075993,0.008661565486753451,0.003106527759570742,0.013275444050928597,0.0011998800119988001,0.009368766386042369,914,1257,508410,False,concept|ability_prefix5|isotonic|f1,0.028797120287971205,True,28
