dataset,granularity,family,model,fold,contrast,method_a,method_b,ece_a,ece_b,delta_ece,ci_low,ci_high,p,n_students,n_test,family_key,p_holm,reject_holm,family_size
assist2009,question,deep,simplekt,3,best_vs_runnerup,isotonic,platt,0.015927181770673034,0.01600245887617726,-7.527710550422548e-05,-0.0028647255803835123,0.0013758348814891866,0.9027097290270973,770,52254,question|f3|best_vs_runnerup,1.0,False,52
assist2009,question,deep,simplekt,4,iso_vs_none,isotonic,none,0.008853975863846675,0.11281384391625562,-0.10395986805240895,-0.10901531766141777,-0.09323900629336093,0.00019998000199980003,770,52254,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2009,question,deep,simplekt,4,best_vs_runnerup,isotonic,temperature,0.008853975863846675,0.009984010196616062,-0.001130034332769387,-0.006815469290294277,0.004168710837956694,0.7391260873912608,770,52254,question|f4|best_vs_runnerup,1.0,False,52
assist2009,question,classical,bkt,0,iso_vs_none,isotonic,none,0.012387144260026744,0.02015164326334691,-0.007764499003320166,-0.00862902538827968,-0.0028133690100568876,0.0027997200279972004,770,53148,question|f0|iso_vs_none,0.044795520447955206,True,52
assist2009,question,classical,bkt,0,best_vs_runnerup,isotonic,platt,0.012387144260026744,0.015003496848048994,-0.0026163525880222496,-0.006006936134388151,0.001103625461334402,0.2455754424557544,770,53148,question|f0|best_vs_runnerup,1.0,False,52
assist2009,question,classical,bkt,1,iso_vs_none,isotonic,none,0.016625732633153697,0.019434666712362852,-0.0028089340792091556,-0.005587125994610887,0.0013059031654931654,0.18998100189981001,770,53148,question|f1|iso_vs_none,1.0,False,52
assist2009,question,classical,bkt,1,best_vs_runnerup,isotonic,temperature,0.016625732633153697,0.01919255117072736,-0.0025668185375736646,-0.005331362700863802,0.0014301599510683938,0.24857514248575144,770,53148,question|f1|best_vs_runnerup,1.0,False,52
assist2009,question,classical,bkt,2,iso_vs_none,isotonic,none,0.01747055422405169,0.018572046994744115,-0.0011014927706924256,-0.004908844531473325,0.0027906390497603913,0.6821317868213179,770,53148,question|f2|iso_vs_none,1.0,False,52
assist2009,question,classical,bkt,2,best_vs_runnerup,platt,isotonic,0.01714260030921733,0.01747055422405169,-0.00032795391483435993,-0.001616661155184114,0.004527447489500133,0.9179082091790821,770,53148,question|f2|best_vs_runnerup,1.0,False,52
assist2009,question,classical,bkt,3,iso_vs_none,isotonic,none,0.01847258800317541,0.02067086820016402,-0.00219828019698861,-0.006243796747340613,0.0022867487778114306,0.35496450354964504,770,53148,question|f3|iso_vs_none,1.0,False,52
assist2009,question,classical,bkt,3,best_vs_runnerup,platt,isotonic,0.018412837351718354,0.01847258800317541,-5.975065145705574e-05,-0.0016599799010335163,0.004837231683424073,0.8133186681331867,770,53148,question|f3|best_vs_runnerup,1.0,False,52
assist2009,question,classical,bkt,4,iso_vs_none,isotonic,none,0.008813978312509543,0.020264398007528793,-0.01145041969501925,-0.012908841169499025,-0.006247210838290395,0.0007999200079992001,770,53148,question|f4|iso_vs_none,0.012798720127987202,True,52
assist2009,question,classical,bkt,4,best_vs_runnerup,isotonic,platt,0.008813978312509543,0.01328488361373362,-0.004470905301224078,-0.010741477011457166,0.000482246971835951,0.10118988101189881,770,53148,question|f4|best_vs_runnerup,1.0,False,52
assist2009,question,classical,pfa,0,iso_vs_none,isotonic,none,0.015262536408612252,0.02798754298572232,-0.012725006577110069,-0.01825212610205425,-0.005337661224133237,0.00019998000199980003,770,53148,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa,0,best_vs_runnerup,isotonic,none,0.015262536408612252,0.02798754298572232,-0.012725006577110069,-0.01825212610205425,-0.005337661224133237,0.00019998000199980003,770,53148,question|f0|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,pfa,1,iso_vs_none,isotonic,none,0.014316639902458418,0.026091539713845133,-0.011774899811386715,-0.017606584376867965,-0.005694844411160735,0.00019998000199980003,770,53148,question|f1|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa,1,best_vs_runnerup,isotonic,none,0.014316639902458418,0.026091539713845133,-0.011774899811386715,-0.017606584376867965,-0.005694844411160735,0.00019998000199980003,770,53148,question|f1|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,pfa,2,iso_vs_none,isotonic,none,0.020853404139425345,0.025470043423602914,-0.004616639284177569,-0.015380651129043858,0.0021826040112974316,0.26317368263173685,770,53148,question|f2|iso_vs_none,1.0,False,52
assist2009,question,classical,pfa,2,best_vs_runnerup,isotonic,none,0.020853404139425345,0.025470043423602914,-0.004616639284177569,-0.015380651129043858,0.0021826040112974316,0.26317368263173685,770,53148,question|f2|best_vs_runnerup,1.0,False,52
assist2009,question,classical,pfa,3,iso_vs_none,isotonic,none,0.020403680984440675,0.026009163760780874,-0.005605482776340199,-0.015550818007707384,0.000819600882927846,0.10018998100189981,770,53148,question|f3|iso_vs_none,1.0,False,52
assist2009,question,classical,pfa,3,best_vs_runnerup,isotonic,none,0.020403680984440675,0.026009163760780874,-0.005605482776340199,-0.015550818007707384,0.000819600882927846,0.10018998100189981,770,53148,question|f3|best_vs_runnerup,1.0,False,52
assist2009,question,classical,pfa,4,iso_vs_none,isotonic,none,0.01138255360476118,0.026110675794539327,-0.014728122189778146,-0.02093598104134916,-0.00895473218067839,0.00019998000199980003,770,53148,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa,4,best_vs_runnerup,isotonic,none,0.01138255360476118,0.026110675794539327,-0.014728122189778146,-0.02093598104134916,-0.00895473218067839,0.00019998000199980003,770,53148,question|f4|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,0,iso_vs_none,isotonic,none,0.011194740907493232,0.022275299452902724,-0.011080558545409493,-0.01589851371336363,-0.005367426877020885,0.00019998000199980003,770,53148,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,0,best_vs_runnerup,isotonic,none,0.011194740907493232,0.022275299452902724,-0.011080558545409493,-0.01589851371336363,-0.005367426877020885,0.00019998000199980003,770,53148,question|f0|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,1,iso_vs_none,isotonic,none,0.011447581519598167,0.02129856307032397,-0.009850981550725802,-0.0123825562644196,-0.005634786572226828,0.00019998000199980003,770,53148,question|f1|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,1,best_vs_runnerup,isotonic,none,0.011447581519598167,0.02129856307032397,-0.009850981550725802,-0.0123825562644196,-0.005634786572226828,0.00019998000199980003,770,53148,question|f1|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,2,iso_vs_none,isotonic,none,0.017666543130706768,0.022785973036810247,-0.005119429906103479,-0.013959984865886553,0.0014025429704006616,0.20357964203579643,770,53148,question|f2|iso_vs_none,1.0,False,52
assist2009,question,classical,pfa_recency,2,best_vs_runnerup,isotonic,none,0.017666543130706768,0.022785973036810247,-0.005119429906103479,-0.013959984865886553,0.0014025429704006616,0.20357964203579643,770,53148,question|f2|best_vs_runnerup,1.0,False,52
assist2009,question,classical,pfa_recency,3,iso_vs_none,isotonic,none,0.015726125194359078,0.01964588596911202,-0.003919760774752944,-0.011759750814267373,0.0007569718653131964,0.11918808119188082,770,53148,question|f3|iso_vs_none,1.0,False,52
assist2009,question,classical,pfa_recency,3,best_vs_runnerup,isotonic,none,0.015726125194359078,0.01964588596911202,-0.003919760774752944,-0.011759750814267373,0.0007569718653131964,0.11918808119188082,770,53148,question|f3|best_vs_runnerup,1.0,False,52
assist2009,question,classical,pfa_recency,4,iso_vs_none,isotonic,none,0.009563379112358312,0.020478428936349848,-0.010915049823991536,-0.01442134692877476,-0.007200143606481854,0.00019998000199980003,770,53148,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,pfa_recency,4,best_vs_runnerup,isotonic,none,0.009563379112358312,0.020478428936349848,-0.010915049823991536,-0.01442134692877476,-0.007200143606481854,0.00019998000199980003,770,53148,question|f4|best_vs_runnerup,0.010398960103989602,True,52
assist2009,question,classical,elorasch,0,iso_vs_none,isotonic,none,0.007594704742551078,0.06463177057865391,-0.05703706583610283,-0.06279521381862788,-0.04464420628248845,0.00019998000199980003,770,53148,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,elorasch,0,best_vs_runnerup,isotonic,platt,0.007594704742551078,0.009612672571154062,-0.0020179678286029847,-0.00750457437151324,0.005027788961048015,0.6565343465653435,770,53148,question|f0|best_vs_runnerup,1.0,False,52
assist2009,question,classical,elorasch,1,iso_vs_none,isotonic,none,0.0057941857425661755,0.061891128855077936,-0.05609694311251176,-0.060547538282720345,-0.04288125297388592,0.00019998000199980003,770,53148,question|f1|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,elorasch,1,best_vs_runnerup,isotonic,platt,0.0057941857425661755,0.007201805217282465,-0.0014076194747162894,-0.004890407673104244,0.003434087468792441,0.6283371662833717,770,53148,question|f1|best_vs_runnerup,1.0,False,52
assist2009,question,classical,elorasch,2,iso_vs_none,isotonic,none,0.008985303105518582,0.062393522142799134,-0.053408219037280553,-0.06068344734156786,-0.04093968675121305,0.00019998000199980003,770,53148,question|f2|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,elorasch,2,best_vs_runnerup,platt,isotonic,0.006294274959158302,0.008985303105518582,-0.0026910281463602796,-0.006202825771401156,0.0027713379147017514,0.4203579642035796,770,53148,question|f2|best_vs_runnerup,1.0,False,52
assist2009,question,classical,elorasch,3,iso_vs_none,isotonic,none,0.008998661779268575,0.06341872480208628,-0.05442006302281771,-0.059759424931013855,-0.044577375029850416,0.00019998000199980003,770,53148,question|f3|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,elorasch,3,best_vs_runnerup,isotonic,platt,0.008998661779268575,0.010567237710625281,-0.0015685759313567062,-0.0065307373614728985,0.0005311985608893035,0.10018998100189981,770,53148,question|f3|best_vs_runnerup,1.0,False,52
assist2009,question,classical,elorasch,4,iso_vs_none,isotonic,none,0.01280538834804331,0.06250959716589143,-0.049704208817848115,-0.05675222012631552,-0.03875169609206985,0.00019998000199980003,770,53148,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2009,question,classical,elorasch,4,best_vs_runnerup,platt,isotonic,0.007226356411974962,0.01280538834804331,-0.005579031936068349,-0.009508874586558446,0.0011833227188201296,0.11898810118988101,770,53148,question|f4|best_vs_runnerup,1.0,False,52
assist2012,concept,deep,dkt,0,iso_vs_none,isotonic,none,0.0018169537277223755,0.00733443958922635,-0.005517485861503975,-0.007098710313965584,-0.002624714587238914,0.00039996000399960006,5497,536087,concept|f0|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,dkt,0,best_vs_runnerup,platt,isotonic,0.0014745746934751354,0.0018169537277223755,-0.0003423790342472401,-0.00119346276695435,0.0009612133562150377,0.8529147085291471,5497,536087,concept|f0|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,dkt,1,iso_vs_none,isotonic,none,0.0023389932651084896,0.004062615311561589,-0.0017236220464530998,-0.004177499440223449,0.0014111542666231302,0.28417158284171584,5497,536087,concept|f1|iso_vs_none,1.0,False,28
assist2012,concept,deep,dkt,1,best_vs_runnerup,isotonic,platt,0.0023389932651084896,0.0023714329165505314,-3.2439651442041795e-05,-0.0013387415645837062,0.0008031902890183809,0.8507149285071492,5497,536087,concept|f1|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,dkt,2,iso_vs_none,isotonic,none,0.00205412019124708,0.003411174189277672,-0.0013570539980305922,-0.0021250560470607353,-1.568563569569485e-05,0.047995200479952004,5497,536087,concept|f2|iso_vs_none,0.38396160383961603,False,28
assist2012,concept,deep,dkt,2,best_vs_runnerup,isotonic,platt,0.00205412019124708,0.0026035753058658733,-0.0005494551146187935,-0.0020025443998119698,0.000822797616322374,0.5841415858414158,5497,536087,concept|f2|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,dkt,3,iso_vs_none,isotonic,none,0.0019205243690118088,0.0027990982008084305,-0.0008785738317966217,-0.001627115322066676,0.0007009221307398817,0.26517348265173485,5497,536087,concept|f3|iso_vs_none,1.0,False,28
assist2012,concept,deep,dkt,3,best_vs_runnerup,isotonic,temperature,0.0019205243690118088,0.0024720370061368222,-0.0005515126371250134,-0.0013479528923808232,0.0009416357341323784,0.4557544245575442,5497,536087,concept|f3|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,dkt,4,iso_vs_none,isotonic,none,0.002033991872261407,0.010044976934628259,-0.008010985062366853,-0.009488954962842466,-0.005783458077253255,0.00019998000199980003,5497,536087,concept|f4|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,dkt,4,best_vs_runnerup,platt,isotonic,0.0012198512727260625,0.002033991872261407,-0.0008141405995353444,-0.0012162621329705203,0.0006188967938232723,0.5217478252174782,5497,536087,concept|f4|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,sakt,0,iso_vs_none,isotonic,none,0.0014683367936787607,0.007014077722941315,-0.0055457409292625545,-0.007077371740145415,-0.002975500498833275,0.00019998000199980003,5497,536087,concept|f0|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,sakt,0,best_vs_runnerup,isotonic,platt,0.0014683367936787607,0.0033214177078866977,-0.001853080914207937,-0.0025792560419680183,-0.00022698793195480483,0.019198080191980802,5497,536087,concept|f0|best_vs_runnerup,0.4607539246075393,False,28
assist2012,concept,deep,sakt,1,iso_vs_none,isotonic,none,0.0031506238818682386,0.012012684953517152,-0.008862061071648913,-0.009010298388754343,-0.00781858881389367,0.00019998000199980003,5497,536087,concept|f1|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,sakt,1,best_vs_runnerup,isotonic,platt,0.0031506238818682386,0.004432183880056274,-0.001281559998188035,-0.002519090023540621,-0.0002518029956453493,0.0183981601839816,5497,536087,concept|f1|best_vs_runnerup,0.45995400459954,False,28
assist2012,concept,deep,sakt,2,iso_vs_none,isotonic,none,0.003691685417274694,0.00930167440183071,-0.005609988984556016,-0.00673908876361224,-0.003486513032229203,0.00019998000199980003,5497,536087,concept|f2|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,sakt,2,best_vs_runnerup,isotonic,platt,0.003691685417274694,0.005456971719979631,-0.001765286302704937,-0.0028123580735940914,8.338018310440338e-05,0.06419358064193581,5497,536087,concept|f2|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,sakt,3,iso_vs_none,isotonic,none,0.0036388544452540398,0.007886583676008288,-0.004247729230754249,-0.00534725631064209,-0.002593937595993495,0.00019998000199980003,5497,536087,concept|f3|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,sakt,3,best_vs_runnerup,isotonic,platt,0.0036388544452540398,0.00571450675407381,-0.00207565230881977,-0.0023975537640585506,-0.0002787737214826564,0.022797720227977204,5497,536087,concept|f3|best_vs_runnerup,0.5243475652434757,False,28
assist2012,concept,deep,sakt,4,iso_vs_none,isotonic,none,0.0014704403236961716,0.025628893930610058,-0.024158453606913887,-0.02485888493322288,-0.020953725363858377,0.00019998000199980003,5497,536087,concept|f4|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,sakt,4,best_vs_runnerup,isotonic,platt,0.0014704403236961716,0.004084308677190616,-0.0026138683534944447,-0.002815816667208466,-0.0007753620255119181,0.0035996400359964,5497,536087,concept|f4|best_vs_runnerup,0.08999100089991001,False,28
assist2012,concept,deep,akt,0,iso_vs_none,isotonic,none,0.001851211951803164,0.014982328060999452,-0.013131116109196287,-0.014317368213809533,-0.010573852334423891,0.00019998000199980003,5497,536087,concept|f0|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,akt,0,best_vs_runnerup,platt,isotonic,0.001525833427794468,0.001851211951803164,-0.0003253785240086961,-0.0007026560476101186,0.00048554786684610083,0.5229477052294771,5497,536087,concept|f0|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,akt,1,iso_vs_none,isotonic,none,0.002768246083518108,0.014893701045132421,-0.012125454961614313,-0.013126346117151305,-0.01000991421329531,0.00019998000199980003,5497,536087,concept|f1|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,akt,1,best_vs_runnerup,platt,isotonic,0.0019974084116476105,0.002768246083518108,-0.0007708376718704975,-0.001193586534405075,0.00043685927581543066,0.3511648835116488,5497,536087,concept|f1|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,akt,2,iso_vs_none,isotonic,none,0.002125104448225432,0.014594792535657547,-0.012469688087432115,-0.013287936093048566,-0.010535991581587974,0.00019998000199980003,5497,536087,concept|f2|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,akt,2,best_vs_runnerup,isotonic,platt,0.002125104448225432,0.002428562311073722,-0.0003034578628482898,-0.0009308282255267863,0.00046079253232533536,0.6345365463453655,5497,536087,concept|f2|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,akt,3,iso_vs_none,isotonic,none,0.00219695868553471,0.01399390726731168,-0.01179694858177697,-0.012566673982325824,-0.010394491869791963,0.00019998000199980003,5497,536087,concept|f3|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,akt,3,best_vs_runnerup,platt,temperature,0.0020187438307270617,0.002191131267664149,-0.00017238743693708718,-0.0006292178291725611,0.0005404339318946338,0.7119288071192881,5497,536087,concept|f3|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,akt,4,iso_vs_none,isotonic,none,0.0018666050303576297,0.012408899082193591,-0.010542294051835962,-0.011500688794822711,-0.008330932756885687,0.00019998000199980003,5497,536087,concept|f4|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,akt,4,best_vs_runnerup,platt,isotonic,0.0005990677770281811,0.0018666050303576297,-0.0012675372533294486,-0.001515911588528648,0.00047164201729964553,0.25817418258174185,5497,536087,concept|f4|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,simplekt,0,iso_vs_none,isotonic,none,0.0017542852221148894,0.017429344812549437,-0.015675059590434547,-0.016250799510937195,-0.013407889441045831,0.00019998000199980003,5497,536087,concept|f0|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,0,best_vs_runnerup,isotonic,platt,0.0017542852221148894,0.00296305909383362,-0.0012087738717187304,-0.0015039545343859104,0.00010415374279004813,0.0683931606839316,5497,536087,concept|f0|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,simplekt,1,iso_vs_none,isotonic,none,0.0015184862394203315,0.01906458293118119,-0.01754609669176086,-0.019068825991426213,-0.014154580568998052,0.00019998000199980003,5497,536087,concept|f1|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,1,best_vs_runnerup,isotonic,platt,0.0015184862394203315,0.0015780055334167395,-5.951929399640801e-05,-0.0012164880475156513,0.00036358542651455293,0.35436456354364565,5497,536087,concept|f1|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,simplekt,2,iso_vs_none,isotonic,none,0.001990736129650325,0.00825049529158506,-0.006259759161934735,-0.007420268110562714,-0.004262653834962535,0.00019998000199980003,5497,536087,concept|f2|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,2,best_vs_runnerup,isotonic,platt,0.001990736129650325,0.0053377362974783476,-0.0033470001678280225,-0.004174721119936872,-0.0016438623290566687,0.00019998000199980003,5497,536087,concept|f2|best_vs_runnerup,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,3,iso_vs_none,isotonic,none,0.0026113698856726447,0.015161573310168748,-0.012550203424496103,-0.014003286009610844,-0.009715991131484048,0.00019998000199980003,5497,536087,concept|f3|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,3,best_vs_runnerup,isotonic,platt,0.0026113698856726447,0.0031544134723212546,-0.0005430435866486099,-0.002049215233173345,0.0012431717543940023,0.6411358864113589,5497,536087,concept|f3|best_vs_runnerup,1.0,False,28
assist2012,concept,deep,simplekt,4,iso_vs_none,isotonic,none,0.001384523705459907,0.01586400027242074,-0.01447947656696083,-0.015342041089741984,-0.011856146977014674,0.00019998000199980003,5497,536087,concept|f4|iso_vs_none,0.005599440055994401,True,28
assist2012,concept,deep,simplekt,4,best_vs_runnerup,isotonic,platt,0.001384523705459907,0.005426315539568498,-0.004041791834108591,-0.0047983922279254505,-0.0016480262383575062,0.00039996000399960006,5497,536087,concept|f4|best_vs_runnerup,0.010398960103989602,True,28
assist2012,question,deep,dkt,0,iso_vs_none,isotonic,none,0.001882218936421094,0.007334638034498787,-0.005452419098077693,-0.007058762483371705,-0.00260648273290149,0.00039996000399960006,5497,536087,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,dkt,0,best_vs_runnerup,platt,isotonic,0.001480894172796246,0.001882218936421094,-0.00040132476362484803,-0.0012523945090613462,0.0009389782711033517,0.8101189881011899,5497,536087,question|f0|best_vs_runnerup,1.0,False,52
assist2012,question,deep,dkt,1,iso_vs_none,isotonic,none,0.0023431039466191416,0.004071635014464362,-0.00172853106784522,-0.004180860816333765,0.001417133781835628,0.28357164283571645,5497,536087,question|f1|iso_vs_none,1.0,False,52
assist2012,question,deep,dkt,1,best_vs_runnerup,isotonic,platt,0.0023431039466191416,0.002386991240121594,-4.388729350245221e-05,-0.0013443316274851184,0.0008112461410594306,0.8517148285171483,5497,536087,question|f1|best_vs_runnerup,1.0,False,52
assist2012,question,deep,dkt,2,iso_vs_none,isotonic,none,0.002028849484316957,0.0034123983607158266,-0.0013835488763988698,-0.0021672829671836526,-3.160038179827993e-05,0.044995500449955005,5497,536087,question|f2|iso_vs_none,0.674932506749325,False,52
assist2012,question,deep,dkt,2,best_vs_runnerup,isotonic,platt,0.002028849484316957,0.0026029264147804333,-0.0005740769304634764,-0.0020082015994125784,0.0007872126221081235,0.5453454654534546,5497,536087,question|f2|best_vs_runnerup,1.0,False,52
assist2012,question,deep,dkt,3,iso_vs_none,isotonic,none,0.0019038974930571252,0.002799101078743443,-0.000895203585686318,-0.001640953129853696,0.0007007387065019898,0.26217378262173785,5497,536087,question|f3|iso_vs_none,1.0,False,52
assist2012,question,deep,dkt,3,best_vs_runnerup,isotonic,temperature,0.0019038974930571252,0.002471988232466199,-0.0005680907394090739,-0.001359602833301134,0.000930967084413411,0.45055494450554945,5497,536087,question|f3|best_vs_runnerup,1.0,False,52
assist2012,question,deep,dkt,4,iso_vs_none,isotonic,none,0.002043531612645796,0.010044972737632428,-0.008001441124986632,-0.009482746516515147,-0.005781977494907362,0.00019998000199980003,5497,536087,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,dkt,4,best_vs_runnerup,platt,isotonic,0.0012045871482757441,0.002043531612645796,-0.0008389444643700518,-0.0012340273748618728,0.000626382228479108,0.5189481051894811,5497,536087,question|f4|best_vs_runnerup,1.0,False,52
assist2012,question,deep,sakt,0,iso_vs_none,isotonic,none,0.001471787841390351,0.0070240975811770206,-0.0055523097397866695,-0.007086009811725254,-0.002974412309641043,0.00019998000199980003,5497,536087,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,sakt,0,best_vs_runnerup,isotonic,platt,0.001471787841390351,0.0033198687172426304,-0.0018480808758522794,-0.002564122965536096,-0.0002138226764555876,0.0197980201979802,5497,536087,question|f0|best_vs_runnerup,0.7055294470552945,False,52
assist2012,question,deep,sakt,1,iso_vs_none,isotonic,none,0.0031809003730559307,0.012004608766860162,-0.008823708393804232,-0.008975339358564304,-0.007814051678436622,0.00019998000199980003,5497,536087,question|f1|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,sakt,1,best_vs_runnerup,isotonic,platt,0.0031809003730559307,0.0044284085881253045,-0.0012475082150693738,-0.0024950285853048613,-0.00022376253228972604,0.019598040195980403,5497,536087,question|f1|best_vs_runnerup,0.6271372862713729,False,52
assist2012,question,deep,sakt,2,iso_vs_none,isotonic,none,0.003684489707029367,0.009292452157952068,-0.005607962450922701,-0.006757666658269685,-0.0034801758592453587,0.00019998000199980003,5497,536087,question|f2|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,sakt,2,best_vs_runnerup,isotonic,platt,0.003684489707029367,0.0054487190041070015,-0.0017642292970776346,-0.002841886033402571,7.939760675120155e-05,0.062993700629937,5497,536087,question|f2|best_vs_runnerup,1.0,False,52
assist2012,question,deep,sakt,3,iso_vs_none,isotonic,none,0.0035961631956297445,0.007879482621289723,-0.0042833194256599785,-0.005368058131208876,-0.0026385389693635588,0.00019998000199980003,5497,536087,question|f3|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,sakt,3,best_vs_runnerup,isotonic,platt,0.0035961631956297445,0.005703230962405455,-0.0021070677667757104,-0.0023920901561741525,-0.00032611578996492245,0.0193980601939806,5497,536087,question|f3|best_vs_runnerup,0.678932106789321,False,52
assist2012,question,deep,sakt,4,iso_vs_none,isotonic,none,0.0013729054773294672,0.025632309308004777,-0.02425940383067531,-0.024873590741025565,-0.02097829946182277,0.00019998000199980003,5497,536087,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,sakt,4,best_vs_runnerup,isotonic,platt,0.0013729054773294672,0.0040820768612005835,-0.002709171383871116,-0.0029055975409406974,-0.0007910235328831629,0.0031996800319968005,5497,536087,question|f4|best_vs_runnerup,0.12158784121587841,False,52
assist2012,question,deep,akt,0,iso_vs_none,isotonic,none,0.001847153612434447,0.014994977494324442,-0.013147823881889995,-0.014334418791418285,-0.01059440506118397,0.00019998000199980003,5497,536087,question|f0|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,akt,0,best_vs_runnerup,platt,isotonic,0.001521877509248502,0.001847153612434447,-0.000325276103185945,-0.000699864144201486,0.00048445979709498785,0.5275472452754725,5497,536087,question|f0|best_vs_runnerup,1.0,False,52
assist2012,question,deep,akt,1,iso_vs_none,isotonic,none,0.0027338404316571913,0.014901956212330947,-0.012168115780673755,-0.013153960299326172,-0.01003210478424457,0.00019998000199980003,5497,536087,question|f1|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,akt,1,best_vs_runnerup,platt,isotonic,0.002010390491820786,0.0027338404316571913,-0.0007234499398364055,-0.001177546735741843,0.00045178757318887065,0.3645635436456354,5497,536087,question|f1|best_vs_runnerup,1.0,False,52
assist2012,question,deep,akt,2,iso_vs_none,isotonic,none,0.002122681980783147,0.014592956740231451,-0.012470274759448305,-0.013312347140995868,-0.010552685560608581,0.00019998000199980003,5497,536087,question|f2|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,akt,2,best_vs_runnerup,isotonic,platt,0.002122681980783147,0.002406040254656773,-0.0002833582738736261,-0.0009498966308072559,0.00047344578219243947,0.6615338466153384,5497,536087,question|f2|best_vs_runnerup,1.0,False,52
assist2012,question,deep,akt,3,iso_vs_none,isotonic,none,0.002215162813011216,0.014001369367284787,-0.011786206554273572,-0.012559857698366888,-0.01038040948046298,0.00019998000199980003,5497,536087,question|f3|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,akt,3,best_vs_runnerup,platt,temperature,0.0020207078387291673,0.0021856281064016633,-0.00016492026767249597,-0.0006332432649909673,0.0005380078239402147,0.7075292470752925,5497,536087,question|f3|best_vs_runnerup,1.0,False,52
assist2012,question,deep,akt,4,iso_vs_none,isotonic,none,0.0018426502845407154,0.012414885083951504,-0.010572234799410789,-0.011477826554849208,-0.008323215573233228,0.00019998000199980003,5497,536087,question|f4|iso_vs_none,0.010398960103989602,True,52
assist2012,question,deep,akt,4,best_vs_runnerup,platt,isotonic,0.0005830923339792169,0.0018426502845407154,-0.0012595579505614986,-0.0015143705584671696,0.00046262743767687365,0.24957504249575044,5497,536087,question|f4|best_vs_runnerup,1.0,False,52
