dataset,granularity,family,model,fold,contrast,method_a,method_b,ece_a,ece_b,delta_ece,ci_low,ci_high,p,n_students,n_test,family_key,p_holm,reject_holm,family_size
algebra2005,question,classical,bkt,2,best_vs_runnerup,isotonic,temperature,0.006888366980513815,0.009066518113827825,-0.0021781511333140097,-0.007651559652075284,0.0033321357478476787,0.6121387861213878,114,93595,question|f2|best_vs_runnerup,1.0,False,52
algebra2005,question,classical,bkt,3,iso_vs_none,isotonic,none,0.008437443657098913,0.010838485938406675,-0.0024010422813077626,-0.0077944946625663316,0.0028299539350916413,0.5345465453454654,114,93595,question|f3|iso_vs_none,1.0,False,52
algebra2005,question,classical,bkt,3,best_vs_runnerup,isotonic,temperature,0.008437443657098913,0.010039585624444607,-0.0016021419673456945,-0.006891962560952298,0.0032794551141317792,0.6231376862313769,114,93595,question|f3|best_vs_runnerup,1.0,False,52
algebra2005,question,classical,bkt,4,iso_vs_none,isotonic,none,0.006502154496033667,0.01311300644278719,-0.006610851946753524,-0.010752414232819118,3.1727628312262966e-05,0.052594740525947405,114,93595,question|f4|iso_vs_none,0.42075792420757924,False,52
algebra2005,question,classical,bkt,4,best_vs_runnerup,isotonic,temperature,0.006502154496033667,0.010123306250107402,-0.0036211517540737353,-0.006811580965723112,0.0008860241944978719,0.138986101389861,114,93595,question|f4|best_vs_runnerup,1.0,False,52
algebra2005,question,classical,pfa,0,iso_vs_none,isotonic,none,0.01320170721342882,0.03289777408588202,-0.0196960668724532,-0.028767322704857448,-0.011044021999505492,0.00019998000199980003,114,93595,question|f0|iso_vs_none,0.010398960103989602,True,52
algebra2005,question,classical,pfa,0,best_vs_runnerup,isotonic,platt,0.01320170721342882,0.018107503373279963,-0.004905796159851143,-0.009373941837303562,0.00010350004959414206,0.059994000599940006,114,93595,question|f0|best_vs_runnerup,1.0,False,52
algebra2005,question,classical,pfa,1,iso_vs_none,isotonic,none,0.017406892487471258,0.03531520490245504,-0.01790831241498378,-0.028766971985571335,-0.009169679636662143,0.00019998000199980003,114,93595,question|f1|iso_vs_none,0.010398960103989602,True,52
algebra2005,question,classical,pfa,1,best_vs_runnerup,isotonic,platt,0.017406892487471258,0.021192292923012626,-0.003785400435541368,-0.008684940550385902,-0.0007026220756156887,0.0047995200479952005,114,93595,question|f1|best_vs_runnerup,0.1701829817018298,False,52
algebra2005,question,classical,pfa,2,iso_vs_none,isotonic,none,0.003996781999085031,0.03593191749589054,-0.0319351354968055,-0.033941838359084264,-0.022751747271155236,0.00019998000199980003,114,93595,question|f2|iso_vs_none,0.010398960103989602,True,52
algebra2005,question,classical,pfa,2,best_vs_runnerup,isotonic,platt,0.003996781999085031,0.01322099985578923,-0.009224217856704199,-0.011388000214823009,-0.0017172584318970417,0.0037996200379962005,114,93595,question|f2|best_vs_runnerup,0.14438556144385561,False,52
